,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601898.SH,X600660.SH,X601991.SH,X601600.SH,X600886.SH,X600688.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X000898.SZ,X600176.SH,X601992.SH,X600516.SH,X002466.SZ,X600352.SH,X600111.SH,X000709.SZ,X002460.SZ,X600299.SH,X600489.SH,X000629.SZ,X000786.SZ,X600808.SH,X601158.SH,X600801.SH,X600219.SH,X000825.SZ,X002271.SZ,X000553.SZ,X600583.SH,X000883.SZ,X002110.SZ,X600157.SH,X002470.SZ,X600021.SH,X600339.SH,X600612.SH,X000408.SZ,X601699.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.137955040624207,0,0,0,0.0111033108048243,0,0,0,0,-0.00618376837957815,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0.0138186236761277,0,0,0,0,0,0,-0.0373319278182598,0,0,0,0,0,0,0,0,0,0,0,0.0196173090125461,0,0,0.267525557983755,0,0,0.0898330136678809,0,0,-0.00337059967327896,0.00326947333270603,0,0,0,-0.00701394344061757,0,0
X600028.SH,0.358551953770151,0,0,0,-8.67361737988404e-19,0,-0.0770450082060596,0,0,0,0.167865209368781,-0.0836467017535126,0,0,0,-0.146976928656611,0,0,0,0,0,0,0,0,0,0,0,0,-0.108761915564368,0,0.113409806629762,0,0,0,0,0,0,0.225292989395475,0,0,0,-0.057447592567698,-0.0919472228129278,0,0,0.364759483837227,0,0,0,0,0,0.0213650842162112,0.0302043181117652,0,0,0,-0.0555594132059892,-0.176495145854386,0
X601088.SH,0,0,0,0,0,0.175582135507269,0,0,0,0,0,0,0,0,0,0.0203580941200844,0,0,0,0,0.0527474764071508,0,0,0,0,0,0,0,0,-0.0554517674742397,0,0,0,0,0,0,0,0.124918151529258,0,0,0,0,0.00641452677374429,0,0.0610007190977941,0,-0.0329336146529113,0,0,0,0,0.015360285529541,0.00908841378824785,0,0,0,0.0810633559813488,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0949736562288381,0,0,0,0,0,0,0,0,0,0.0526932324143458,0,-0.150423133666937,0.0765539904583348,0.307883485263919,0,0.475721484790397,0,0,0,0,0,0,0.0181130874210193,0.0734542734834848,-0.0827205491966378,0,0,0,0,0,0,0,-0.0254729473585957,0.0102328817318752,-0.0967124152221022,0,0,0.00979325807321206,-0.132256601505801,0
X600019.SH,0,0,0.0459625636849903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185699340565733,0.0445856455031028,0.0143972380695141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25474047957054,0.0181969116151944,0,0.0410886845374524,0,0,0,0,0,0,0,0.0219860619972555,0,0,0,0.0156064766230058,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336949391418531,0,0.128120655283103,0,0,0.120746211366898,0.333763400091165,0,0,0.0506329178931848,0.0173112050779467,0.118992222261463,0,0,0,0,0,0,0,0,0.0407282645163893,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49264186008268,0,0,0.603636652277861,0,0,0.0310601340301913,-0.190115236882288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462907757168114,0.0391080413414858,0,-0.131374997093828,0,0,0,0,0,0,0.0140278671010326,0,0,0,-0.00827912169285655,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236019872592057,0,0,0.173451450855129,0,-0.100461554001955,0,0,0,0,0,0,0,0,0,0,0.0977057349516136,0,0,0.116702604585093,0,0,0,0.119314097172134,0,0,0,0.093967685557466,0,0,0,0,0,0.0107796070051826,0.00220167569368369,0,0,0,0.0329973698180944,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0911519133052303,0,0,0,0,0,0,0,0,0,0,0.710489648393213,0.136841335021076,-0.0411387758443353,0,0,0,0,0,0,0,0,0,0.153373774768236,-0.0253870239414243,0,0.136348656769706,0,0.0982127463186977,0.0285752148477388,0,0,0,0.00300618078324519,0,0,0,0,-0.0266329563720821,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0855253183506273,0,0,0,0,0,0,0,0.120801396110448,-0.0118311498571186,0,0,0,0.09215464728354,0,0,0.00138017118715377,0,0.0261957834443112,0,0,0,0,0,0,0.0101396321464668,0,0.0742898509891769,0,0,0,0,0,0.0883934755395798,0,0,0,0,0,-0.0101611990005064,0.0342494620160905,0,0,0,0.0390238605167169,0,0
