,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X000708.SZ,X600660.SH,X601898.SH,X600362.SH,X600547.SH,X000786.SZ,X000301.SZ,X600111.SH,X601600.SH,X600010.SH,X600188.SH,X600886.SH,X600176.SH,X600011.SH,X600426.SH,X002466.SZ,X600803.SH,X601991.SH,X600801.SH,X000932.SZ,X600352.SH,X600219.SH,X000027.SZ,X600795.SH,X000898.SZ,X600489.SH,X600688.SH,X600157.SH,X600486.SH,X000723.SZ,X002080.SZ,X600516.SH,X000825.SZ,X000807.SZ,X600027.SH,X300037.SZ,X000883.SZ,X601168.SH,X600299.SH,X002353.SZ,X000630.SZ,X601992.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.317534137291157,0,0,0,0.0161761801898995,-0.00416942670032767,0,0,0,0,0.00621287245895234,0,0,0.00674536136766285,0,0.0413633585450073,0.0181207684906711,0,0,0,0,0,0,0,0,0,0,0.00415383652073644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434452930951075,0,0,0,-0.00104457461072896,0,0,0,0,-0.0101015195909735,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0948813555758604,0,0,0,0,0,0,0.0061132849806651,0.0698821261434006,0,0,0,0,0,0.0947498047564281,0.0209854911348473,0,-0.0894441050501893,0,0,0,0.0172723042443244,0,0,0.140104297117024,0,0,0,0,0,0,0,0,0.0479538790096943,0,0,0,0,0,0,0,0,0,0,-0.0208741937883075,0,0,0,0.00538318486797327,0,0
X601088.SH,0,0,0,0,0,0,0.100132860913171,0,0.00207961271216133,0,0,0,0,0,0,0,0,0,0.0843569898502403,0,0,0,0,0,-0.0294186939978221,0,0,0,0,0,0.0288074234684858,0,0,0,0,0,0,0,0,0,0,0.202968647893502,0,0,0.0154803412186919,0,0,0,0,0,0,0.0227072705426786,0,0,0,0,0.00731038768705362,0,0
X600309.SH,0,0,0,0,0,0.0287363721196892,0.185091744846354,0,0,0,0,1.73472347597681e-18,0,0.281743760420277,0,0,0,-0.0851502246057115,0,0,0.029594548787632,-0.0305090690192008,0.0784233146171822,0,0,0,0,0,0,0.176730718176976,0,0,0,0,0,0,0.19326021650405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0151836212554027,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0124688448079405,0,0,0,0,0,0,0,-0.0262020153555627,0,-0.0557351963457399,0.0571963535697207,0,0,0,0.0486258355855167,0,0,0,0.219085332256217,0.119341684330913,0,0,0,0,0,0,0,0,0,0,0,0.0407248597507619,0,0,0,0,0,0,0,0,0,0,-0.0491680924825274,-0.0159873991366539,0,0,0,0,-0.0255431120969959,0,0
X600019.SH,0,0,0,0,0,0,-0.0819229096100658,0,0,0,0,0,0,0,0,0.275371188000875,0,0,0.133994469155742,0,0,0,0,0,0.0807499907495604,0,0.100156073812442,0.208983235747366,0,0,0,0,0,0,0,0,0,0,0,0,0.134265145239719,0,0,0,-0.0112425194977137,0,0,0,0,0,-0.0281363267121006,0,0.0032751664892809,0,0,0,-0.0268666388036513,0,0
X002460.SZ,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0437468134617765,0.0154658816225346,0,0,0,0,0.204914983847767,0,0,0,0.260753279148639,0,0,0.0241141792224124,0,0,0,0,0,0,0,0,0.315744531319759,0,0,0,0,0,0,0.173929344333873,0,0.2785453059028,0,0,0,0,0,0,0.0110368150457666,0,0,0,-0.0061648431177332,0,0
X002271.SZ,0,0,0,0,0,-0.346903407327099,0,0,0,0.0912512435969244,0,0,0,0,0,0,0,0,0,0,0.117057393889838,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0566096840405389,0,0,0.0460507830397835,0,0,0,0.0525957087379472,0,0,0,0,0,0,0,-0.00188218636592562,-0.0384056472894289,0,0,0,-0.0493483665345369,0,0
X000708.SZ,0,0,0,0,0,0,0.100966372584627,0,0,0,-0.199239621852093,0,0,-0.175156464078615,-0.166375589763767,0.290519072098962,0,0,0,0,0,0,0,0,0,0,-0.0516655816811579,0,-0.0970376327494405,-0.335719809027496,0,0,0.228546529854397,0,0,0,0,0,0,0,0,0,0,0,-0.062621143954066,0,0.495169254841354,0,0,0,0,0.156729026819566,-0.172282609860351,0,0,0,-0.0703308198108077,0,0
X600660.SH,0,0,0,0,0,0,0.0995200346981149,0.0302273557861267,0,0,0,0,0,0,0,-0.0165079655947966,0,0,0,0,0.0997359854275442,0,0,0,0,0,0,0,0,0,-0.00681543521728086,0,0,0,0,0,0.335471678377661,-0.118159447622607,0.0312422600073908,0,0,0,0,0.0232560775820798,0,0,0,0,0,0,0,0,-0.0253678035291511,0,0,0,-0.0534236610935422,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.196233198673096,0,0,-0.0338188770943747,-0.0435001422041782,0,0,0.353173727130766,0,0,0,0,0.117288983244199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901920215719155,0.028083057484611,0,0,0,0,0,0,0,0,0,-0.0089046856230297,0,0,0,0,0.00625563497012733,0,0
X600362.SH,0,0,0,0,0,0,0.0740464190356723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106391850090828,-0.129031949607425,0,0,0,0,0,0,-0.0390270331944369,0.17432060611168,0.0806917657655321,0,0,0,0,0,0.300014740545232,0,0,0.312282080168534,0,0,0,0.00319483171071172,0,0,0,-0.0492577018364149,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.0494134544715341,0,0,0,0.153273513479629,0,0.0412894117572552,0.0306759891415514,0,0,0,0,0,0,0,0,0,0,0,0.126799596932305,0,0,0.0760278950952985,0,0,0,0,0,0,0.137448745675384,0,0,0,0.039028311309292,0,0,0,0,0,0,0,0.00471551236003512,0,0,0,0,0,0
