,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X601600.SH,X600585.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X600111.SH,X600362.SH,X600886.SH,X600027.SH,X600188.SH,X600157.SH,X600021.SH,X600583.SH,X000883.SZ,X601992.SH,X600309.SH,X000709.SZ,X600352.SH,X601158.SH,X000898.SZ,X000539.SZ,X600489.SH,X600547.SH,X000792.SZ,X000629.SZ,X000825.SZ,X600808.SH,X000027.SZ,X600660.SH,X000060.SZ,X002470.SZ,X002353.SZ,X600549.SH,X600008.SH,X000831.SZ,X600863.SH,X600578.SH,X002075.SZ,X000959.SZ,X000630.SZ,X000012.SZ,X600219.SH,X600307.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.608130868955176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1096399808424,0,0,0,0,0,0,-0.0194155964566921,0,0,0,0.073863972542254,0.0626796277176634,0,0,0.0549636973328293,0,0,0,-0.01245741371384,0,0,0.0214120354827411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.662002806159268,0,0,0,0,0.0367222599139128,0,0,0,0.0811044128647846,0,0,0,0,0,0,0,0.0165592197167065,0,0,0,0,0,0,0,0.0385048263832059,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0389483524444792,0,0,0,0,0,0,-0.00333796114404702,0,0,0,-0.00837539326658306,0,0,-0.00695768478453407,-0.00585791055579412,0,0,0,0,0,0
X601088.SH,0,0,0,0.019845915180029,0,0,0,0.155255997991894,0,0.223820612930285,0,0,0,0,0,0,0.0188142456570333,0,0,0.0350165473933309,0,0.0172694758420503,0,0.0471552984559644,0,0,0.126167363145781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00767139653376639,0,0,0,-0.00207302697131081,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0543066049178018,0,0,0,0,0.114401905413483,0.0524662029174566,0,0,0,0.10066907587039,0.113995152457164,0,0,0.0713657452114353,0,0,0.0047838988177986,0,0,0,0,0,0,0,0,0,0,0.0859677239255364,0.0195113438906402,0,0,0,0,0,0,0,0,0.0773862235338244,0.169455308577449,0.0249094853330004,0,0,0,0,0,0,-0.0121578272042996,-0.00921900046674357,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.240582855245933,0,0,0,0,0,0,0,0,0.0610789856099479,0,0,0,0,0.244563335765767,0,0,0.18120111658161,0,0,0,0,0,0,0.0287928682836136,0,0,0,0,0,0,0,0,0,0,0.0110274400329583,0,0,-0.0420427887525747,0.000612210356747275,0,0,0,0.00127890681849807,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.096980547832732,0,0.0245432847838172,0,0.122202699486724,0,0,0,0.149043248080946,0.439821108055846,0,0,0.0444022183315251,0,0,-0.120506216440518,0,0,0,0,0,0,0,0,0,0,0,0.0152843349351969,0,0,0,0,0,0,0,0.0515302435552899,0.0631950726999242,0,0,0,0,0,0,0,0,0,0.0272923838773467,0,0,0,0,0,0
X601600.SH,0.22679553769515,0,0.0409896965473456,0,0,0.0588559534119062,0,0,-6.81321380038738e-05,0,0,0.0759577080543018,0,0,0,0,0,0,0.039491830223429,0,0,0,0,0,0.143985930621481,0,0,0,0,0,0,0,0,0.0846739239093297,0,0,0,0,0,0,0,0.27055286318848,0,0,-0.0421369132839165,0,0,0,0,0,0,-0.0137757034095313,0.0551801849478068,0,0,0,0,0,0
X600585.SH,0,0,0.319448464461427,0,0,0,0,0,0,0,0,-0.0108347047797795,0,0,0.129926656447852,0,0,0,0,0.0373547688625988,0,0.133599924055964,0.0450021814615674,0,0,0,0,0,0,0,0,0,0,-0.0356119948333171,0,0,0,0,0,0,0,0,0,0,0.0399712366368522,0,0,0,0.00419932346034194,0,0,0.0030381109995449,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0936878295002941,0,0.088092748595709,0,0,0,0,0,0,0,-0.174507928083925,0.260794473129704,0,-0.04316663552149,0,0,0,0,0.182692552670963,-6.93889390390723e-18,0,0,0,0,0.108388449144519,0,0,0,-0.0417777465950768,0,0.0125073948384224,0.132174978978686,-0.0367199975032243,0,0,0.138505905093514,0,0,0,0.0245764631810565,0.0544620922249964,-0.0626872773160348,0,0,0,0,0
X601898.SH,0,0,0.344067351731474,0,0.120560230831866,0,0.050095199483633,0.05876934651255,0,0,0.0355277938361483,0,0,0,0,0,0,0,0,0,0,0.0798473974273383,0,0,0,0.16003395926788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371722378289644,0,0,0,0,0,0,0.0626337656511465,0,0,0,0.0130174748608709,0.0559002518767671,0,0,0,0,0,0
X601991.SH,0,0,0,0.357947968594575,0,0,0.0164984401859246,0,0,0.266092523311681,0,0,0,0,0.0676215455777946,0,0,0,0.109298697427102,0.157939125238809,0,0,0.00331084844564918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232365471004369,0,0.0311876271655778,0,0,0,0,0,0.147311668856768,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0.35514639561683,0,0,0.0912059856845404,-0.0905187843137522,0,0,-6.93889390390723e-18,0.146287814938492,0,0,0,0,0,0,0,0.0214323296690511,-0.065195097484652,0,0,0,0,0,-0.120189821830173,0.426414516672288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149762796255906,0,0,0,0,0,-0.0736906529224673,0.300879947498902,0,0,0,-0.0159687680558541,0.00578079393536288,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.159070936293081,0,0,0,0,0,0,0,0.125794644284954,0,0,0.0113701332730112,0,0,0,0,0,0,0,0,0,0,0,0.0487540907860058,0.0359711897280118,0,0,0,0.00864734665302586,0,0,0.0169491881527071,0,0.227942476507899,0,0,0,0,0,0,0.0810033599732036,0,0,-0.00815285946439255,0.004212423220781,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0905076409311149,0,0,0,0,0,0,0,0,0,0,0,0,-0.00262139205591353,0,0,0,0,0.0570179303521881,0,0,0,0,0,0,0.0952207995216049,0.0821386539536567,0,0,0,0.241000144280987,0,0,0.0391587978601689,0.00710663485982693,0,0,0,0,0,0,0,0,0,0,0,0.00275009116133105,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.256759321719939,0.0217889157588079,0.267313502978196,0.123671865503205,0,0,0,0,0.13472666821348,0,0,0.0530726140877383,0.115603645679718,0,0,0,0,0,0,0.00549495071635198,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0153241278307971,0,0.0287277965517075,0,0,0,0,0,0,0,0.00314732725699389,0,0,0,0,0,0
X600027.SH,0,0,0,0.250923993933654,0,0.233153224532367,0,0,-8.67361737988404e-19,-0.136002023603816,0,0,0,0,0.075074920257967,0,0,0,0.0701609313838788,0.119383298166905,0,0,0,0,0,0,0,0.264766860460874,0,0,0,-1.73472347597681e-18,0,0,0.0904180069467483,0,0,0,0,0,0,0,0.014523647497706,0,0,0,0,0,0,0,0,-0.00212425327037443,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.0975601632022937,0,0,0.181425142017357,0,0,0,0,0,0,0,0,0,0,0.0294540774858691,0,0,0.0616901251343333,0,0,0.0497449205443187,0.230113958771347,0,0.230702717999765,0,0,6.93889390390723e-18,0.0146376333215915,0,0,0,0,0,0.0184443431595295,0,0.0541826860481014,0,0,0,0,0,0,0.00824001861891339,4.33680868994202e-19,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,-0.0585871862901183,0,0,0,0,0,0,0.159397712359316,0,0,0,0.127133790167334,0,-0.0541885723890652,0,0,0,-0.0686696258488949,0,0,0,0,0,0,0,0.0674839814484151,0,0,0,0,0,0,0,0.0852097377743167,0.192206489067699,0,0,-0.100328493434618,-0.0341209257002244,0,0,-0.0348158283556894,0,0,0.0544234958179492,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0.0158911834821156,1.73472347597681e-18,0,0,0,0.129342977769673,0,0,0,0,0.0470837676946508,0,0,0,0,0,0,0,0,0,0,0,0.26473252375795,0,0,0,0,0,0.042193723908136,0,0,0,0,0,0,0.399360691247127,0,0.0969177115982116,0.073016949989413,0,0,0,0,0,0,0,0,0.013140272728496,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0.0657654049846956,0,0,0.0271830391399594,0,0,0,0.106010458210838,0,0,0.123426769122121,0,0.102464237566494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0121058146227425,0,0,0,0.471578508348495,0,0,0.0807162903930427,0.107133056300213,0,0,0,0,0,0.0402451212702959,0,0,-0.0204593232655607,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000440056955237805,0,0,-0.0285198289480464,0.0419316092563103,0,0,0,0,0,-0.0189336696414177,0,-0.0529995405212098,0,0,0,0,0,0,0,0,-0.0169916452811771,0,0.00452878917402548,0,0,0,0,0,-0.0106620445367825,-0.0264065001368293,0,0,0,-0.0352723749955871,0,0,-0.032626126852065,0,0,0,0,0,0,0
