,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600585.SH,X600011.SH,X600886.SH,X600547.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X002460.SZ,X600362.SH,X002466.SZ,X000708.SZ,X600489.SH,X600160.SH,X600803.SH,X600027.SH,X000301.SZ,X601991.SH,X000807.SZ,X000786.SZ,X600219.SH,X600426.SH,X000983.SZ,X000408.SZ,X002128.SZ,X601699.SH,X600176.SH,X000877.SZ,X000630.SZ,X601168.SH,X000933.SZ,X600096.SH,X600985.SH,X600157.SH,X002353.SZ,X600378.SH,X000831.SZ,X002271.SZ,X600995.SH,X300037.SZ,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.205154924560219,0,0,0,0,0,0.0786165718838201,0,0,0,0,0,0,0,0,0,0.503229963506553,0,0,0,0,0,0,0,0,0,0,0.00272572725448805,0,0,0,0,0,0,0,0.166183991154779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121588390460805,0,0,0,0,-0.0308996307222735,0,0
X601088.SH,0,0,0,-0.0254433505382179,0.363233047595619,0,0,0,0.0223238165835416,-0.0240695288529506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441207453259527,0,0,0,0,0,0,0,0,0,0,0.141272828462315,0,0,0,0,-0.00294965112534046,0,-0.0350616042143723,0,0,0,0,1.0842021724855e-19,0,0,-0.0275097867351298,0,0
X600028.SH,0.53218506360227,0,0,0,0.138929301840683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0317912350987744,0,0,0,0,0,0,0.180800004775861,0,0,0,0,0,0,-0.0333279035168522,0.0979390408530828,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,2.77555756156289e-17,-0.0509051292707334,0,0,0,0,0,0,-0.00410274607986785,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267030807869953,0,0.039513872264168,0.298984341144451,0,0,0.0839392270378171,0,0,0,0,0,0,0.166774265276579,0,0,0,0,0.0244762385266539,0.058919330492506,0.0653636785551339,0,0,0,0,0.0256357894431822,0,0,0.0126381974217114,0.0192194598562046,0,0,0,0,-0.0701030131209849,0,0,0,0,0,0,0
X601898.SH,0.182289137293605,0.19669455086886,0.0233547583355426,0,0,0,0,0,0,0.0502865712278201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744860051062226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0804382404001393,0,0,0,0,0,0,0,0,0,-0.00638182370288144,0,-0.0791484593694712,0,0,0,0
X600188.SH,0,0,0,0,0.113400546065185,0,0,0,0,0,0,0,0,-0.120243877700605,0,0,0,0,0,0,0,0,0,0,0.218041067108751,0,0,0,0,0,0,0,0,0,0.362425016453677,0,0,0,0,0,0,0.090768963358811,0,0.000688152906676894,0.326261981281331,0,0.082826892317797,0,0,0,0,0,0,0.0563286470041851,0,0,-0.0553224140474269,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.296227648784284,0,0.154598518358868,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0119333073106621,0,0,0,0.0446201927526556,0,0,0,0.0373941222517498,0,0,0,0,-0.0285330536425665,0.307908045985299,-0.0579051345311353,0,-0.0193747956989565,0,0,0,0,0.0372303717181407,0,0
X600019.SH,0.271120737887821,0,0,0,0,0,0,0,0.13697550742234,0,0,0,0,0,0.0510851883182628,0,0,0,0,0,0.179122281463614,0,0,0.00830927034758165,0,0.0217698253571671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132213455102966,0,0,0,0,0,0,0,0,-0.0137608907406795,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.62549159562228,0,0,0,0,0,0,0,0,0.125992109379922,0,0.418056136008113,0,0,0.247533957875552,0,0,0,-0.233142525237985,0,0,0.181553641487606,0,0,0,0,0,0,-0.0616670396490054,0,0,0,0,0.0276953662714787,-0.00393070731960246,0,0,0,0.2004607043291,0,0
X600585.SH,0,0,0,0,0.171328693997932,0,0,0,0,0,0,0,0,0.158518966361444,0,0,0,0.00598219565297157,0,0,0,0,0,0,0,0,0.139690495509944,0,0,0,0,0,0.0503756462759396,0,0,0,0.280511090522474,0,0,0,0,0.0248231504875221,-0.0232280036615425,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325437142983056,0,0
