,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X002466.SZ,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X000708.SZ,X000301.SZ,X600010.SH,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600426.SH,X600362.SH,X600795.SH,X000983.SZ,X000786.SZ,X000723.SZ,X600096.SH,X000408.SZ,X600803.SH,X601991.SH,X600801.SH,X601699.SH,X600486.SH,X600219.SH,X600141.SH,X000807.SZ,X600295.SH,X002080.SZ,X600027.SH,X000932.SZ,X300073.SZ,X000830.SZ,X600985.SH,X000630.SZ,X601666.SH,X600157.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.12517579624266,0,0,0,0,0,0,0,0,0,0.101647954053966,0,0,0,0,0,0.0511750123202268,0,0,0.0164346905385087,0,0,0,0.0297953093576119,0.0881599276132468,0,0,0,0,0.0437906347580498,0,0,-3.46944695195361e-18,0,0,0,0.205729924344429,0,0,0,0,0,-0.0609953996576371,0,0,0,0,0,0
X601088.SH,0.167914426601275,0,0,0,0,0.237153339704538,0,0,0,0,0.240668663422845,0,0,0,0,-0.0784262503023676,0,0,0,0,0,0,0,0,0,0,0,0,-0.055121437928545,0,0,0,0,0,0,0,0,0,0,0,-0.0454090062218465,0.108195883522815,0,0,0,0.140026495312647,0,-1.73472347597681e-18,0,0,0,0.0474155772183287,0,0,0,0,0,0,0
X600028.SH,0.020277755705134,0,0,0,0,0,0,0,0,0,0.0355941733739276,0,0,-0.0871964782913472,0,0,0,0.00809011738159237,0,0.0587225313990667,0,0,0,0.0484781260895271,0,0,0,0.0504371386134865,0,0,0,0,0,0,0,0,0.0597548667700738,0,0.0122425115672364,0.0416205646612259,0,-0.00399418885698082,0,0,0,0,0,0,0,0.030252692428328,0,0.00551601161470004,-0.0124021101349061,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.0182890984797834,0,0,0.36403581122164,0.0402632957205363,0.126180450615838,0,0,0,-0.0501292282890487,0,0,0.0327807541403784,0,0,0,0,0,0,0,0,0,0,0,0.0480183275454649,0,0,0,0,0,0,0,0.140230146344171,0,0,0,0,0,0,0,-0.0153054024730615,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.036369294654328,0,-0.0245976467005014,0,0,0,0,0,0,0.0938507778700751,0,0,0,0,-0.0161852903814967,0,0,0,0,0.171232761659194,0,0,0,0,0,0,0,0,0,0,0.336974964025429,0,0,0,0,0,0,0,0.0394658221395804,0,0,0,0,0.0453824729274532,0,0,0,0,0,0.00160199806055429,0,0,0,0,0,0
X600188.SH,0,0.368172577702475,0,0,0,0,0.0848543280333765,0,0,0,0,0,0,-0.195343215302395,0,0,0,0.0894158734496414,0,0,0,-0.106285072884166,0,0,0,0,0.0245605284457557,0,0,0,0,0,0,0,0,0,0.144904936580426,0,0.0763145704848284,0.141070944061255,0,0,0,0,0,0,-0.0292028784053076,0.178189869520877,0,0,0.217706098984293,0.0789574893693767,-0.0383860211747735,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0544010337469681,0,0.524685883427576,0,0.19646279321753,0,0.0759782685811405,0,0,0,0,0,0.0316281885448764,0,0,0,-0.0277921822556908,0,0,0,0,0,-0.046071384076644,0,0,0,0,0.0485870056803863,-0.0306013592049766,0,0,0,0,0,0,0.0542056586204495,0.0504673820852883,0,0,0,0,0,0,0,-0.0741842933194074,0.0153580970284287,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.279288034040942,0,0,0.233235116411915,0,0,0,-0.0438304801804713,0,0,0,0,0,0,0,-0.0142526845805057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335213293174142,0,0,0,0,0,0.00697718371103715,0,0,0.178711332364992,0,0,0,0,0.0418971704740283,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0246226271238141,0,0,0,0,0,0,0,0,0,0,0,0,0.00731991500735326,0,0,0,-0.0169764234323816,0,0,0,0,0,-0.00295858426846495,0,0,0,0,0,0.0236541531006484,0.473725043235278,0,0,0.163342622458203,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,-0.0559787803806484,-0.10144044468365,0,0,0,0,0.79908655531377,0,0,0,0,0,-0.00176997497298817,0,0,0,0,0,0,0,0,0,0,0,0,0.103702322424414,0.0431222533587926,0,0,0,0,0,0,0,0,0.0479272581264831,0,0.0591997993837351,0,0,0.049783036556811,0,0,0,0,0,0,0,0,0,0,0,0.00221187967069754,0,0,0,0,0,0
