,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X600660.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600547.SH,X002271.SZ,X600886.SH,X601600.SH,X600795.SH,X000877.SZ,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X601991.SH,X601699.SH,X600803.SH,X000983.SZ,X600995.SH,X000786.SZ,X600160.SH,X000408.SZ,X000629.SZ,X600489.SH,X600378.SH,X000723.SZ,X600096.SH,X000807.SZ,X600219.SH,X002080.SZ,X600348.SH,X600157.SH,X000933.SZ,X600688.SH,X000630.SZ,X000932.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.104968542627023,0.221694310146112,0,0,0,0,0,0,0,0,0,0,0,-0.0228151901860158,0,0,0,0.0377970745619449,0,0,0,0,0.0437283185214844,0,-0.0581919306157454,0,0.139097216486194,0,0,0.133341461455224,0,0.0610869611795896,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,-0.00705299534051119,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.414857683072042,0,0,0,0,0,0.00970511946172643,0,0,0,0,0,0,0,0,0,0,0.0290281258944137,0,0,0,0,0.0477132514355464,0,0,0.131163345931325,0,0,0,0,0.0661163376155119,0,0,-0.0605514266570471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00799195217932516,0.0259403385303152,0,0,0,0,0,0
X600028.SH,0.287022824817443,0,0,0,0.0528341871567431,0,0,0,0,0,0,0,0,0,0,0,0.0196785724291114,0,0.0250544625802288,0,0,0,0,0,0,0,0,0.126851986400655,0,0,0.104267639938635,0,0,0,0,0,0,0,0,-0.00659577171242617,0,0,0,0,0,0,0,0.0214721087402633,0,0,0,0.000274968358247123,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17960095231809,0,0,0,0,0,0,0.296680842174849,0,0.000895409691991393,0,0,0,0,-0.161689197698667,0,0.218300969465474,-0.286182023739244,0,-0.0445892804786582,0.10960956678704,0,0,0,0.150579808089861,0,3.46944695195361e-18,-0.0326073209434791,0,0,0,0,0,0,0,0.0082710782674668,-0.0358158522064617,0,0,0,0,0,0
X600188.SH,0,0.634676171895166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599302940012851,0,-0.0754206887732767,0,0,0,0,-0.0305571743309395,0,0,0,0.0146736822357789,0,0.0958295918075004,0.138441558119065,0,0,0,-0.010427717713137,0,0,0,0,0,0,0,0,0,0,0.180155732641569,0,0,0,0,0,0.00731428566324415,0.058434445549234,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.00825820054913954,0,0,0,0,0,0,0,0.221758366100009,0,0,0,0,0,0,0.268284264700304,0,0,0,0,0.0790371431413948,-0.0345537004482431,0,0,0,0.283101235115007,0,0,0,0,0,0,-0.0222170571845559,0,0,0.0570163574355193,0,0,0.064635396382479,0,0,0,0,0,0,-0.0150288612229436,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.535723372087158,0,0.0881244021399792,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.000299153608180262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110036645616326,0,0,0,0,0,0,0,0,0,0.0779373992703313,0,0.010772485812409,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.603615747064183,0,-0.316952464650347,0,0,0,0,0,0,0,0,0,0.117771770872411,0,0,0,0,0,0,0,0,0,0,0,0.0782534756894081,0,0,0,0,0.0941058738976422,0,0,0,0.0577656179339215,0.0584053812304821,0,0,0.0977007359086615,0,0.0344301212440023,-0.0185026868010215,0,0,0,0,-0.0282830901597737,-0.0221722854863798,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.159282854381893,0.165870317025593,0,-0.034219343194279,0,0,0.0173363223985171,0.0619279769361557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769205306271909,0,0,0,0,0,-0.0193607701030562,0,0,0,0.0254075625943295,0,0,0,0,0,0,0,0,0,0,0,0.197247028841261,0,-0.0856737527995774,0,-0.0026504268002753,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.37224262091275,0.0633068474690942,0,0,0,0,0,0.179459643557272,0,0,0,0,0.032047433825858,0,0,0,0,0,0,0,0.148653435162525,0,-0.0188526052600387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139955819060824,0.0622800660225713,-0.0106902276985556,0.0144526713591016,0,0,0,0,0,0
X600011.SH,0,0,0,-0.145523971284505,0,0,0,0.153914937455891,0,0,0,0,0,0,0.104778454108014,0,0,0.207432421549947,0,0.43330402543585,0,0,0,0,0,0.275569516920747,0,0.376681094138502,0,0.10029569136188,0,0,0,0.121668810786729,0,0,0,0.0699945766187405,0,0,0,0,0,0,0,-0.202288236080061,0.212602581326959,0,0,0,0,-0.0203422050519913,0.0147699553856373,0,0,0,0,0,0
X601898.SH,0,0,0,0.0971599574227015,0.125027755796143,0,0,-0.0893911735078394,0,0,0,0,0,0,0,0.0304607817956823,0,0,0,0,0,0.0138119301902419,0,0,0,0,0,0,0.186555617462466,0.143937095601117,0.309068799610025,0,0,0,0,0,0,0,0,0,0,0,0,0.0959565924335044,0,0,0,0,0.0936534231662083,0,0,-0.0148187040962384,-0.00642010093487487,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0320585999438901,0,0,0,0,0,0,0,0,0.172598090064191,0,0,0,0,0,0,0,0,0,0,0.0136512379419047,0,0,0,0,0.127217313755642,0,0.0329037485182634,0.00733602110892189,0,0,0,0,0,0.0670457486566485,0,0,0.205621651411484,0,0.00625469788802245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.0694005577451189,0,0,0.286303026302387,0,0,0,0,-0.0338122140489377,0,0,0,0.0137866660744878,0,0,0,0,0,0,0,0,0,0,-0.0211730049248751,0,0,0,0,0,0.0509275249453315,0,0,0,0,0.289249381909827,0,0,0,0,0,0,0,0,0,0,0,0.0220506939406998,0,0,0,0,0,0
X600010.SH,0,0.0489112891780394,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.331208159911795,0,0,0,0,-0.0936493690787542,0,0.000948630470148435,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.135919083175158,0.00273856245659976,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00350863581052663,0,0,0.0135632168353505,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.410072415486394,0,0.0751998502815731,0,0,0,0,0,0,0,0,0.0073602598137604,0,0,0,0,0,0,0.0200284078888744,0,8.67361737988404e-19,0,0,0,0,0.0780972785283713,0,0,0,0.00656233761726654,0,0,0.114521652944706,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281085425935728,-0.0231467678555531,0,-0.144015805829164,0,0,0,0
X000301.SZ,0,0,0,0.117479837590782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0927513575924791,-0.399596749476723,0,0,0.325689815462146,0.697465956324453,0,0,0,0,0,0.251821922039043,0.0457458215669648,0,-0.475845735189919,0,0,0,0.154156264037822,0.242749168982464,0,0.356177439826001,0,0,0,0,0,0,0,0,0,0.0315179033014592,-0.240627844592027,0.00783782453118912,0.0762821600767712,0,0,0,0,0,0
X600547.SH,0,0.130906623312327,0,0,0.0151351041380761,-0.0464293558952502,0,0,0,0,0.0996078034381964,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.131243385347939,0.000785079918536862,0,0,0,0.0156573918915033,0,0,0,0,0,0,0.784970751874953,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0182527689673933,0.00985789049797322,-0.0881901710151972,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.132425759380508,0,0,0,0,0,0,-0.0100487809288416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668541280976441,0,0.610315335418231,0,0,0,0,-0.0634001250655498,0,0,0.0832569814499635,0,0,0,0,0,-0.123037859235048,0,0,3.46944695195361e-18,-0.0797703921658241,-0.0157657150920509,-0.000436083947904578,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.137531716249418,0,0,0,0,0,-0.101917733743797,0,-0.0443667949464871,0,0,0,0,0,0,0.196560064274135,0,0.0125817839935674,0.0169147579579177,0,0,0,0,0,0,0.0245108646174771,0,0,0,0,0,0,0,0.0247992642828007,0,0,0,-0.169698108596915,0,0,0,-0.0174145119599594,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488447094957003,0,0,0.0246234054023332,0.0395218860407463,0,0,0,0.0859478075184613,0,0,0.0881863807906595,0,0,0,0,0,0,0.0851482217566166,0,0,0.0843503526063969,0,-0.0106045139752701,0,0,-1.73472347597681e-18,0.19843438992141,0,0,0,0.140687926676773,0,0,0,-0.0165949190261977,0,0.0158208249556292,-0.0201046451290646,0,0,0,0,0,0
X600795.SH,0,0,0,-0.0290089516926261,0,0,0,0,0,0,0.111531575680532,0.108250903687741,0,0,0,0,0.0718053224318042,3.46944695195361e-18,0,0,0,0,0,0,0,0.312128257661617,0,0.36346326997949,0,0,0,0,0,0.10634316244119,0.112428377111205,0,0,0.0392011192210965,0,-0.184912021472306,0,0,0,0,0,0,0,-0.327264998742469,0,0,0,0.00979998628702742,0.0258657579617119,0,-0.574026581075096,0,0,0,0
