,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X600886.SH,X600547.SH,X601600.SH,X002466.SZ,X002460.SZ,X000792.SZ,X600795.SH,X000708.SZ,X601699.SH,X600111.SH,X600010.SH,X600362.SH,X000301.SZ,X000983.SZ,X600027.SH,X600426.SH,X000877.SZ,X600803.SH,X600489.SH,X601991.SH,X600160.SH,X002271.SZ,X600985.SH,X000786.SZ,X000408.SZ,X000630.SZ,X000807.SZ,X000933.SZ,X000932.SZ,X600176.SH,X600348.SH,X600612.SH,X601168.SH,X300037.SZ,X600219.SH,X002128.SZ,X600688.SH,X600157.SH,X600995.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.496004089431487,0.510347222333365,0,0,0,-0.0349868823690342,0.0159966068274418,0,0,0.0320913709563136,0,0,-0.250810126448117,0,0,0,0.0221942934031765,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136381999161691,-0.156050640420628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.195135402730699,0,0,0.11669091104408,0,0
X601088.SH,0.111325436462907,0,0.16560467510544,0,0.153148954327079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100185632961962,-0.121061416166108,0,0,0,0,0,0,0,-0.117088439491748,0,0,0,0,0.0618613457021324,0,0,0,0,0.069120750735678,0,0.0556188225572345,0,0,0,0,0,0,0,0,0,0,0,0.00901713733031746,0.00884020423857587,0,0,0,0.0427937055283839,0,0
X600028.SH,0.596227055202762,0,0,0,-0.0606292283583367,0,0,0,0,0,0.00303178715953287,0,0,0.0133812838305173,0,0,0.0290386259416557,0,-0.0454402879344733,0,0,0,0,0,0.0171125097546366,0,0,0,0.0927169821894428,0,-0.155262070363646,0.0487236605060698,0,0,0,0,0,0,0.0984427621649449,0,-0.0310964976268906,0,0,0,0,0,0,0,0.068518518804745,0,0,-0.00884314043682644,0,0,0,0,0,0,0
X600309.SH,0,-0.0389267572889227,0,0,0.299140065951677,0,0,0,0,0,0,0,0,0,0,0,0,0.000154681751984181,0,0,0,0.115741859793543,0,0,0,0.270627363490226,0,0.0648201893797103,0,0,0.206252457453203,0,0,0,0,0,0,0,0,0,0,-0.129968800464693,0,0.375362536272131,0.19467485176088,-1.38777878078145e-17,0,0.345508805525009,0,0,0,-0.00540995618346321,0,0,0,0,-0.0455689229618325,0,0
X600188.SH,0,0,0,0.00659269198040604,0,0,0.13212164909689,0,0,0,0,0.219376469829433,0,0,0,0,0,0,0.218154017186237,0,0,0,0,0.0523096939144604,0,0.0244589313767324,0,0,0,0,0,0,0.122773730611496,0,0.0422533236277525,0,0,0.0653494098909259,0.0318808334386138,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00232526604230803,0,0,0,0,0,0
X601898.SH,0.103757186586434,0.0786758426647288,0,0,0.389269136632221,0,0,0,0,0,0.123005897546614,0,0,0,0,0,0,0,0.0253310833533389,0,0,0,0,0.0774807384908686,0,0,0,0,0,0,0,0,0,0.0022130853630454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201852045921064,0.00864870821122254,-0.020099085616772,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.354205509269308,0,0,0,0,0,0,0.0883989956792734,0,0,0,0,0.2304827863037,0,-0.00743519360697305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477689388564289,0,0,0,0.0477479202801287,-0.0709842756028716,0,0.0266849947364862,0,0,0,0,0.113159067887366,0,0,0,0,-0.0178661574705698,0,0.0102252480035666,0,0,0.0120312341241076,0,0
X600011.SH,-0.0408070230888122,0,0,0,0,0,0,0,0,0,0.159444340524977,0,0,0,0,0,0.0957168844114355,0,0,0,0,0,0,0,0.365633585745724,0,-0.023735557990966,0,0,0,0,-3.46944695195361e-18,-0.0455292867544572,0,0,0,0,0,-0.00842351847774664,0.0783303840982651,0,0,0,0,0,0,0,0,0.0678511058116983,0,0.0114695956341649,0,0.000326106194407612,0,0,0,-2.71050543121376e-20,0,0
X600585.SH,0,0,0,0.150372871308247,0,0,0,0,0,0,0,0,0,0,0.0677923956785665,0,0,0,0,0,0,0,0,0.0681885134452472,-0.0119405866410858,0.0140432506135236,0.182778331298176,0,-0.0889116121299347,0,0,0.0926357384120603,0,0.0768221102095567,0,0,0,0.0425905096738755,0,0.0857972490893084,0,0,0,0,0,0,0,0,0,0,0,0,0.00594475737865326,0,0,0,0.00688582868809853,0,0
X600660.SH,0,0,0,0,0,0,0.00219648773961372,0,0,0,0.232888194507335,0,0,-0.0351373165366336,0,0,0,0,0,0,0,0,-0.0480892846421651,0,0.132884683634248,0,0,0,0,0,0.32238460962873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092114943895855,0,0,0.02855843348369,-0.00302971370182675,0,0,0,0.156797484441387,0,0
