,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X601898.SH,X600011.SH,X600111.SH,X600660.SH,X600010.SH,X000301.SZ,X000708.SZ,X600547.SH,X002271.SZ,X600886.SH,X601600.SH,X000877.SZ,X600795.SH,X600426.SH,X600362.SH,X600027.SH,X600176.SH,X601699.SH,X601991.SH,X600803.SH,X000983.SZ,X600995.SH,X000786.SZ,X000408.SZ,X000629.SZ,X600160.SH,X600096.SH,X000723.SZ,X600219.SH,X000807.SZ,X600489.SH,X600378.SH,X002080.SZ,X600348.SH,X000933.SZ,X600157.SH,X600688.SH,X600141.SH,X000932.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.582198595677727,0,0,0,0,0,0,0.0154119505575603,0.282709133139787,0,0,0,0,0,0,0,0,0,0,0,0.0117949729041728,0,0,0,0,0,0.0209306502895583,0.0197161810650541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0940680132454345,0,-0.026565017639089,-0.0180595946012725,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.39849234491558,0,0,0,0,0,0,0.0377494917638822,0,0,0,-0.0599171426536313,0,0,0,0,0,0,0,0,0,0,0.0583256244966417,0,0,0.158882182201946,0,0,0.0230650633023368,0.033733246911412,-0.00670836293733528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801624466367645,0,0.00317019239172352,0.0362553475890675,0,0,0,0,0,0
X600028.SH,0.568062035450794,0,0,0,0,0,-0.0238795632470128,0,0,0.0652244060660829,0,0,0,0,0,0,0.0403514475661995,0,0,0,0,0,0,0.0498376208093148,0,0,0,0,0.0776005578503449,0.0305877588717212,0,-0.0156965792044894,0,0,0,0,-0.0883282262348719,0.026627830477019,0.00120408220460237,0,0,0,-0.0615099867032916,0,0,0,-0.0336697631729223,0,0.0522769656195303,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204294679048002,0,0,0,0,0,0,0,0.305843272212112,0,0.0299602144818628,0,0,0,0,-0.100030599467937,0,0.230478148316749,0,-0.0939510492261435,-0.229768129773396,0,0,0,0.164600458149272,0,0,0.0355083751787563,-0.063157036043259,0,0,0,0,0,0,0,0.00902402115253604,-0.0497602346984664,0,0,0,0,0,0
X600188.SH,0,0.665944272064851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151414136521727,0,0,-0.0583699826897272,0,0,0,0.0879900945008183,-0.116659472120726,0,0,0,0,0,0.0530912332528807,0.131965050279879,0,0,-0.051097482154579,0,0,0,0,0,0,0,0,0,0,0.213429586370425,0,0,0,0,0,0,0.00543030572392563,0.0445528155297654,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,-0.0680154186020631,0,0,0,0,0,0,0,0,0.273032528562921,0,0,0,0,0.399791754840353,0.00119376648525142,0,0,0.0139445009110826,0,-0.000561701448114666,0.0810743419432785,0,0,0,0.231174322124631,0,0,0,-0.0186975660368247,0,0,0,0,0,0.0146608471204587,0,0,0,0,0,0,0,0,-0.00166745698924928,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.539039226529702,0,0.130396705367226,0,0,0,0,0,0,0,0,0,0,-0.0178651508315773,0,0,0,0,0,0,-0.0326331909332023,0,0,0,0,0,0,0,0.0406097759170049,0.0369679930598751,0,0,0,0,0.0356800223352823,0.0702115201551929,0,0,0,0,0,0,0,0,0.00342629378399758,0.0138607555559382,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.607732967725832,0,-0.360033062884847,0,0,0,0,0,0,0,0,0,0.119877260263688,0,0,0,0,0,0,0,0,0.0173294345462585,0,0,0.0946756885039515,0,0,0,0.0952283653313072,-0.00533522980345709,0.0552719569071218,0,0,0,0,0,0,0.0888051591136671,0.0840878035466109,0,-0.0380625443177949,0,0,0,0,-0.0240920004966866,-0.0174626225104839,0,0,0,0,0,0
X600019.SH,0,-3.46944695195361e-18,0,0,0.0846819148750809,0.0326227075400548,0,-0.0415356103085845,0,0,0,0.0109627977066694,0,0,0,0,0,0,0,0,0.33388078860348,0,0,0,0,0.0156839628930613,0,0,0,0,0,-0.136075863261468,0.118437891750769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116712797297616,0.0443659450519057,0,-1.6940658945086e-21,0,0,0,0,0,0,0
X000792.SZ,0.0198478988469264,0,0.0941444383539097,0,0,0,0.376652880017371,0.163820193140969,0,0,0,0,0.130540946677344,0,0,0,0,0,0,0,0.0372526685471424,0,0,0,0,0,0.253247890022441,-0.115490871439612,0,0,0.0101978944060614,0,0,0,0,0,0,0,0.00761680489344752,0,0,0,0,0,0,0,0,0,0,0,0.0308617106180181,-0.0137157908380617,0,0,0,0,0,0,0
