,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600111.SH,X600886.SH,X600489.SH,X600623.SH,X601992.SH,X600309.SH,X600660.SH,X300072.SZ,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X600583.SH,X000709.SZ,X000723.SZ,X000983.SZ,X000408.SZ,X000898.SZ,X600352.SH,X000883.SZ,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X002470.SZ,X000630.SZ,X002460.SZ,X601699.SH,X600021.SH,X000012.SZ,X000060.SZ,X002407.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0620220945122455,0,0,0,0,0.0206495976660044,0,0,0,0,0,0,0,0,0,0.00221091279008188,0,0,0,0,0,0,0,0,0,0,0,0,0.0278509938896639,0,0,0,0,0,0,0,0,0,0.108851172642414,0,0.00595917622478213,0.00566900706781939,0,0,0,0,0,-0.00725575488540588,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0135998163310241,0,0.0390339257730935,0,0.0301839453207152,0.0296969666612539,0.0195925524787776,-0.0390009458204369,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0073188897685292,0,0,0,0,-0.0134130863884421,0,0,0.0298577194386385,0,0,0,0.0369439089545231,0.0835530835047248,0,0,0,0.0332441789427793,0,-0.018588004099911,0,0.0296928749151952,0,0,0,0,0,0,-0.00616564891223075,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.185004891828588,0,0.108930423884605,0,0,0,0,0,0,3.46944695195361e-18,0.0547859412762621,0,0,0.0417629320126561,0,0,0,0,0,0,0.0109007081537869,0,0,0,0,0,0,0,0,0.0510418028357477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090439080814745,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.10088136282546,0,0,0,0,0.0879975140403682,0,0,0,0,0,0,0,0,0.0805313822871905,0,-0.00140506271877022,0,0.0994061408389305,0,0,0,0,0.0299281121939974,0,0,0,0,0,0.0461511114273932,0.166951583238361,0,0,0,0,0,-0.0438679777759406,0,0,0,0,0,0,0,0,0,0,0.00415826734036514,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.15446057194416,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.507175586586637,0,0,0,0,0,0,0,0,0,0,0,-0.00967064070491039,0,0,0,0,0,0,0,0,-0.0393720442376965,0,-0.0570287496426088,0,0,0,0,3.46944695195361e-18,0,0,0,0.0114920753456732,0,-0.018825404296054,-0.0101940253296372,0,0,0,0,0,0
X600585.SH,0,0,0,0.0407248788122792,0.137489766919123,0,0,0,0,0.129923083159172,0,0,0,0,0,0,0,0,0,0,0.0912998978677266,0,-0.00999282306439274,0.0788989106090307,-0.0253476348793182,0,0,0,0,-0.109747467090862,0,0,0,0,0,0.0589797492725235,0.105091573032069,0,0.0627398752866391,0,0.011241659843879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0213311825027395,-0.0203061505559403,0,0,0,0,0,0,0.0361511507740256,0,-0.039979729756893,0,0,0.0360630800824999,0,0.00697633216135521,0,0,0,0,0,0,0,0,0,0.0435453540010959,0,0.0571131798762494,-0.0514357407329554,0.00940495181336154,0,0,0,0.0698130277213808,0,0,0,0,0,0,0,0,-0.0573382378143063,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0668187476358008,0,0,0,0,0,0,0,0,0,0,0.0609213798958358,0,0,0,0.0812661964998139,0,0,0,0,0.0545550219563345,0,0,0,0.080849828758957,0.0189980821551815,0,0.0679244492208135,0,0.0583740732644548,0,0,0,0,0,0,0.193170430372068,0,0,0,0,0,-0.00829270040521175,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822101971819108,0,0,-0.065572209951565,0.124280630645977,0,0,0,0,0,0.0102765056606601,0.0441548714546516,0,0.0606487527756854,0,0,0,0.0165634967210475,0,0,0,0,0.027427610875861,0,0,0,0.198992047734196,0,0.00676790086563895,0.139391822461319,0.0761709162425691,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.210419518897559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494723463945117,0.044842567475192,0,0.131110454214771,0,0,0,0,0,0,0.015569151381865,-0.119637772705009,0,0,0.664307387077201,0,0,0,0,0.0551646563927924,0,0,0,-0.180720732164662,0,0,0,0,0.112426521144217,0.0422854586335596,0,0,-3.46944695195361e-18,0.101709667024061,0,0,0,0,0,0
