,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X000877.SZ,X600660.SH,X000708.SZ,X000301.SZ,X600010.SH,X601600.SH,X600547.SH,X600886.SH,X600176.SH,X600426.SH,X600362.SH,X600795.SH,X000983.SZ,X000723.SZ,X600096.SH,X600803.SH,X000786.SZ,X000408.SZ,X601699.SH,X601991.SH,X600486.SH,X600219.SH,X600141.SH,X600801.SH,X000807.SZ,X600295.SH,X002353.SZ,X600027.SH,X600985.SH,X601666.SH,X002080.SZ,X000932.SZ,X000830.SZ,X600157.SH,X600688.SH,X000683.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.053997065458556,0,0,0,0,0,0.195471435717971,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0507733238159275,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.125078747779346,0.14326447677031,0,1.73472347597681e-18,0.012048084150065,0,0.00690777646403792,0.00330950461134963,0,0,0.0968254159182453,0,0.00548315924224818,-0.0541238970195726,0,0,0,0,0,0
X601088.SH,0.150315703970636,0,0,0,0,0.0785420040273931,0,0,0,0,0.190477658677315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645857399033843,6.93889390390723e-18,0,0.0338622929111262,0,0,0,0,0,0,0,0,0,0,0.0197120660194605,0,6.93889390390723e-18,0.0976125045780341,0.0341673137414801,0,0,0.0888808843682805,0,0,0.0110059057613545,0,0.041171100950233,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0.0018124575591541,0,0,-0.0481729347922802,0,0,0,0,0,0,0,0,0,0,0,0,0.0199331551401947,0,0,0,0,0,0,0,0,0,0,0,0.0766269830071799,0.0621730483412669,0,-0.00155950268781975,0,0,0,0,0,0,0,0.101418420602747,0,0,-0.031073273724534,0,0,0,0,0,0
X600309.SH,0,0.0154566634331789,0,0,0,3.46944695195361e-18,0,0,0,0,0.0909923822393845,0,0,0,0.187887865460432,0.110010934656411,0.0608001881890946,0.0155451481479783,0,0,0,0.16139955542537,0,0.210314267320452,0,0,-0.117220141706627,0,0,0,0,0,0,0,0.00078267406150166,0,0,0,0,0,0.00500243258325064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0666359737759096,0,0,0,-0.00701308019263706,0,0,0,0,0.105521816648836,0,0,0,0,-0.0784812202279195,0,0,0.0111334294151779,0,0.203262724109739,0,0,0,0,0.0318546721653601,0,0,0,0,0,0,0,0.0273665241632967,0,0.337791008245957,0,0,0,0.0104509636105988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.141332485539692,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.00809355595349834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290637541771091,0,0,0.134916313817547,0,0,0,0.636054252161168,0.0323860382006875,0,0,0,0,0,0,0.134534432383733,0.0767308187775706,-0.0455649770347769,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.526505890638346,0,0,0.231360530608414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057959674258087,0,-0.0424896966988203,0,-0.00471936118011573,0,0.0828718998496367,0,-0.0324482273969508,0,0,0,0,0.0327955531405342,0,0,0,0.0062447224977811,0,0.0762319385411587,0,0,0,0,0,-0.0383737922444382,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.037662562455001,0.132305853230901,0,0.2874722482434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0595424262692237,0,0.0265878941481932,0.0907038562276505,0,0,0,0,0,0,0.417260894085646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124131653757012,0,0,0,0,0,0,0
X002466.SZ,-0.176486820685615,-0.0241482120759446,0,0,0,-0.049302803596954,0.788039905689862,0,0,0,0,0.0975791936630821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181760598356627,0.037914583966236,0,0,0.0345326314590139,0,1.73472347597681e-18,0,0,0.0168313831576514,0,0.0584427209364859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00630177648445e-05,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017054039042489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591970374195633,0.0390344215569531,0,0.500551737658066,0,0,0,0,0,0,-0.036115465099637,0,0,0,0,0,0
