,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601600.SH,X600886.SH,X601898.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600688.SH,X600188.SH,X600352.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X601992.SH,X600489.SH,X002271.SZ,X000898.SZ,X600516.SH,X600176.SH,X002460.SZ,X000709.SZ,X000786.SZ,X600299.SH,X600612.SH,X000629.SZ,X002466.SZ,X000883.SZ,X601158.SH,X002353.SZ,X600426.SH,X600219.SH,X601699.SH,X600583.SH,X000630.SZ,X600021.SH,X000553.SZ,X600985.SH,X000027.SZ,X600578.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149581453792634,0,0.0879936002429529,-0.0057700831869144,0,0,0,0,0,0,0,0,0,0,0,0,0.0447064461406894,0,0.0533110764461934,0.0406511738786338,0,0,0.01773365979896,0,0,0,0.0143185094902377,0,0,0,0,0,0,0,0,-0.0063495366940724,0.0142250140280454,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,-0.026293469125224,0,0,0,0,0,0,0,0,0,0.147017345450637,0.00590141880281064,-0.00511042487772571,0,0,0,0,0,0,0,0,0,0,0,0,0.132185993516263,0,0,0,0,0,0.0872070108653177,0.0236715836841762,0,0,0,0,0,0.0417356868020995,0,0,0,0,0,-0.024528746837124,0.011623845835834,0,4.33680868994202e-19,0,0,0,0
X601088.SH,0,0,0,0.0521655263321254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21023955103616,0.0291911127165518,0,0,0,0.0164225857298468,-3.46944695195361e-18,0,0,0,0,0,0.0178995553976053,0,0,0.103927031459634,0.0230436814408999,0.0729686580340967,0,0,0,-0.0955327910243649,0,0,0,0,0,0,0.0669621993137381,0,0,0,0,0,-0.00017402392181725,0.0317246932635867,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0145736168494073,0,0.0184809789196308,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0574865551033792,0,0,0.378840717157926,0.00467453424213619,0,0,0.341037148622162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0025848139653796,-0.00431139886364069,0,0,0,0.0323739256057528,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0140014770927956,0,0,0,0,0,0,0,0,0,0.322619358044054,0,0,0,0,0,0,0,0.121082591423369,0,0,0,0,0,0,0,0,0,0.0539382637910809,0,-0.0553872398926756,0,0,0,-0.112185188503102,0,0,0.164801729343768,0,0,0,0,0,0.0022733971802783,0.0246745082850214,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0304567203387383,0.0832169058238824,0,0,0,0,0,0,0,0,0,0.16386781393046,0,0,0,0,0,0.0151986824274961,0.0979624811245035,0,0,0,0.0541566077915523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146716539657607,0.0246630587692782,0,0,0,0.031929432752109,0,0
X600547.SH,0,0,0,0,0,0,0,0.151585846329265,0,0,0.0677677665732176,0,-0.228954328010029,0,0,0,0,0,0,0,0.244884056212512,-0.213809549604695,0.0153402060674951,0,0.817069719734103,0,0,0,0,0,0,0,0,0,0,-0.153304615259799,0,0,0,0,0,0,0,0,-0.199793379668328,0,0,0,0,0,0.0188456798231797,-0.0477930099225092,0.00533817889298919,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.142819576645993,0,0.111003113547329,0,0,0,0,0,0,0,-0.030397737867008,-0.0902813798045323,0.687285778451383,0.0911874690633366,0,0,0,-0.0653008774861767,0,0,0,0,0,0,0,0,0.035840176591268,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.156411996139121,0.0156512541752616,0,0,0,0.0470278897197085,-0.0154900763822205,0,0,0,0,0.0299785135851615,0,0
X600010.SH,0,0,0,0,0,0,0,0.0660019035421609,0,0.0714528950666069,0,0,0,0,0.283946976009576,0,0,0,0,0.0804351856459453,0,0,0.101971412132054,0,0,0,0,0.083656652831279,0,0,0,0,0.178573526081858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132716738684202,0,0,0,0,0,-0.0444528702902628,0,0,0,0.100085182828997,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.247753398545194,0,0,0,0,0,0.172290963862572,0,0,0,0.0280000029477077,0,0,0,0.00285035932868991,0,-0.0413899037616002,0,0,-6.93889390390723e-18,0,0.0782578560169754,0,0,0.0815912567653484,0,0,0,0,0,0.0175610030513069,0.180244707799381,0,0,0,0,0,0,0,0,0,0,0,-0.0041087277225869,-0.0252966138869456,0,0,0,0.142237186356202,0,0
X600886.SH,0,0,0,0.176910714448526,0,0,0.0331876445619781,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141851504734134,0,0,0.0866141729090452,0,0,0,0,-0.14680869843111,0,0,0,0.217929351670218,0,0,0,0.0863074111520812,0,0,0.0158696921735792,0,0,0,0,0,0,0.0909274638647221,0,0,0,0,0,-0.00192754121828016,-0.0167599258666304,0.139071057450873,0,0,-0.00489660063969703,0,0
X601898.SH,0,0,0,0,0,0,-0.00627615606417395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0555393838817903,0.047505565047888,0,0,0,0.0724765864294523,0.0122212692164681,6.93889390390723e-18,0,0,0.0112789527416177,0,0.250696310274531,0,0,0,0.0178923303917724,0,0,0,0,0.0690750887248858,0,0,0,0,0,0.054983559230441,0,0.0215389442526414,0.0174852651129328,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.0192479632695538,0,-0.0046384297400055,0,0,0,0,0,0,0,0,0,0,0.0093617888095445,0,-0.04450378773407,0,0,0,0,0,0.125475506570526,0,0,0,0.084306664657842,0,0,0,0,0,0,0,0,0.00528404928150001,0,0,0,0,0,0,0.0791642012233941,0.0664952014285349,0,0,0,0,0.00616075570481674,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.00480116167368144,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0676710282603174,0.0577345371135439,0,0,0,0,0.0438952267402391,0.163589877006797,0,0,0,0,0,0.144118214209276,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244219868925424,0.00639897909904844,0.0226471522189848,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.408311649168869,0,0,0,0,0,0,0,0,0,0,0.0168732522407962,0,0.141054615888847,0.0892939946630347,0,0.0884036729289445,0,0,0,0,0,0,0,0,0.0244936397883274,0,0,0,0,-0.00273926283646348,0.0488564858864305,0,0,0,0,0.0810896757747343,0,0,0,0,0,0,-0.02239034995304,0.0200780550483006,0,-0.00747389669033552,0,-0.0116257943204939,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151267204113642,-2.16840434497101e-19,0,0,0.0641221795385502,0.023543279162295,0,0,0,0,0,0,0.0359285802916263,0,0,0.0843124591934258,0,0,0,0,0,0,0,0,0,0.0336312202053186,0,0,0,0.0546271621765445,0,0,0,0,0,-0.0126337813037979,0,0,0,0,0,0
X600688.SH,0,0,0,-0.0788414787117233,0,0,0,0,0,0,0,0.0241011241647155,0,0,0,0.0683348043853818,0,0.257072312033244,0,-0.0305415389484145,0,0,0,0,0,0,0.0547270790622378,0,0.140059365605576,0.101071085952704,0,0,-0.0279346026570703,0.117626824601688,0,0.0155667425834547,0,0,0,0,0,0,0,0,0.0611004929631734,0,0,0,0,0,0,0.02920876821101,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0823236453646703,0,-0.00557246726804681,0,0.084451194342167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0691592112498756,0,-0.121985231628373,0,0,0.109102297232389,0,0,0,0,0.189892791838829,0,0,0,0,0,0.0310594357864889,0.0143850310837069,0,0.132317868921296,0,0,0,0,0,0,0,0,0,-0.0191496972653678,0.0332435389084846,0,0,0,0,0,0
X600352.SH,0,0,0,0,0.0295783273292589,0,-0.235049185799628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3828531622815,0.639301475880366,0,0,0.367447903781319,0,0,0,0,0,0,0,-0.103862300039734,0,0,0,0,0,0,0,-0.42446608168829,0,0,-0.191639786124751,0,0.0985793447596001,0,0,0,0,0.0716186018959558,-0.0193316917695863,0,0,0,-0.125391428007656,0,0
X600111.SH,0,0,0,-0.126851753547965,0,0,0.0950346657584737,0,0.881249742330778,0,-0.109242970886013,0,-0.280886201596372,0,0,0,0,0,-0.213084348671549,0,0,0,-0.247340256376993,0,0,0,0,0,0,0,0,0.758748573910204,0,-0.0424098147490142,0.146844382979084,0.240187470034076,0,0,-3.46944695195361e-18,0.479489315822495,0,0,0,0,0,0,0,0,0,0,0.204435737524763,-0.023775756457589,0.0274063850493985,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.414344151469113,0,0,0,0,0,0,0,0,0,0,0.0683885364179588,-4.33680868994202e-19,0,0,0.0315962681605693,0.130912640216281,0.119131789978781,0,0,-0.0465290957456779,0,0,0,0,0,-0.11340062885729,0,0,0,0,0,0,0,0.116796111004643,0,0,0.00713374970566267,0.00238251344327216,0,0,0,0,0,0.0298505649410384,-0.0379074820579689,0,0.00924775658268563,0,-0.0599732352609068,0,0
X600801.SH,0,0,0,0.828494830807957,0,0.217783538578027,0,0,0,0,0,0,0,0,0,0,0,0,0.169770439289847,0.0343306422913557,0,0,0,0,-0.0543298015173173,0,0,0.0250825747907687,0,0.0793981473044929,0,0.184728575051298,0,0,0,0,0,0,0,0,0,0.013136560300473,0,0,0,0,0.0543293419348276,0,0,0,0,-0.0163320425128817,-0.0128739858756559,0,0,0,-0.0358133632375553,0,0
