,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X601600.SH,X600188.SH,X600795.SH,X600886.SH,X600362.SH,X600547.SH,X000898.SZ,X002466.SZ,X600516.SH,X601992.SH,X600027.SH,X600111.SH,X600176.SH,X600299.SH,X600352.SH,X000709.SZ,X002460.SZ,X300072.SZ,X600339.SH,X000553.SZ,X600583.SH,X600808.SH,X002110.SZ,X600801.SH,X601158.SH,X000883.SZ,X000786.SZ,X000932.SZ,X000301.SZ,X600219.SH,X000629.SZ,X000792.SZ,X600426.SH,X000408.SZ,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,-0.158674980168294,0.0336541952820525,0,0,0,0,0,0,0.0379252249757847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00526386654434859,0.278959534370289,0,0,0.0305716535060183,0.074195566590807,0,0,0,0,0.0542332947737215,0,0,0,0,8.67361737988404e-19,0,0,0,-0.113697083799372,0.00346634591580467,0.00552713777617425,0,0,0,0,0,0
X600028.SH,0,0,0.301284045487515,0,0,0,0,0,0,0,0.0850650268765979,0,0,0,0,0,0,-0.0424431143865551,0,-0.0294040717012879,0,0,0,0,0,0,0,0,0,0,-0.0358909666681287,0,0,0,3.46944695195361e-18,0.0879994219431553,0,0,0,0,0,0,0,0,0.0209430247059452,0,0,0,-0.125130721629136,0.0152541876366882,0.0259598732524479,0,0,0,0,0,0
X601088.SH,0,0.242718059330754,0,0.00739088273851426,0.185641358677308,0.00709496642573885,0,0,0.104207138070187,0,0,0,0,0,0,0,0.10323716200494,0,0,0.00952956479871767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110986686742543,0,0,0,0,0,0,0,0,0,0,0.0694074460942141,0,0,-0.0121189197396002,-0.0434038499176714,0,0,0,0,0,0
X600585.SH,0,0,0.0936625142621405,0,0.0629627100530228,0,0,0,0,0,-0.0240145320909715,0,-0.0792298186012084,0,0,0,0,0,6.93889390390723e-18,0.0702094928997767,0,0,0,0,0,0,0,0,0,0,0,0,0.048615188420857,0,0,0.316606989488666,0,0,0.36157450130726,0,-0.105289213544624,0,0,0,0,0,0,0,0,-0.013499125358486,-0.0215690554515932,0,0,0,0,0,0
X600019.SH,0,0,0.135974806641977,0.0649037088091182,0,0.147224943557237,-0.0213840661144056,0,0,0,0,0,0,0,0,0,0,0,0.142092538705448,0,0,0,0,0,0.0374400570368461,0,0,0,0,0,-0.0242603950236761,0,0,0,0.151758390392338,0,0,0,0,0.265916547084492,0,0,0,0,0,0,0,0,0,0.00377071770427876,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426507725348125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137572625810559,0,0,0.102975588694512,0,0,0,0,0.031555697254652,0.163961546876168,0,0,0,0,0.0246961152213547,0.00674954855800653,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113013377787161,0,0.0556047979187386,0,0,0.78426847459231,0,0,0,0.0556975550284531,0,0,0,0,0,0,0,0,0,0,0,0,-0.0675075413712729,0,0,0,0,0,0.0624532251902076,-0.00182619590437958,0,0,0.00603643549141964,0.0199452659176038,0,0,0,0,0,0
X600010.SH,0.101484091107668,0,0,0,0,0,0.00203027001160909,0,0,0,0,0,0,0,0,0,0,0,0.102131308401705,0,0.280616496970885,0,0,0.0437267415256037,0,0,0,0.0783158203237949,0,0,0,0,0,0,0,0,0,0,0,0.0275135409462326,0,0.24051806446903,0,0.111991573250442,0,0,0.100201083235689,0,0,0.00676683468375367,-0.014757753893953,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.228987537329977,0,0,0,0,0,0,0,0.126014682970256,0,0,0,0,0,0,0,0,0,0,0,0,0.0286745583273627,0.0884700781749293,0,0,0,0.0046099590043432,0,0,0.103594361663602,0,0.0793178723609105,0,0,0,0,0,-0.00313783336082706,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0074133116339329,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198123997004569,0.109112169422853,0,0,0,0,0,0,0,0.0248728639733716,0,0.156657625049351,0,0,0,0,0,0,0,0,0,0,0.0754501281985863,0,0.0358634323543725,0,0,-0.0621465185274997,-0.00323625454463939,-0.00606689416421173,0,0,0,0,0,0
X600660.SH,0,0.301407883673032,0,0,0,0.150441352193959,0.00363993848828161,0,0,0,0,0,0,0,0,0,0,0,0,0.291925324688527,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0196444984386601,0,0,0,0,-0.00145883588358327,0.0463912364996851,0,0,0,0.0639792978063266,-0.00786770467030259,0,0,0,0,0,0,0
X600688.SH,0,0.299440296850063,0,0,0.016726666292356,0,0,0,0,0,0,0,0,0,0,0,0.0195272269888365,0,0,0.0244113224108661,0,0,0,0,0,0.00320151040812306,0,0,0,0,0,0,0,0.0184668225286312,0,0,0,0,0,0,0,0,0,0,0.0747822146601704,0,0,0,-0.061288785387344,0.0037640843578827,-0.0069812858265545,0,0.0890291984054062,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397862055395063,0.117248502981577,0.358105192443931,0.0495275904212415,0.0369329291557363,0,0,0,0,0,0,0,0,0.0592551689018008,0,0,0,0,0,0.000242514980976422,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.325592584971561,0,0,0,0.119432015205148,0,0.0481132166878847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188399959205006,0.126651568432779,0,0,0,0.0764874778575154,0.0331906322291813,0,0,0,0,0,0,0,0,0,0,-0.00797615985956262,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0382587839876672,0,0,0,0,0.0136612366082794,0,0,0,0.0232160187906282,0.267462289804095,0,0.0101217301612368,0,0.0440394602545639,0,0.0658252669637582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0475545006739259,0,0,0.111126519142418,0,0,0,-0.00418134993646522,0,0,0,0,0,0
X600886.SH,0,0.111418376332996,0,0,0,0,0.171220421463426,0,0,0,0,0,0.0558194569252295,0,0,0,0,0,0,0,-0.00131211673936304,0,0.0455341990643993,0,0,0.0896436345038934,0,0,-0.0288623212038065,0.0285698689245084,0,0,0,0,0,0,0,0,0.0612251565556236,0,0,0,-0.0662720610538467,0.0589794363894299,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0.179093725092079,0.148600725669548,0,0.157205977091618,0.125951832573338,0,0,0,0,0,0,0.0843538323700742,0.0655707381987968,0,0,0,0,0,0.0104914050431736,0,0,0,0,0,0,0,0,0,0,0.0774746799444866,0,0,0,0,0,0,0,0,0,0,0,0,0.0592519877118439,0,0,0,0,0,0,-0.0100248493303316,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105567383176777,0,0,0.0774182546124896,0,0,0.0290970277152925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0658333828798705,0,0,0.0438918560181448,0,0.0335348884947003,0.788817892553285,0,0,0.0141983042256547,0.0265812181814505,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.003940756680856,0,0.057629284017249,0,0,0.0686451959053412,0,0,0.024225782603388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389315409162752,0,0.58375875468216,0,0,0,0,0,0.118639714633473,0,0,0,0,0,0,0,0,0,-0.00247701269536602,0.00283033144307727,0,0,0,0,0,0
