,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X601898.SH,X601600.SH,X600688.SH,X600309.SH,X300072.SZ,X600795.SH,X600547.SH,X601991.SH,X600188.SH,X600660.SH,X600362.SH,X600027.SH,X600886.SH,X000709.SZ,X600157.SH,X002466.SZ,X600111.SH,X000959.SZ,X600489.SH,X600339.SH,X000898.SZ,X600299.SH,X601158.SH,X600219.SH,X000883.SZ,X600008.SH,X600352.SH,X600583.SH,X600578.SH,X000408.SZ,X000792.SZ,X000630.SZ,X000539.SZ,X002460.SZ,X600021.SH,X000723.SZ,X000027.SZ,X000983.SZ,X000401.SZ,X600176.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0300826889481388,0,0.0479161784949788,0,0,0,0.0465654349229343,0,0.123382273090854,0,-0.0102202728451831,0,0,0,-0.00474900291551196,0,0,0,0,0,-0.0224181679605132,0,0,0,0,0,0,0,0,0,0,0,0.0202034186665244,0,0.0422778873676868,0,0,0,0,0,-0.0355214069686519,0,0,0,0,0,0,-0.00548176932317856,0,-0.013862195590341,0,0,0,0,0,0,0
X600028.SH,0.0203719710091181,0,0,0,0,0,0,0.0331617421251874,0,0,0.122416057533135,0.0379858794476829,0.0448773566000796,0,0,0,0,0,0,0,0,0,0,0,0,0.00595436024948163,-0.109372666189062,0,0,0,0,0,0,0.0174167512580302,0,0,0,-0.0264051284119413,0,0,0,-0.0409585996166167,0,0.107216839695853,0,0.0745040086553608,0,0,0,0,-0.00207646116254774,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.123445139611176,0,0,0,0.0229927519719754,0,0,0,0,0,0,0,0.0649711662800578,0,0.0597916682307883,0,0,0,0,0,0,-0.0302161911043694,-0.042827343004705,0,0.119392264620941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877544655512156,-0.0454585834877833,0,0,0,-0.00688985698409725,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0856941098881331,0,0,0,0,0,0,0,0,0,0.0153915712628592,0,0.0558315974526008,0,0,0.241261673823839,0,0.410258514832661,0,-0.118135779452729,0,0,0,0,0,0,0,0,-0.158374927819438,0,0,0,0,0,0,-0.0980803219137142,-0.10812867000607,0,0.0316526530598544,-0.000245182830657149,-0.00941897132003961,0,0,0,0,0,0
X600011.SH,0,0,0.0363565655861707,0,0,0,0,0,0,0,0,0,0,0,-0.0246348792084055,0,0,0,0,0.349981646999371,0.0745114605218505,0.0851800651762218,0,0,0,0,0,0.0664980841550688,0,-0.0482211729899056,0,0,0,0.0512210023784909,0,0,0,0,0,0,0,-0.0035925165684726,0,0,0,-0.0228581767338274,0,0,0.0294347250178704,-0.150728065412772,0.0520894883326167,-0.0210626177682761,0,0,0,0,0,0
X600585.SH,0,0,0.225210563278803,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801807545407268,0,0,0,0,0,-0.0107587820291348,0,0.158656851402101,0,0,-0.18770126759544,0,0.222837491722477,0,0,0,0,-0.144538781048424,0,0,0,0,0,0,-0.0604200482915145,0,0,-0.128455644283365,0,0,0.225936796208591,6.93889390390723e-18,-0.0915478386409259,0.0941827311247269,0.002620086589578,-0.0285735233489638,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0991671793975349,0,-0.096022330996189,0,0,0,0,0,0,0.0399711377450184,0,0,0,0,0,0,0,0,0,0.190388823637384,0,0,0,0,0,0,0,0,0,0,0,0,0.0390000809850485,0,0.131292428133168,0.0652128258000789,0.0835657655776913,0.0875271449899959,0,0,0,0.0055943237870652,-0.0141572062347372,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,-0.0212740991789016,0,0,0,0.161668301799816,0,0,-0.065733885504432,0,0,0,0,0,0.0321803496381153,0,0,0.525761159393652,0,-0.166261300856784,0,0.0321237893056745,0,0,0,0,0,0,0,0.285531621666161,0,0,0.0331586389869303,0,0,0,0,0,0,0,0,0,0.380585686859183,0,0,0,0.0168354685320225,0.0401854320111892,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,-0.000801745708642253,0,0,0,0,0,0,0,0.00393541830818371,0,0,0.0120074815312577,0,0,2.16840434497101e-19,0,0,0,0.000556863834383335,0,0,0.0252421801669119,0,0,0.162803919876763,0,0,0,0.372257133818093,0,0,0,0,0,0,0,0,0,0.157251746221878,0,0,0,0,-0.000111857705002518,-0.00617630238637894,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0887722431755745,0,0,0,-0.143594723652961,-0.0255851110854659,0,0,0.0156646138350995,0.128444459093786,0,0.319738205819309,0,0,-0.128539388919718,0,0.157681705243709,0,0,0,0,0,0,0,0.30851414198934,0,0.0797965089930483,0,0,0,0,0,0,0,-0.0788078625217501,0,0,0,0,0,0,0,0,0.00655900585668546,0.0146371864831345,0,0,0,0,0,0
