,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600111.SH,X600660.SH,X000301.SZ,X600010.SH,X600886.SH,X000708.SZ,X002271.SZ,X000877.SZ,X600362.SH,X600795.SH,X600426.SH,X600803.SH,X600176.SH,X600027.SH,X601699.SH,X601991.SH,X600489.SH,X000983.SZ,X000807.SZ,X600160.SH,X600995.SH,X000786.SZ,X000933.SZ,X600219.SH,X000629.SZ,X000932.SZ,X300037.SZ,X600378.SH,X600688.SH,X000723.SZ,X000630.SZ,X600096.SH,X000408.SZ,X002080.SZ,X002409.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.301991847163792,0,0,0,0,0,-0.0883143712838058,0,0,0,0,0,0,0,0,0,0,0,0,0.0034626067280886,0,0.0335568023247008,0,0,0,0,0,0.041750747762713,0,0,0,0.0840647278900808,0,0,0.0547365557750328,0.0821097832866883,0,0,0,0,0,0.0868568538093904,0,0,-0.0228967717459875,0,0,0,0,0,0.0346064997290428,-0.0211928269352016,0,0,0,0,0,0
X600028.SH,0.313739376348922,0,0.276028744368071,0,-0.0438873962270891,0,0,0,0,0,0.100445507682979,0,0,0.0548776708665481,0,0,0,0,0,0,0,0,0,0,0.109215378749043,0,0,0,0.0122248374634181,0.00835486823995452,0,0,0,0,0,-0.0588596401922909,0,0,0,0.179713793591389,0,0,0,0,0,0,0,0,0.0415115499059708,0,0,0.0252301707058362,-0.0457393161505533,0,0,0,0,0,0
X601088.SH,0,0.167934475281376,0,0,-0.212293166172084,0,0,0,0,0,0.368676730206517,0,0,0,0,-0.190004150288372,0,0,0,0,0,0,0,0,0,0,0,0,0.109798598785916,0.0462388697185252,0,0,0,0,0,0.00616188018236927,0.129988467287636,0,0,0,0,0,0,0,0.0833371130254879,0,0,0,0,0,0,0,-0.00789308392221746,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0571573537276358,0,0,0,0,0,0,0,0,0,0,0,0,0.0631238831184173,0,0,0,0,0,0,0.279139865621545,0,0,0,0,0.0897893769762992,0,0,0.000382296511528154,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166389628388473,0.0395610825273901,-0.0808442442641645,0,0,-0.0378455071547543,0.0627847631745412,0,0,0,0,0,0
X600188.SH,0,0,0.307675960945878,0,0,0,0,0,0,0,0.0754762634221018,0,-0.0757073892570053,0,0,-0.367367060956824,0,0,0,0,0.084590503411177,0,0,0,0,0,0,0,0.159193434543512,-0.0355474229607625,0,0,0,0,0,0,0.288948198123201,0,0,-0.00470905630026423,0,0,0,0,0,0,0,-0.012006998688133,-8.67361737988404e-19,0,0,-0.0530503300440716,0.0451357914204009,0,0,0,0,0,0
X600019.SH,0.324007195680003,0.0634266118831938,0,0,0.0936780709286546,0,0,0,0,0,0.00715843859862378,0,0,0.126846481231093,0,0,0.0232587079759025,0,0,2.16840434497101e-19,0,0.0692554461944763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215877265437815,0,0,0,-0.0131344670548536,-0.0390556034212673,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977655662978584,0.309516189012967,0,0,0,0,0.0254508448137693,0,0,0,0,0,5.42101086242752e-20,0,0,0,0.0435759640715758,0,0.0570867788958479,0,0.00766122103047703,0,0,0,0,0,0,0,0,0,0,0.00895068026519223,0.0182428937432809,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0930143841173195,-0.0301681715469336,0,0,0,0.0391351550779686,-0.18959040420092,0.456314823479158,0,0,0,-0.0882023431274135,0,0,0,0,0,0,0,0,0,0.0888633546944253,0,0,0,0,0,0.112742397278452,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.00411107878234452,0,0,0,0,0.73991577866783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00370123053246967,0,0,0,0.0129750605212173,0,0,-0.154945537965478,0,0,0,0,0,0,0,0,0.0156745111502991,0,0.0806421942114161,0,-0.0177371927608912,0,0,-0.00330326414198794,0,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.0103691837971618,-0.00133702860386923,0,0,0,0.532095153307245,0,0,0,0,0,0,0,0,0,0,0.156473688895714,0,0,0,0,0,0.0205689058220885,0,0,0,0,0,0,0,0,0,-0.0103438208471018,0,0,0,0,0,0.00884093249241164,0,0,0,0,0,0.101946491766873,0,0,0,-0.0197070916452668,2.16840434497101e-19,0,0,0,0,0,0
X601898.SH,0,0.499773880848391,0,0.172583567782726,0.142416430582126,0,0,0,0.118563589577726,0,0,0.00699040397020599,0,0,0,0,0,0,0,0,0,0,0,0,0.0876040204890022,0.22373263435691,0,0.0109181352195197,0,0,0,0,0,0.0145766465514304,0,0,0,0,0,0,-0.131998910298508,0,0,0,0,0,0,0,0.121885056732831,0,0,0.109797242601177,-0.159001263567911,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0925960553507607,0,0,0,0,0,0,0,0,0,0,0,0,0.106737242032705,0,0.062358969730898,0,0,-0.0436520622449108,0,0,0,0,0.612486570113775,0,0,0.00555959455874357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128188878971754,0,0,-0.0184557858554247,-0.0285975852833889,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.0864890110683089,0.0132437388123736,-0.0337572969683493,0,0,0,0.106135484095878,0,0,0,0,0,0.0346811888742208,0,0,0,0.134783403105927,0,0,0,0,0,-0.0505275489027059,0,0,0.130453797241866,0,0,-0.0110488244559331,0,0,0,0.049251352648267,0,0,0,0,0,0,0,0.0571023086541037,0,0,0.021677521471548,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,-0.0780302507002089,0.0639233991769948,0,0,0,0,0,0.124621406669549,0,0,0,0,0,0,0,0,0,0.153351731127301,0.472753138815434,0,0,0,0,0,0,0,0,0,0.166217169623548,0.102528242979648,0,0.260319456578571,0,0,0,0,0,0,0,0,0.129258954302513,0.00646369701794075,0,0,0,0,0,0.0256239794115825,0,0,0,0,0,0,0
X600111.SH,0,0,0,-0.0324694540540318,0.177488629333951,0,0,0,0,0,0,0.126114902702824,0,0,0,0,0,0,0,0,0,0.0776706686361932,0,0,0,0.0961411605117987,0,0,0,0,0,0,0,-0.0518269998158746,0,0,0.0933820855661305,0,0.418691348108428,-0.304773662950747,0.0885507644460072,0,0,0,0,0,0,0,0.0854166631362161,0,0,-0.00649169976318544,0.0362612887591167,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.100748536331579,0,0,0,0,0,0,0.0394343727264891,0,0,0.0506763157546777,0.0798041920755852,0,0.225927921370985,0,0,-0.0559399359113594,0,0,0,0,-0.115675733047839,0,0,0.0433138740643849,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0944297865296279,0.00587386334246132,0,0,-0.0193087217130312,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0.0300153686352955,0,0,0,0.0916443911295655,0,0,0,0,0,0,0.0357914906284093,0,0,0,0.00853086547072671,0.0367293749485083,0,0,0,0,0,0,0,0,0,0.0134199467266526,0.0710926581594577,0,0.0332316274107311,0,0,0,0.0643898343272497,0,0,0.28424406285469,0,0.0665048245153641,0,0,0,0.0251424964220518,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0902027423783129,0,0,0.04795597270145,0,0,0,0,0,0.151265533272778,0,0,0,0,0,0.0474361672405867,0,0,0,0.031116294096103,0,0.0013117991503101,0,0,0,0,0,0,0.0270022063698558,0,0,0.0457703685989087,0,0,0,0.00916869299251283,0,0,0,0.057901729835535,0,0,0.0301056209114197,0.00596292166671431,0,0,-0.00587288442812225,-0.010260524790411,0,0,0,0,0,0
X600886.SH,0,0.0125110873797511,0,0,0.0853258940954933,0,0,0.0424302196843741,0,0,0,0,0,0,0,-0.189745505693223,0,0,0,0,0,0,0,0,0,0.0625067518542821,0,0,-0.0605893864014376,0.00257807332171397,-0.0427319102133601,0,0,0,0.0962018220003681,0.0196679809347604,0.00555653389517522,0,0,0,0,0,0,-0.015868951595357,0,0,0,0,0,0,0,-0.0198880556848856,0.0268884227198149,0,0,0,0,0,0
X000708.SZ,-0.126038454203485,0,0,0.0491295633994777,0,0.32638717704732,0,0.000507466321251067,0,0.127698172462683,0,0,0,0,0,0,0.0458548814044053,0,0,0,0.0433276904038723,0,0,0,0.249498161026888,0,0,0,0.0177313366976877,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.223705274444101,0,0,0,0,0.0771508125830065,0,0.0326560442868779,0,0,0,0.0190230644289856,-0.00126746052876697,0,0,0,0,0,0
X002271.SZ,0.0810369859299664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00361809647262292,0,8.67361737988404e-19,0,0,0,0,0.119029477159196,0,0,0,0.283999744584394,0,0,0,0.126134818032035,0.162356602752216,-0.0716581009727099,0,0,0,0,0,0.270656723803419,0,0,0,0.0123472754090639,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.0209969330484869,0.685369864450006,0,0,0,0,0.0378221340258115,0,0,0.0314656130667302,0,-0.0331208508847891,0,0,0,0,0,0,0,0,0,0.0915035876115556,0,0,0,0,0,0.0757705975055253,0,0,0.0445710556505,0,0,0,0,0,0,0,0,0,0,0,-0.00648756228044777,0,0,0,0.0266827225514527,0.0114675267454125,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0679176387163992,0.0934141823400611,0.103190596362839,0,0.271281189598047,0,0,0.105825127615899,0,0,0,0.117625428946099,0,0,0,0,0,-0.0867713957747402,-0.0116079258524599,0,0,0,0.0012149592676667,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0333164725876891,0,0.164292829243325,0,0,0,0.000786766141148361,0,0,0.000211333199723133,0,0,0,0,0,0,0
X600795.SH,0,0.00128112395848674,0,0,0.00425302613690801,0,0,0,0,0,0,0,0,0,0,-0.00294860608921249,0,0,0,0,0.141865814709216,0,0,0,0,0.0820419635531996,0,0.120034073684187,0.0884696128104149,0,0,0,0,0,0,0,0,0,0,0.0334805676830054,0,0,0,0,0,0,0,-0.099659579333228,0,0,0.018697586734212,-0.0331248720508423,0,0,0,0,0,0,0
X600426.SH,0,0.11476870884672,0,0.749408052380568,0.320896303617145,0,0,0,0,0,0.0700921929076572,0,0,0,0,0,0,0,0,0,0.0816655183126159,0,0,0,0,0.122154763979827,-0.169640352606417,0,0,-0.0507626216958346,0,0,0,0,0,0,-0.345377866395711,0,0,0,0,0,0,0,0,0,0,0.068660601744216,0.0115538843083245,0,0.247906084951063,0,0.0553306487457817,0,0,0,0,0,0
X600803.SH,0,0,0,0,0.118908994407289,-0.022884797574087,0,0.0878112770986775,0,0,0,0,0,0,0.35530620587084,-0.211191198735584,0,0,0,-0.178506891155631,0,0,0,0,0.313767788589133,0,0,0.00845929139251507,4.33680868994202e-19,0,0,0,0,0,0,0,0.0116469854512194,0,-0.052165405043871,-0.101038690581176,0,0,0,0,-0.127354973201507,0,0,0,-0.0817670877373873,0,0,0.00496299906346626,-0.00381417434736606,0,0,0,0,0,0
