,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600688.SH,X601600.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X000539.SZ,X601992.SH,X000027.SZ,X600309.SH,X000898.SZ,X600021.SH,X000709.SZ,X000883.SZ,X600352.SH,X600660.SH,X002470.SZ,X000792.SZ,X600489.SH,X600623.SH,X600022.SH,X600098.SH,X600547.SH,X601918.SH,X600863.SH,X000629.SZ,X600307.SH,X002353.SZ,X300072.SZ,X600808.SH,X600578.SH,X000060.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.790839847064618,0.113682945616773,0,0,0,0,0,0,0.0694963165080798,0,0,0,0,0,0,0,0,0,0,-0.0623666901639828,-0.102343090052257,0.00998491470218856,0,-0.0200051001098977,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.00675097943746622,0,0,0,0,0,0,0,0,0,0,-0.0366368949556378,-0.00404597028182939,0.0165402268199877,0,0,0,0,0
X600028.SH,0.287238885215107,0,0.0361258133879092,0,0,0,0.119028203534031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141626094355382,0,0,0.00348950205524912,0,0,0,0,0.112029539320428,0.0541204058941553,0,0,0,0,0,0.0175772239068674,0,0,0.128348961827374,0,0,0,0,0,0,0,-0.045825795672003,0.0232196134683692,0,0,0,0,0,0
X601088.SH,0,0,0,0.249854844483435,0,0,0,0,0,0.0323192297246248,0,0.120528824180579,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.044431053419772,8.67361737988404e-19,0,-1.0842021724855e-19,0,0,0,0,0,0.118670190425476,0.0992760928655504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00574759405231518,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.198558183206642,0,0.0607686803594022,0,0,0,0,0,0,0,0.183172022975517,0,0,0,0.0405714323685099,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,1.73472347597681e-18,0,0.0152746222629812,0,0,0,0,0.0569746884126553,0,0,0.141059624572218,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.128420039913708,0,0,0,0,0,0,0.0237409863024595,0,0.380838603510723,0.106617131894439,0,0,0,0,0.0488144771194125,0,0,0,0.276063298166201,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033311403285385,0,-0.00568900504693251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.178956592132759,0.0771530622719916,0,0,0,0.211108633148991,0,0.0615441776143427,0,0,0,0,0,0,0.0472392530789341,0,0,0,0,-6.93889390390723e-18,0.0336617323061524,0.0696216256492085,0,0,0,0,0,0,0.0579260554495499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00782730005585265,0,0,-0.0404453979295695,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763921129057185,0,0,0,0,0,0.0110488655543008,0,0,0,0.511024432741974,0,0,0,0,0,0.128453352313226,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648919532829988,0,0,0,0,0,-0.00936723959993924,0,0,0,0,0,0
X601898.SH,0,0,0,0.174736534911985,0,0,0,0,0,0.0248792913744464,0.407300600874524,0,0,0,0,0,0,0,0,0.303188139376911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190300084785603,0,0,0,0,0,0,0,0,0,0,-0.052063753389102,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0255226923526988,0.222596035170339,0,0,0,0,0.0771827689179968,0,0,0,0,0.147998577648518,0.115702100697198,0,0,0.0187936035475246,0,0,0,0,0,0,0.0197619057929297,0.0154430685531082,0,0,0,0,0.0721201093299689,0,0,0,0,0,0.174112583529763,0,0.00172337080807189,0,0,0,0,0,0,0,0,0
X600688.SH,0.129664136090977,0,0,0.102339256118461,0.137273951239353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155321413812007,0,0,0,0.14419082776336,0,0,0.164826720745761,0,0,0,0,0,0,0,0.137454888117049,0,0,0,0.111701146864878,0.290996895966615,-0.144286994452177,0,0,0,0,0,0,-0.131722144930294,0,-0.0620158089243307,0.0653637772110143,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.278168126386326,0,0,0,0,0,0,0.000449617075883455,0,0,0,0,0.142335811204212,0,0,0.00590026430420429,0,0,0,0,0,0,0,0,0,0,0.169139779253543,0,0,0,0.0638899364958595,0,0.0846664161870411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.074260901516206,0.0679364750148555,0,0,0.0220253947231034,0,0,0,0,0.2113867961634,0,0,0,0,0.24340074781012,0,0,0,0.155363320329761,0,0,0,0,0,0,0,0,0,0,0.0546720813977828,0,0,0,0,0,0,0,0,0,0,0,0.0620118945057484,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0.0787791103798137,0,0.0786847185772759,0,0,0,0,0,0,0,0,0,0.218205587015654,0,0,0.0901718050617965,0,0,0.0920916694652449,0,0,0,0.0691737500048968,0,0,0,0,0.0762996364570828,0,0,0,0,0,0,0,0.0945067461338458,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162545833025184,0,0,0,0,0,-0.0986113425110115,0,0,0,0,0,0,0,0,0,0,-0.0216508501008019,-0.0643486439365181,0,0,0,0,0,0,0,-0.120387065164665,0.100694561589745,0,0,-0.0782461246435964,0,0.459312829328943,-0.194559434949211,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0.0351488550374562,0,0,0.356335921698825,0,0,0,0,0,0,-0.0242339965757427,0,0.116821496429151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.086952087187303,0,0,0.161035980822885,0,0,0,0,0,0.0842169278137599,0,-0.084999235034783,-0.0606194782604843,0.0585964320348865,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0889499720090249,0,0,0,0.0393846715360718,0,0,0,0,0,0.0174250478601797,0.131731344137211,0.121749416380013,0,0.00432372107374434,0,0,0,0,0,0.0180340796457282,0,0,0,0,0,0.172025942510593,0,0,0,0,0,0,0,0,0,0,0,0.204716363288964,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.133336025035903,0,0,0.0533559767527099,0,0.0177767224980657,0,0,0,0,0,0,0.027060546288972,0,0.108702880290718,0,0,0,0.190169028622022,0,0,0,0,0,0,0.0142601770873837,0,0,-2.16840434497101e-19,0,0,0.0823527024093283,0,0,0,0,0,0.166955704518521,0,0,0,-0.00812098338809712,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.214027279577321,0.091121664352876,0,0,0.0416319440181456,0,0.0853978478041227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147777299987874,0.0638818823731929,0,0,0,0,0,0,0,0.0674991768071879,0,0,0,0.0630472278089595,0,0,0,0,0,-1.38777878078145e-17,0.181686290898793,0,0,0,-0.0222214803943571,0,0,0,0,0,0,0
X600583.SH,0,0,0,0.0692487590753015,0,0,0,0,0,0,0.0517892083791709,0,0,0,0,0.0280474764593383,0.270706076203008,0.156587782163605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108615164466046,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0594265433030591,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.107460796734903,0,0,0,0,0,0,0,0,0,-0.0469687202906396,0,0.264699153815624,0,0,0,0,0,0,0,0,0,0.0581603384245576,0,0,0,0,0.0807031929117853,0,0,1.73472347597681e-18,0,0.0265959082009142,0,0.384331412944838,0,0,0,-0.0349207631110312,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0.132796461475483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213606637568076,0,0,0,0,0.385592939447382,0,0,-0.414581332368138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139504993867007,0.0681878701664569,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.294781292608847,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0050916427752701,0,0.583102646923945,0,0,0,0,0,0.157506025799266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.025480018587048,0,-0.0388752552646835,0,0.00353789764837143,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0.0161781564527821,0,0,0,0,0,0,0,0,0,0,0,0.0364980266158667,-0.0831511266344083,0,0,0,0,0.418410314150409,0,0.243212108032007,0,0,0,0,0,0,0,0,0.00576231129101207,3.46944695195361e-18,0,0,0.287394086694258,0,0,0,0,0,0.0275301964509344,0,0.0253784144278734,0.0928254666698783,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.471669620757003,0,0.0512559570963494,0.0161255107181122,0,0.0574538600306742,0.0526261048378555,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0812441899732309,0,0,0,0,0,0,0,0,0.0877124261596924,0,0,0,0,0,0,0,0,0.0067818027815568,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,-0.0755013595678425,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.15059856498798,0,0,0,0.00295020835724728,0,0.136244299113985,0,0,0,0,0,0.173802484476877,0.186826499359573,0,0,-3.46944695195361e-18,0,0,0,0,0,3.46944695195361e-18,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.25648995028574,0,0,0,0.00903862545618774,0,0.0492700011925975,0,0,-0.0384549518525462,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0.0327267563323633,0,0,0,0,0,0,0,0,0,0,0,0,0.153344122024473,0,0,0,0,0,0,0,0,0,0,0.286917235079899,0,0.24146348147482,0,0.0733395415786844,0,0,0,0,0.0368016091615568,0.0305686067464439,0,0,0.0724206126784905,0,-0.0708794701484423,0.0411216709226995,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191793373601901,0,0,0,-0.288590059226123,0,0,0,0,0,0.186718966322742,0,0,-0.135686805508897,0,0,0,0,0,-0.136650482661067,0.387192217999817,-0.0325216604127566,0,0,0,0,-0.118902739226545,0,0.0882662093374869,-0.0351809181893458,0,0.361008533205794,0.192571620071107,0.0700501874988037,-0.0427206015136104,0.132637364601987,0.112885213324573,0,0,0,0,0
X000883.SZ,0,0,0,0.0392938817556611,0,0,0,0,0,0.122904075004395,0,0,0,0,0,0,0,0,0,0,0,0,0.0769067504849087,0,0,0,0,0,0,0,0,0,0,0.00899387583957526,0,0,-0.0303028963002017,-0.0558557663432043,0.604533479442496,0,0,0,0.131345376655483,0,0,0,0,0,-0.0545548148430276,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0.0510526391894471,0.007965936160065,0,0,0,0.288572838694122,0.0878803526467531,0,0.0368932488696716,0,8.67361737988404e-19,0,0,0.0117657251151892,0.00399844698115964,0,0,0,0,0,0,0,0,0.0909738080239219,0,0,0,0,0,0,0,0,0,0.13502450174665,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.122563127741954,0.0689741274804749,0,0,0.0826247156051584,0,0,0,0,0,0,0,0,0.0959184069219973,0,0,0,0,0,0.0831975420498541,0.0869304626013184,0,0,0,0.0703974392303537,0,0.00799460102070964,0,0,0,0,0.18039227667991,0,0,0,0,0,0,0,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0,0,0,0,0,0,0,0.142379551456749,0,0,0,0,0,0,0,0,0.213138470210024,0,0,0,0.0296408222458427,0,0,0,0,0,0,0.3305313744079,0,0,0,0,0,-0.0698158043274056,0,0,0,0,0.0880867732766446,0,0,0,0,0,-0.040071293236687,0.0959071453089457,0,0,0,0,0,0
X000792.SZ,0,0,0.0241644266928244,0.0186434253711259,0,0,0,0,0,0,0,0.263388986861418,0.0638247447005795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468760366750377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272826673713334,0.00706000683260563,0,-0.0203582342490557,0,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0.252040857101909,0,0,0,0,0,0.078414074085621,0,0,0,0.0160691626571996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457822794417184,0,0,0,0,0,0,0.06812157366729,0,-0.0111696176168515,0,0,-0.0450162655376149,0.0144648057151992,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0.0685064505784611,0,0,0,0,0,0.437210282425062,0,0,0,0,0,0,0,0,0,0.164376745262307,0,0.00976002175540457,0,0,0,0,0,0,0,0.315135610063287,0,0.0757256557339815,0,0,0.116926033553489,0,0.0987064576923485,0,0,0,0,0,-0.0428387350316722,-0.00374674243785586,0,0,0,0,0,0
X600022.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336191215167124,0.052470553247662,0,0,0,0,0,0,0.0793479257384338,0,0.00770821009450159,0.0791621078899781,0.0224458259950852,0,0.224004028060963,0.054152494883731,0,0.0257547623673582,0,0,0,0.0520197376292788,0,-0.0300078812900707,0.0191622073704102,0,0,0,0,0,0
X600098.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0370333673941709,0,0,0,0,0,0,0,0,0,0,0,0,0.257738404915665,0,0.0670526813827513,0,0,1.73472347597681e-18,0,0,0.0705552567765978,0,0,0,0.217244624043562,0,0.183277696434761,0,0,0.0225895108548143,0,0,0.125457643616078,0,0,-0.0189991966626981,0,0,0,0,0,0,0
