,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X002466.SZ,X000877.SZ,X002271.SZ,X000708.SZ,X600011.SH,X601898.SH,X600010.SH,X601600.SH,X600547.SH,X600660.SH,X000301.SZ,X600886.SH,X600426.SH,X600362.SH,X600176.SH,X000723.SZ,X000786.SZ,X600803.SH,X600096.SH,X000983.SZ,X600219.SH,X000408.SZ,X601699.SH,X000807.SZ,X600795.SH,X601991.SH,X600801.SH,X000932.SZ,X000825.SZ,X002353.SZ,X002080.SZ,X000630.SZ,X600985.SH,X600295.SH,X600688.SH,X600489.SH,X600486.SH,X000959.SZ,X600157.SH,X601666.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.200460598088876,0,0,0.0778259166179578,0,0,0,0,0,0,0,0.117601780564225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0986334080858118,0,-0.00856354992850953,0,0,0,0.0809927954003412,0,0,0,0,0.236799993608129,0,0,0,0,-3.46944695195361e-18,0,0.00494669600989501,-0.0348587713762346,0.124745073588348,0,0,0.0407690533279507,0,0
X601088.SH,0.232959230541338,0,0,0,0,0.0224569168862639,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331599824410489,0,0,0,0,0,0,0,0,0,0,0,-0.0168975635468417,0,0,0,0,0,0,0,0,0,0,0.410012629313421,0,0,0,0,0,0,0.0273921005327879,-0.00600635739804466,0,0.0339328419707557,0,0,0,0.0819502450255464,0,0
X600028.SH,0.0819987971776226,0,0,0,0,0,0,0,0,-0.0264556801860126,0,0,0,0,0,0.048820250007182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259878088747083,0,-0.0251243113476224,0,0.00047819843244033,0,0,0,0,0,0,0,0.0334160539724308,0,0,0.291901899458662,0,0,0,0,0,0,-0.0128128100261031,0,0,0,0,0,0,0
X600309.SH,0,0.0191602250389913,0,0,0,0,0,0,0,0,0,0,0.0685966040439466,0.0863847743915848,0,0,0,0,0,0.104275094023318,0.228099591430794,0,0,0,0,0,0,0.0261527269341313,0,0,0,0,0,0,0,0,0,0,0,0.0677842196825703,0,0,0,0,0,0,0.0361415099196826,0.0458712820368068,0,0,0,-0.0269040690726529,0.0192070693273632,0,0,0,-0.0183234618635353,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0061379580319776,0,0,0,0.0599943573938253,0,0.0628614921209532,0,0,0,0,0.0195735742421433,0,0.010901799471221,0,0,0.449278494854797,0,0.0528110072749076,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.00962269316130102,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107709026608065,0,0.0800323774808642,0,0,0,0,0.0480955504918168,0,0.359103275314155,0.0592828320880684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.250928171222337,0,3.46944695195361e-18,0.0407242839762065,0,0,0,-0.00679418568130563,0,0
X002460.SZ,0,0,0,0,0,0,0,-0.0252601924281798,0.171652135782422,0.237356454382887,0.383982821181569,0,0,0,0,0,0,0,0,0.000267639541875851,0,-0.0685733688707941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140617516733603,0,0.154496064971635,0,0,0,0,0,0,0,0,0,0.211554583698444,0,-0.0152658938042318,0.0310083087029628,0,0,0.02103969967124,0,0
X600019.SH,0,0,0,0,0.239680790632021,0,0,0,0,0,0,0,0,0,0.14747738534928,0,0,0,0,0.0411587578019112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319558089112954,0.22826986295462,0.0561943166989094,0,0,0,0.033020859270325,0.0678889144845076,0,0,0,0,0,0.00684717615493748,0,0,-0.00927824026861915,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.275189471790168,0.202693590163464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363279690198022,0,0,0.223209790997235,0,0.0746368345326741,0,0,0,0,0,0,0,-0.322111010237159,0,0,0,0,0,0,0,0,0,0,0.0309074033979798,0,0.00498190431700234,-0.0096453643865986,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0160171772393821,0.287173912447763,0,0,0,0.00793588637536111,0,-0.0454101066527835,0.0616167249407141,0,0,0.0964245046806278,0,0,0,0.161831122157995,0,0,0,0,0.0916587191323,0.0377283367033562,0,0,0,0.112727609075737,0,0,0.116518254877712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626038653618723,0,0,0,0,0,0,0
