,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X002460.SZ,X600011.SH,X600660.SH,X601898.SH,X002466.SZ,X600010.SH,X601600.SH,X600886.SH,X600362.SH,X600801.SH,X002271.SZ,X600188.SH,X600352.SH,X600795.SH,X000786.SZ,X601991.SH,X600688.SH,X000723.SZ,X002353.SZ,X600111.SH,X601992.SH,X600176.SH,X600027.SH,X600489.SH,X600516.SH,X600299.SH,X600583.SH,X600426.SH,X000898.SZ,X600160.SH,X600219.SH,X601158.SH,X000792.SZ,X000932.SZ,X600612.SH,X000883.SZ,X000553.SZ,X000401.SZ,X000709.SZ,X002080.SZ,X000630.SZ,X000818.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0602713553785235,0,0,0,0.0685700003478803,0,0,0,0,0,0,0,0,0,0,0,0.246215785746157,0,0,0,0,0,0,0.0298570061479825,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0847941354861928,0.121756415301554,0.129148451542658,0,0,0,0,0,0.0501106221885184,0,-0.00842680813482056,0,0,0,0,0.00610050817200183,0,0
X600028.SH,0.325102957829213,0,0,0,0,0,0,0,0,0,0.0249165798545492,0,0.0226373948324346,0,0,0,0,0,0,0,0,0,0.0201832250902338,0,0.103800921957814,0,0.0307296870159417,0,0,0,0,0,0,0,0.0391460815186053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208600445520801,0,0,0,0,0,0,0.0171669573599706,0,0
X601088.SH,0,0,0,0,0,0.0189974836350127,0,0,0,0,0,0,0.00632445653654807,0,0,0,0,8.67361737988404e-19,0,0.269540790520768,0,0,0,0,0,0.156173869021488,0,0,0,0,0,0,0,0,0.0540142127957871,0,0,0,0,0,0,0,0,0,0.0192963235675517,0,0,0.0809763471047067,0,0.0266163599253518,0,0,0,0,0,0,0.00156293939959054,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0244758797954751,0,0,0,0,0,0,0,0.0421413318035584,0.542824552083434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0265736513286099,0,0,0,0.0294261655073765,0,0
X600309.SH,0,0,0,0,0,0,-0.00403492305013155,0,0,0,0,0,-0.096512164741297,0,0,0,0.170596378110424,0.167649005431169,0,0,0,0,0,0,0,-0.0746500634841965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190910762051512,0,0.0915680607289281,0,-0.0186217069544444,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0391453883874071,0,0,0,0,0.0657054222241473,0,0,0,0.110158501494957,0.0942667395820709,0,0.0488621243613932,0,0,0,0,0,0,0,0,0.00996888436841632,0,0,0,0.0597246011062178,0,0,0,0,0.0553160953201499,0.280028848608298,0,0,0,0,0,0,0,0,0,0,0.0822757646984355,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,-0.0594817947929391,0,0,0,-0.0235528355995857,0,0,0,0,0,0,-0.180161196840777,0,0,0,0,0,-0.0432497483510948,0,0,0,0,0,0.966047003111521,0,0,0,0.0413752538973843,0,0,0,0,0,0,0.0678053734606705,0,0,0,0,-0.0301342398170795,0,0.0182355506483382,0.0195881649165511,0.0500106638017921,0.0134022451394583,0,0,0,0.111687434130016,0,0
X000708.SZ,0,0,0,0,0,0,-0.0467114357368428,0,-0.184100366065416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044953643047973,0,0,0,0,-0.0477754773230832,0,0.194835659400955,0.0985254998669576,0.11058151352829,0,0.317006205952809,0,0,0,0.366517650172859,0,0,0,0,0,0,0,-0.00716834990995996,0,1.0842021724855e-19,0,0,0,0,1.73472347597681e-18,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.0816676172864291,0,0,0.161198983564208,0,0,0,-0.191830223747424,0,0,0,0,0,0,0,0,0.0841448796354634,0.0142867751227641,0,0,0,0,0,0,0,0.54333388794817,0,0,0.0349882484005176,0,0,0,0,0,0,0,0,0,0,0,0.0134675665448388,0,0,0.026534303110466,0,0,0,0.065298357288045,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.03720070522264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667147608093289,0.0581906747008503,0,0,0.189227010025363,0,0,0,0.00219809057746349,0,0,0,0.0445741107869608,0.0885427042173711,-2.16840434497101e-19,0,0,0,0,0.100224291990101,0,0.0529722096083829,0,0.103214318257703,0,0.0806253037901831,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924508993370606,0,0,0,0,0,0.0411306712361448,0.0267239276766272,0,0.0980983145309126,0,0,0.0184803549144163,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.184648291693212,0,0,0,0,0,0,0.158830891658837,0,0,0,0,0,0,0,0,0,0,0,0.0246741493551109,0,0
X601898.SH,0,0,0,0,0,0.0654884070749742,0,0,0.030020944563461,0,0,0,0.00203318935404317,0,0,0,0,0,0,0.590038253276232,0,0,0,0,0.0508130237338235,0,0,0,0,0,0,0,0,0.083956674525829,0,0,0,0,0.046173938414126,0,0,0,0.0483771237177315,0,0,0,0,0,0,0,0,0,-0.00159727728412077,0,0,0,0.00365323066368033,0,0
