,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X600660.SH,X601898.SH,X002460.SZ,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X002466.SZ,X600801.SH,X600795.SH,X000786.SZ,X002271.SZ,X600352.SH,X601991.SH,X600688.SH,X002353.SZ,X600176.SH,X601992.SH,X600111.SH,X600027.SH,X600583.SH,X600426.SH,X000723.SZ,X600299.SH,X600489.SH,X000898.SZ,X600516.SH,X601158.SH,X600219.SH,X000883.SZ,X600612.SH,X000709.SZ,X000792.SZ,X002080.SZ,X000027.SZ,X000630.SZ,X600808.SH,X000553.SZ,X600486.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.00639369812062051,0,0.0194997123941135,0.0919339941510783,0,0,0,0,0,0.0182149671672815,0.0248708284749065,0,0,0,0,0,0.360747142997743,0,0,0,0,0,0.00697216014517535,0,0,0.0257495955172267,0,0,0,0,0,0,0.14287114946177,0,0,0.0796736907146065,0,0,0,0,0,0,0,-0.0072846136516709,-0.00302215172363139,0,0,0,5.42101086242752e-20,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0169133232261341,0,0,0.0255292503091432,0,0,0,0,0,0.0371513184806895,0,0,0.0505335974167536,0,0,0,0.397498535965046,0,0,0,0,0,0,0,0,0.0185768302867083,0,0,0,0,0,0,0,0,0,5.11867318306042e-05,0,0,0,0,0,0,0,0,-0.000153983856312949,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0313770995709159,0,0,0,0.0333424324780087,0,0.0125229376020154,0,0,0,0,0.335768612472145,0,0.0316053512760782,0,0,0,0,0,0,0,0,0,0,0,0.0755375433226408,0,0.0789811858908259,6.93889390390723e-18,0,0,0.00445680399401124,0,0,0,0,0,0,0,0,0,0,0.0503202125304118,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0818308882370457,0,0,0,0,0,-0.0344614427105813,0,0.00670950944845547,0,0,0,0,-0.0443640862664136,0.36679651098433,0,0,0.0255374134344882,0,0,-0.0375974751129161,-3.46944695195361e-18,0,0,0,0,0,0.155101581859619,0,0,0,0,0,0,0,0,0,0,0,0.124691437083362,0,0,0,0,0,0,0,0.0308402013539901,0,0,0,0,0.0736282549021229,0,0
X600309.SH,0,0,0.160341677530363,0.0408040155184524,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0246150021750338,0.0343422709825112,0,-0.0411392880653718,0.224227789210801,0,0.0545916821206753,0,0,0,0,0.0108042620688427,0,0,0,0,0,0,-0.252647895457524,0,0.0365048669977511,0,0.15758254399102,0,0,0,0,0,0,0.0907772566242608,0,0,0,0,0,0,0,0.000759132730818431,-0.0324326062153406,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0253632850796308,0,0,0,0,0.0471568411589138,0,0.0841871739624593,0.19227106317565,0,0,0,0,0,0,0,0,0,0,0.0161942998253908,0.0678056630995409,0,0,0,0.019288255896876,0,0,0.362700696315824,0,0,0.0326727639251529,0,0,0,0,0.0433728527557195,0,0,0,0,0,0,0,0,0.00116404376660915,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0457118249075721,0,0,0,0,-0.0517116298395689,0,0,0,0,0,0,0,0,0.0507055881226253,0.0364114144556386,0,0,-0.20699529846283,0,0,-0.0202369998931475,0,0.878382790367112,0,0,0,0,0,0.180799912899683,0,0.0377892778065133,-0.0390876059730381,0,0,0,0,0,0,0,0,0.00796134569334803,0,0,0,0.0141461203995464,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.175689977592628,0.0655103326885856,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.293121476387068,0,0,0,0,0,0.0046647193603908,0,0,0,0,0.0643172750052171,0,0,0,0,0,0,0,0.0730068558471552,0,0,0,0.118399016503571,0,0,0,0,-0.00639911833580481,0,0,0,0.0263844932517807,0,0
X000708.SZ,0,0,0,0.12152817501369,0,0,0,0,0,0,0,-0.179040387431579,0,0.24836049707998,0,0,0,0,0,0,0.0377949177487135,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.295185229450107,0.35498393087148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206280790147668,0,0,-0.0713690950075268,0.107535750333964,0,0,0,-0.0123295306635012,0,0
X600660.SH,0,0,0,0,0,0.195334344258372,0,0,0,0,0,0,0,0,0,0.105892988580699,0,0,0,0,0.264133052472169,0,0,0,0,-0.0779270351705267,0,0.0287358423880193,0,0,0,0,0.101896562204246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0523720331283193,0,0,0.0902307441217444,0,0,0,0.0948711526541138,0.354084688173241,0,0,0,0,0,0,0,0,0,0.0158385498086514,0,0,0,0,0,0.133839372946355,0.174427371634378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0197635887163239,0.0499255052042677,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843646106477213,0,0,0,0,0,0,0,0,0,0,0,0,0.404780327488809,0,0.0641125861702853,0.11411562259682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0496209055288531,0,0,0,0.0267114342980339,0,0,0,0,0.0656698883335993,0,0
X600886.SH,0,0,0,0,0,0,-0.180690863516785,0,0.0536067578858838,0,0.226924245520203,0,0,0,0,0,0,0,0.171703647627282,0,0,0,0,0,0,0,0.0937074679994742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124265572496529,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0092356419041244,0,0,0,-0.0163481279555784,0,0
X600010.SH,0,0,0,0,0,0.0962726523985267,0,0,0.100792553931412,0,0.108542780223397,0.128313598464462,0,0,0,0,0,0.0355626751838749,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.252116875196849,0,0,0,0,0.00983194041152884,0,0,0,0,0,0,0,0.0421292867052947,0,0,0,0,0,0,0,0,0,0,0,0.000680238416475504,0,0,0,-2.16840434497101e-19,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00160486182630941,0.0453847979625257,0,0,0,0,0,0,0.252152278985556,0,0,0,0,0,0,3.46944695195361e-18,0.0482735075969279,0,0.259822651512733,0.181608095322023,0,0,0,0.0967560251693047,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.204652184740118,0,0,0.00160660877032058,0,0,0.10196655476615,0,0,0,0,0.179839810463308,0,0.0184364738720941,0,0,0,0,0,0,0,0,0.0167350156572423,0,0,0,0,0,0,0,0,0,0,0.0192542550790387,0,0,0,0,0.196884494535989,0,0,0,0,0,0,0,0,-0.03932252706788,0,0,0,0.0233254942916297,0,0
X600188.SH,0,0,0.246763684776084,0,0,0.118148213660757,0,0,-0.0517445383370532,0,0.313778723952519,0,0,0.0420534276754433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166549274319492,0,0,0,0,0,0,0,0,0,0,0,0,0.208636322146238,0,0,-1.38777878078145e-17,0,0,-0.000313753707411893,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.153006655486892,-0.44174356897763,0.0475747245113549,0,0.09804158088577,0,0,0.633206470240861,0.325361089130635,0,0,-0.264670462006824,0,0,0,0,0,0,0,0,0,0,-0.000459901917622015,0,0.267725660457878,0,0.0288210836995429,0.0134919940549945,0,0,0,0,0,0,0,0.347077254767803,0,0,0,0,0,0,0,0,0,0,0,0.0443907720917205,0.0413598388557868,0,0,0,0.122149055997008,0,0
X600801.SH,0,0,0,0.333831170109616,0,0,0,0,-0.180921720160958,0,0,0,0,0,0,0,0.2616043927747,0.136977566037367,0,0,0,0.331893307156689,0,0,0,0,0,0,0,0,0.0220831382927889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0612818552564669,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.088778431163773,0,0,0.111448711329296,0,0,0,0,0,0,0.0436939243860271,0,0,0,0,0,0.016210234297008,0,0,0,0,0,0.181754259397154,0,0,0,0,0,0,0,0.0688773704948439,0,0.0360723886410927,0,0,0.188082599194938,0,0,0,0,0,0,0,0,-0.0313510702664212,0,0,0,0,0,0
