,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600362.SH,X600352.SH,X600886.SH,X600188.SH,X600795.SH,X000723.SZ,X600111.SH,X600801.SH,X601992.SH,X600027.SH,X000898.SZ,X600489.SH,X002271.SZ,X600176.SH,X600516.SH,X000709.SZ,X002460.SZ,X000786.SZ,X002466.SZ,X000629.SZ,X600299.SH,X000883.SZ,X600219.SH,X601158.SH,X000553.SZ,X600808.SH,X000630.SZ,X600985.SH,X600583.SH,X000401.SZ,X000027.SZ,X600426.SH,X601699.SH,X600339.SH,X000825.SZ,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0383584551004598,0,0,0,0,0,0,0,0,0.0465488391271771,0,0.00836192138762813,0,0,0,-0.0163595085962008,-0.00574560542198755,0,0,0,0,0,0,0,0,0,0,0,0.0467634373389914,0.0366253109329337,0.0395285729680341,0,0,0,0,0,0,0.0699973907331369,0.0997837276747309,0,0,0,0,0,0,0,0,-0.000629028407303385,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0295860618662641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252668556531039,0.0367578992512257,0,0,0,0,0,0,0,0,0,0,0,0.0271077865539217,0,0,0,0.0188047363155372,0,0,0,0,0,0,0.127866619924108,0.00813334677475928,0.136275690368363,0,0,0,0,-0.0207202743242411,0,0,0,-0.00707760932371988,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0189231500804531,0,0.140793347512879,0.022402259149695,0,0,0,0,0,0,0.250544673117297,0,0.00817281138803564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0209264575691742,0,0,0,0.0310579402965679,0,0,0,0,-0.00722907878570961,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.110905774631206,0,0,0,0,0,0,0,0,0,0,0.117752647303859,0.0816834459217939,0,0.00242921640938411,0,0.360819560933098,0,0,0,0,0.0100436499923039,0,0.0168160358959972,0,0,0,0,0.029286439088327,-0.047527580121956,0,0,0,0.0115207074575887,0,0,0,0,0.0610435469242618,0,0,0,0,0,0,0,-0.0145370864858843,0.00374079805261963,0,0,0,0.00707238066537209,0,0
X600019.SH,0,0,0,0,0,0.0280739341638098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706274934567671,-0.0158490882309019,0.187667939417338,0,0,0,0,0,0,0,0,0,0,0,0,0.0682145442195106,0,0,0,0,0,0,0.12642032611152,0,0,0,0,0,0.0226837086516088,0.030048938350524,0,0,-0.0136761672301666,0,0,0,0,0.00665783168125219,0,0
X600309.SH,0,0,0,0.635128716596492,0,0,0.147894495963372,0.129327959952564,0,0,0,0,0,0,0,0.112978943920668,0,0,0,0.032801045057912,0,0,0,0,0,0,0,0,0.266329926675544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104381542408528,0.171959136624604,0,0.0876498377899697,0,0,0,0,0.0117785245810037,0,0,0,0,0.0837500080356735,0,0
X600011.SH,0,0,0,0,0,0.0351174185013282,0,0.0833949209306307,0.0917312780626569,0,0,0,0,0,0,0.0634324842036477,0.0612979223450052,0,0,0.0278195430008581,0,0,0,0.188612525972174,0,0,-0.18681800580703,0,0,0,0,0,0,0.296689298758703,0.0230398095008054,0,0,0,-0.0635112481033606,0,0,0,0,0,0,0,0,0,0,0,0.0474056842172931,0.0127350747635096,0,0,-0.247020058386804,0,-0.0029380737290537,0,0
X600547.SH,0,0,0,0,0,0,0.104453327216531,0,0,0,0,0,0,0,0,-0.0200086309902428,0,0,0,-0.0266374863448757,0,-0.0971666736067656,0,0,0,0.848760327799785,0,0,0,0,0,0,0,0,0.112980252135625,0,0,0,0.156616834301205,0,0,0,0,-0.128235868729987,0,0,0,-3.46944695195361e-18,0,-0.0307254427763625,0,-0.0116988575877355,0.113148435977085,0,0,0,-0.00699167352475554,0,0
X600010.SH,0,0,0,0,0,0,0.247532945168285,0,0,0,0,0,0,0,0.445631280009162,8.67361737988404e-19,0,0,0,0.061281105125419,0,0.0359168077938892,0,0,0,0,0,0,0,0,0,0,0,0,0.171287054808352,0,0,0,0,0,0,0.0285290320165868,0,0.0611829207813977,0,0,0,0.00409387751103342,0,0,0,-0.0019510705658592,0,0,0,0,-0.0107058520633023,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.207011907149776,0,0,0,0,0,0.248952263623697,0,0,0,0,0.0203076563095728,0,0.0465325117102308,0,0,0,0,0,0,0.00109082001592229,0,0,0,0,0,0,0,0,0,0,0,0,0.00431643249007635,0,0,0,0.20965812659404,0,0,0,0,0,-0.0338613103540138,-0.0136011892634846,0,0.024964904154394,0,-0.0443804396975955,0,0
