,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X000786.SZ,X601600.SH,X601898.SH,X600176.SH,X600010.SH,X600362.SH,X600489.SH,X600352.SH,X601991.SH,X600111.SH,X600188.SH,X600426.SH,X600027.SH,X600795.SH,X600299.SH,X600688.SH,X002466.SZ,X601992.SH,X002080.SZ,X002353.SZ,X600529.SH,X600219.SH,X600486.SH,X000301.SZ,X600612.SH,X600315.SH,X000027.SZ,X000723.SZ,X000932.SZ,X000959.SZ,X002075.SZ,X600126.SH,X002409.SZ,X600516.SH,X601158.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0505238051038998,0.0123664455649106,0,0,0.176249635843084,0,0,0,0,0,0,0,-0.00980221059346622,0,0,0,0,0,0,0,0,0,0.124340872103173,-0.0294434826865612,0,0,0,0,0,0,0.0456486106093677,0,0,0,0,0,0,0,0,0,-0.0045912173380999,-0.00605364313092702,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202894797486621,0,0,0,0.0189557121140231,0,0,0,-0.00406825325303884,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.143878980871442,-1.73472347597681e-18,0,0,0,0,0,0,0.0498199225202139,0,0.0228968738575822,0,0,0,0,0,0,0,0.002820488275942,0.00603531116802591,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203832247973571,0,-4.33680868994202e-19,0.0498942228092647,0.067685706085278,0,0,0,0,0,0.0221662518307009,0.103775104264438,0,0,0,0,0,0.020082686646454,0,0,0,0,0.161783539013208,0,0,0.0626538890167148,0,0,0,0,0,0,0,0,0,0,0,0,0.00604586727680629,0.00280601216495012,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.137334754095535,0,0,0,0,-3.46944695195361e-18,0,0.0602342694971197,0,0,0,0.0606847333377264,0,0,0.121789103382684,0,0,0,0,0,-0.0238781463838443,0,0,3.46944695195361e-18,-0.0115107940361378,0,0,0,0,0,0,0.0766605745084394,0,0,0,0.0620084996253682,0,0,0,0,0,0.00158724515304662,0.00786367688241093,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0883446358118132,0,0.0697520861187929,0,0,0,0,0,0,0,0,0.0979966170532044,0.0172069192269004,0,0,0,0,0.110452936439079,0,0,0,0,0,0,0,0.0514677558249779,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0741407574171924,0,0.0827362379740247,0,0,0,0,0.00412258028115186,-0.0254875470564169,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.122733325580675,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.6540111637466,0.0894733098997027,0,0,0,0,0,0,0.0540514086735477,0,0,0,0,-0.0586808715849121,0.0200241453345994,0,0,0,0.0266017593925976,0,0,0,0,0.0131103196060846,0,0,0,0,0,0,0,-0.00110567171280595,-0.00995277657345596,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149439505503272,0,0.0681421546798463,0,0,0,0,0,0,0.113726162470252,0,0,0,0,0,-0.00726938071067729,0,0,0.0588554880197563,0,0,0,0,0,0,0,0.0729795645840524,0,0,0,-0.0441372103159195,0.0576140261494484,0,0,0,0,0,-0.000520593215176493,0,0,0,0,0,0
X000708.SZ,0,0,0,0,-0.0825050306882282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0974947870115337,0,0.12572216911085,0,0,0,0.261951137239031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179257196606793,0,0.0125512477003524,0,0.141022444241596,0,0,0,0,0,0.00388365446434054,-0.00930441462070247,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.140246768678946,-0.011896871591346,0,0,0,0,0,0.0731761434176492,0,0,0.139077809060472,0,0,0,0,0,0,0,0,0.275292813493734,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0238530936182144,0,-0.00640544318811065,0.0690305374437028,0,0,0,0,0.0794145594678972,0.114593282289605,0,0.0186540062679567,0,0,0,0,-0.00815260409477321,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0366536754418471,0,0,0,0,0,0,0.0863847936455279,0,0,0,0,0.0896637020861432,0,0,0,0,0,0,0.403565447449465,0,0,0,0.0368515204527913,0,0,0,0,0,0,-0.388014565134269,0,0,0,0.266629480191581,0,0,0.0325987288601042,0,0,0,0,0,0,0.0318081332588259,-0.00366300215283966,0,0,0,0.098175603782641,0,0
X600660.SH,0,0,0,0,0.403674271647837,0,0,0,-0.194801628223472,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0223252133189379,0.227055727587299,0,0,0,0,0,0,0,0,-0.0653546632706295,0,0,0,0,0,0,0,0,0,0,0,0,0.105259725078837,0.165707144562991,-0.0466587154261483,0,0,0,0,0,0.0227770987435786,0.00469617890439846,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.124870461130488,0,0,0,0.10241353817325,0,0,0,0,0,0,0,0,0,0,0,0,0.10511620413311,0,0,0,0.136890440946471,0,0,0,0,0.350231478672682,0,0,0.0463719081162132,0.0421336028616783,0,0,0,0,0.193160525917311,0,0,0,0.0922946242530223,0,0,0,0,0,0,0,0.0301111144661867,0.0054197225605855,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0197918966309128,0,0,0,0,0,0.145841106273622,0,0,0,0,0.231548624240657,0,0.0525280680711639,0,0,0.100222127750157,0,0.289091158262451,0,0,-0.0131182194428998,0,0,0,0,0,0,0,0.0473140370868342,0,0,0,-0.0148395932932895,0,-0.05298351180187,0,0,0,0,0.022372828892531,-0.00654285612980945,0,0,0,0,0,0
X600801.SH,0,0,0.290169574091448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284757751355953,0,0,0,0,0,0.0172389363777185,0,0,0,0,0,0,0.012352133922691,0,0,0,0.0796851952339605,0,0,0,0,0,0,0,0,0.00607258618960652,0.140027312122907,0,0,0.013346606222418,0,0,0,-0.00398678188671639,0.0248172110598752,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0.125442119217054,0,0,0,0,0,0,0,0,0,0.14390072850026,0.0526960569032178,0,0,0,0,0.0130402752273169,0,0,0,0,0,0,0.00872498962104385,-0.0944125179390312,0,0.167236350185478,0.0323252815666472,0,0,-5.42101086242752e-20,0,0,0,0,0.181934709654863,0,0,0,0,0,0,0.0114270745051638,-0.0124793845044516,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0586387992968974,0,0,0,0,0,0,0,0,0,0,0,0.126009931434902,0,0,0,0,0.375383152204956,0,0,0,0.0217405983615305,0,0,0,0,0.101186738787379,0,0.170759037075463,0,0,0,0,0,0,0.0687707580478826,0,0,0.0296360964590781,0,0,0,0,0,-0.00698928390110116,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0118845628652134,0,0,0,0,0,0,0,0,0,0,0,0,0.068209426798498,0.0455267210571284,0,0.370399234212585,0.0635910049707844,0,0,0.024185469038772,0,0,0,0,0.0732953017520984,-0.0297358505500247,0,0,0,0,0,0,0,0.0447511215826364,0.00444956770559605,0,0,0,0,0,0,0,-0.00859577462325046,-0.00242635939924364,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.0400417534425507,0,0.115380781798745,0,0,0,0,0,0,0.0181321430588873,0,0,0,0,0,0.097849442357952,0.166471146850764,0,0,-0.0434914320943472,0,0,0,0,0,0,-0.0253247725748568,0,0,0.159095443886418,-0.058810243962448,0,0,0,0,0,0,0,0.104760542472716,0,-0.0307328072855703,-0.0001019984159525,0,0,0,0,0,0,-0.0128200778301164,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.168912360196966,0,0,0,0,-8.67361737988404e-19,0,0,0.13496045036016,0,0,0,0,0,0.048341662820334,0,0,0,0,0,0,0.0905681203724981,0,0,0,0,0,-0.0685071871050248,0,0,0,0,0,0,0,0.0180384288034068,0.153281954235569,0.0667882205151484,0.00231044883225489,0,0,0,0,0,0.0211401686957379,0.00769966221794987,0,0,0,0,0,0
X600362.SH,0,0,0,0,0.0393532669402179,0.254257166025277,0,0,0,0,0,0,0,0,0.00442144148056516,0,0,0.0422868978239171,0,0,0,0.151490310276343,0,0.0674164626379739,0.361984792420727,0,0,0,0,0,0,0,0,0,0.0417485117718085,0,0,0,0,0,0.0129720575669088,0,0,0,0,0,0.0241173981958925,0,0,0,0,0,-0.0137614055948847,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.852336287724699,0,0,0.0153951976080007,-0.0394281755823341,0,0,0,0,0,0,0,0.0294212360092471,0,0,0,0,0,0.0339990381792796,0,0,0,0,0,0,-0.0733187410527194,0,0,0,0.0120886742335199,0,0,0,0.207494485028567,0,0,0,0,0.0237706009961553,0,0,0,0.0773802351713258,0,0,0,0.0212923968743923,-0.00103888771093595,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0.0572011785765459,0,0.146148698370328,0.0560582804950756,0,0,0,0,0.342623719380092,0,0,0,0.170228202908139,0,-0.112965265829692,0,0,0,0,0,0,0,-0.0379942891389314,0,0,0,0,0.169581406252554,0,0,0,0,0,0,-0.0189037127393096,-0.0207780164440975,0,0,0,0,0.0113224288064337,-0.021540083016697,0,0,0,0,0,0
X601991.SH,0,0,0.0568684471347333,0,0,0,0,0,0.0884155706959419,0,0,0,0.0783801891325823,0,-0.0379372154870607,0.186339483838963,0,0,0,0,0,0,0,0.104493833068208,0,0,0,0.214157568517153,0.0205645978147266,0,0,0,0,0,0,0.0263480235987274,0,0,0,0,0,0,0,0,0.00601444932947785,0,0.0242648268252634,0,0,0,0,0.0119068695567105,-0.0127303378544385,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0272226496639647,0,0,0,-0.065995581078634,0,0,0,0,0,0,0,0,0,0.280665003203111,0,0.37879279784452,0,0,0,-0.0344479499927424,0,0.083028162639129,0,0,0,0,0,0,0,0,0,0,0,-0.108200254452399,0,0,0,0.155900616333495,0.0645504604024378,0,0,0,0,0,0,0.0285959590381038,0.0117761642158026,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.193374876328344,0,0,0,0,0,0,0,0.142213741841329,0.0874894019207991,0,0,0.265979827400021,0,0,0,0.00502731873237905,0,-0.0317365915642602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0375763621808888,0.0551063878450478,0,0,0,-0.0121613066767197,-0.00450974353736974,0,0,0,0,0,0
