,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X600585.SH,X002460.SZ,X000792.SZ,X601898.SH,X600011.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X000877.SZ,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X002271.SZ,X601991.SH,X600426.SH,X600027.SH,X600803.SH,X600176.SH,X000983.SZ,X600362.SH,X000408.SZ,X601699.SH,X000786.SZ,X000723.SZ,X600096.SH,X000629.SZ,X600348.SH,X600219.SH,X600995.SH,X600141.SH,X000933.SZ,X600160.SH,X600157.SH,X002353.SZ,X600801.SH,X600985.SH,X300073.SZ,X002080.SZ,X600378.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.0124219134498369,0,0,0,-0.0177457156646998,0,0,0.0496895873420719,-0.0270833142682394,0,0,0,0.0901556576056195,0,0,-0.0305764508832356,0,0,0,0,0.0513522650871776,0,0,0.257665223904924,0.0219822681298864,0,0,-0.0197347376917062,0,0,0,0,0.00821132058493755,0,0,0,0,0,0,0,0.0269905854477281,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.236808473323615,0.158402569453362,0,0,0,0.412287211293335,0.110595399390521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1585854351481,0,0,0,0,0,0,-0.147599345426392,0,0,-0.122444694531877,0,0,0,0,0,0,0,0,0,0,0,0,0.0164430545709265,0.0191789791565333,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0233758267481306,0.0181470480378147,0,0,0,0.0275979717169493,0,0,0,0,0,0,0,0,0,0.00914253601326769,0,0,0.0157697271271353,0,0,0,0,0.0911175937422053,0,0,0.0612853648139338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00959505728213905,0.00620793894347072,0,0,0,0,0,0
X600309.SH,0,0.0991802772255452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194677694490258,0,0,0,0,0,0.0476787255125464,0,0,0.02176186650033,0,0.0399423478268513,0,0,0,0.0470145362643095,0,0,0.0168140782473006,0,-0.049980510001722,-0.00456706948459112,0.0686312343914522,0,0,0.101369584230213,0.0468136788911448,0,0,0.0607690839996654,0,0,0,0,0,-0.0375831995716262,0,0,0,0,0,0,0
X600188.SH,0,0.115637827781316,0,0,0,-0.0113065743235792,0,0,0,0.608379478920951,0,0,0,0,0,-0.021788021655717,0,0,0,0,0,0,0,0,0,0.0196916361011736,0.123641803710783,-0.0232959909114946,0.0818101325032925,0,0,0,0,0,0,0.0425000305273546,0.0320352251703861,0,0,0,0.064148651350779,0,0,0,0,0,0,0,0,0,0,-0.153644611553159,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.655997770716033,0.0818685409682332,0,0,0,0.0293296425004498,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.26909069783808,0,0,0,0,-0.182745257964971,-0.011426432570113,0,0,0.144013507925149,-0.0765071634904656,-4.33680868994202e-19,0,0.147096402537735,0,0,0,0.0345443809992248,0,0,0,0,0.0192461507118847,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843703289120606,0,0,0,0,0,0,0.0518061930103408,0,0.0209928682966496,0,0,0,0.0095489018822707,0,0,0,0,0,0.0500621632891497,0,0,0,0.397641584838244,0,0,0.0580334597377273,0,0,0,0.0523807660197519,0.0104440516670057,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.373271501596855,-0.161097029558133,0,0,0,0,0,0.123877344677764,0,0,0,0,0.0533208473172215,0,0,0,0,0,0,0,0,-0.171142225530349,0,0,0,0,0.0552356864088825,0,0,0,0.0736678673350736,0.0634969408444697,0,0,0.0989133922791765,0.106935899978152,0,0,0,0,0,0,0,0,0,0,0.0287603602103401,-0.0793781836742027,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.264237038500331,0,0,0.158016829856998,0,0,0,0,0,0.0412570699276108,0,0,0,0.047062196912803,0,0,-0.00486436316612313,0,0,0,0,0,0.10769838065593,0.25916072945044,0,0,0,0,-0.0135039612596909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00132263243451421,0,0,0,-0.0327566745250122,0,0
X601898.SH,0,0.0894846024861916,0,0,0,0,0,0,0,0,0.0335049412454979,0,0,0,0,0,0,0,0,0,0,0.0310082365120405,-0.0988186337496592,0,0,0,0,0,0.327757484104789,0,0,0.000610510035669948,0,0,0.130318073834969,0,0,0.0979087903087304,0,0,0,0,0,0.221770741774213,0,0.0870687397353379,0,0,0,0,0,0,-0.018327342335765,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,-1.73472347597681e-18,0,-0.00880995216701715,0.299995845333056,0,0,0,-0.0425260294137228,0,0,0,0.151903925246843,0,0,0,0,0.148236235386971,0,0.105747845888896,0,0.461012891048545,0,0,0,0,0,0,0,-0.282931977365602,0,0.00569862892417953,0,0,-0.206547343749268,0,0,0,0.308513283284436,0,0,0,-0.156904519433644,0,0,0,0,0,0,0,0,0,0,0,0
