,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X600011.SH,X600188.SH,X600547.SH,X601898.SH,X601600.SH,X600660.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600886.SH,X600010.SH,X600111.SH,X000301.SZ,X002271.SZ,X000708.SZ,X600426.SH,X000877.SZ,X600362.SH,X600795.SH,X600176.SH,X600803.SH,X600489.SH,X600027.SH,X000786.SZ,X601991.SH,X000807.SZ,X601699.SH,X000983.SZ,X600160.SH,X000630.SZ,X000932.SZ,X002080.SZ,X600219.SH,X300037.SZ,X000408.SZ,X000933.SZ,X000629.SZ,X600612.SH,X000539.SZ,X600688.SH,X600157.SH,X600096.SH,X000723.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.990125302209573,0,0,0,0,0,0,0,0,-0.0162848350081954,-0.330433432096161,0,0,0,-0.0276427787126672,0,0,0,0.0813928069093631,0,0.0474494744283422,-0.0355592264813371,0,0,0,0,0.203956925307432,0,-0.0317662254575214,0,-0.0483357692677101,0,0,0.0773556544848087,0,0,0,0,0,0,0,0.112506864574877,0,0,0,0.204075434784763,0,0.0620614770394625,0,0,0,-0.0120233465499043,0,0,0,0,0,0
X600028.SH,0.592925932028782,0,0,0,0.202694475853414,0,0.00128116830315765,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180340596054698,0,0,0,0,0,0,0,0,-0.0868601698290573,0,0,0.132705523527949,0,-0.0202461716449162,0,0,0,0,0,0,0,0.0345935413232509,0,0,0,0,-0.185667848111828,0,0,0,0,0.0314926186036168,0,0,0,0,0,0
X601088.SH,0,0.0717537875387199,0,0,0,0,-1.38777878078145e-17,0.224344754047707,0,0,0,0,0,0,0,0,0,0.0721584868100443,0,0.0935130419968807,0,0.183357962834863,0,0,0,0,0,0,0,0,0,0.0368881315640016,0,0,-0.207790753527293,0,0,0,0,-0.0171977242963179,0,0.0281955225851667,0,0,0,0,0,0,0,-0.0173765074591598,0,0,0.0282228259268264,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180444858926123,0,0,0,0.0455311019921686,0.155541848250896,0,0,0,0,0,0,0,0,0.00665338051135055,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00528450791036813,0,0,0,0,0,0,0.0469266945006977,0,0,-0.00975671710755228,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0441040649856009,0.072630708722757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884676012662565,0,0,0.234692393286721,0,0,0,0,0,0,0,0.10045131595001,0,0,0,0,0,0,0.121184064195457,0.132140348458188,0.0470941699682694,-0.264672429325818,0,0,0,0,-0.192108950345068,0,0,-0.0290243306355576,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.160829403059089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248543193555908,0,0.210048025732633,0.104031396978988,0,0,0,0,-0.0361641768593321,0,0,0,0,0.198290031977302,0,-0.0248900875039559,0,0.0851266979163483,0,0,-0.135394837658109,0,-0.0134033192651111,0.0273146172161723,-0.0371391932031559,-0.0314302280208122,0,0,0,0,0,-0.03550783102925,-0.00750125670909757,0.0434825429300419,0,-0.15105493306917,0,0,0,0
X600011.SH,0,0.389766888660341,-0.34731814562951,0,0.185018175288189,0,0,0,0,0,0,0,0,0,0,0.46921183876689,0,0,0,-0.0947732170886175,0,0,-0.0521826382360295,0,0,0,0,0,0.457795238116396,0,0,-0.0449350896420993,0,-0.147670311828616,0,0,-0.118360832940211,-0.0943011699964753,0,0,0,0,0,0,0.0775048098531259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0.706752010004851,0,0,0,0,0,-0.28658251599337,0,0.162633260474839,0,0,0,0,0,0,0,0,-0.0639631558953253,0,0,0,0,0,0,0,0,0.0177174603466089,0,0,0,0.328248807422922,0.0407603091490831,0,0,-0.138355595846035,0,0,0,0,0,0,-0.225520165237691,0.0137072944699082,0,0,0,0.105868221984108,0.017947090943457,0,0,0.021376465866573,0,0,0,0,0,0
X600547.SH,0,0.154016179690134,0,0,0,0,0,0,0,0,0.0443763039356641,0,0,-0.105233061039837,0,0,0,0,0,0,0,0,0,0,0,0,0.0611670727307074,0.784574096343013,0,-0.137011875386793,0,0,0.064546795674839,0,-0.0637453103888507,0,0.143281212015674,0,0,-0.0145511118562395,0,0,0,-0.00250108236066251,0,0,-0.317317180851265,0,-0.0834552264421083,0.0826575105560911,0.0406914298006457,-0.0683016813220168,-0.00779520390782596,0,0,0,0,0,0
X601898.SH,0.090619026314238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0508130360332485,1.73472347597681e-18,0,0,0,0.147750688687114,0,0,0,0,0,0.30833720520208,0.0457213677787426,-0.0763196921054244,0.151406091353531,0,0.0690266465622323,0,-0.115324320079256,0,0,0.0717020211090782,-0.00250984215226801,-0.011912354094619,0,0,0,0.0538987342565393,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-0.0459357727929133,0,0,0,0,0,0,0,0,0,0,0.131806617224338,0,0,0,0,0,0,0,0,0,0.0488157096584851,0,0.0694271651470416,0,0.338892713333118,0,0,-0.185582560625881,0,0,0,0,0,0,0.30871178089982,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.0297565991868292,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.0183933654388212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210681587297878,0,0,0,0,0,-0.100527954772313,0.0811379999067763,0,0,0,0,0,-0.0292672696199177,0,0,0,0,0.00338060555139662,0,0,0,0.126933270553922,0,0,0,0,0,0.0581517821620648,0,-0.0855634409057692,0.0408941179740422,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226240998563812,0,0,0.010218686340202,0.0312156139554654,0,0.0304548699411944,0,0,0,0,0,0.0208757217858534,0,0,0,0,0,0.0603258479147278,0,0,0,0,0.197405626995205,0,0,0,0.044646735060294,0,0.0200051102196817,0,0,0,0,0,0,-0.072594522493312,-8.67361737988404e-19,0,0,0,0,0,0,0
X002466.SZ,0.150128632137323,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.617602977724526,0,0,0,0,0.0210380752818724,0,0,0,0,0,0,0,0,0,0.0782123429360978,0,0,0.117437051530758,0,0,0,0,0,0,0,0,0.0411149552017505,0,0.054606329736767,0,0,-0.00668208998168465,0,0,0,0,0,0.0205520368174295,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0124322685199699,0.826908992608196,0,0,0,0,0,0,0.000368831679924062,0,0,0,0,0,0,0,-0.0873842947145308,-0.0950932145082861,0,0,-0.0423195479208131,0,0,0,0,0,0,0.166776689575019,0,0,0,-0.00631564159195332,0,0,0,0,0,0,0,-0.0753596379257679,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.25972638969792,0,0,0,0,0,-0.566434397650447,0,0,0,0,0,0.464755156089055,0.0617017393461596,0,0.165609935780384,0,0,0,0,0.284828047712412,0,0.0795020084992141,0.0681852197086614,0.00845945339784061,-0.191776030822328,0,0,0.0188702254466814,0,0,0,0,0,0,0,0,0,0,0,0,-0.218127592162479,0,0,0,0.115207787186756,-0.0860456873190259,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0257303598097738,0,0,0,0,0,0,0.109251884158013,0,0,0,0,0.296448973588397,0,0,0,0,0,0,0,0,0,-0.00111120356478697,0.0764804821637372,0,0,0,0.0198457517047593,0,0,0,0,0,0,0,0,0,0.173566910841645,0,0,0,0,0,0,0,0,0,-0.00977311812930654,0,0,0,0,0,0
X600111.SH,0,0,0,0.0753525042436035,0,0,-0.0596587630161561,0,0,0,0.179404121930563,0,0,0,0.105793959925317,0,0.248607839674558,0,0,-0.0835155804232634,0,0.135331074770517,0,0,0,0,0,-0.0411418671856609,0,-0.0475256207016387,0,0,-0.035422489259599,0,0,0,0,0,0,-0.0187529887874387,0,0,0.460896919484256,0.0294628868567439,0.0238460287210439,0,0,0,0,0,0,0.0187489399882919,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0.00818114113275081,0,0,0,0,0,0,0.231829161522444,0.0903518086975817,0,0,0,0,0.118665814446418,0,0,0,0.251716442105943,0,0.0569166809902546,0,0,0.137777847244196,0,0.100801749661519,0,0,0.0266017382539612,0,0.118955061249823,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0665479283834907,-0.0759812755086344,0,0,0,0,0,0
X002271.SZ,0.167177099591653,0,0,0,0.277783749235025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255604910693949,0,0,0,0,0,0,0,-0.0526656390675599,0.524249177984863,0,0,0,0,-0.111152957839185,0,0.0772251326752176,0,0,0,0,0,-0.295314063959453,0,-0.0587079780333744,0,0.16664625947691,0,0,0,0,0,0.126994985783073,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.150113686521688,0,0.0754848271497515,0,0,0,0,0,0,0,0,0,0,0.153106426349988,0.238130217156096,0,0.0176311213528349,0,0,0.238556792310358,0.103505836292699,0,0,0,-0.234519689444122,0,0.010572754357565,0.101099979216649,0,0.0185858884440611,0,0.193953735127122,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.144659781500275,0,0.0433378840663948,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,-0.0146621840839844,0.413474092329432,-0.0631276079049791,0,0,0,0,0,0,0,0,0,0,0.117316903212177,8.67361737988404e-19,0,-0.166007200678327,0,0,0,0,0,0,0.236069603224034,0,0,0,-0.0229772133838163,0.0588392610193663,0.163375361728802,0,0,0,0,0,-0.00249295939440873,0.0598075052931268,0,0.122758607761851,0,0,0,0,0,0,-0.0251065278366993,0.0552183443298565,0.24267214253005,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101237536257204,0,0,0,0,0.0894556462995625,0,0,0.14434034246123,0,0,0.126681133214156,0.0162478906768877,0.101535629521473,0,0,0,0,-0.0738522490501755,0,0,0,0,0.0644261574098586,0.158478054663616,0,0,0.0376661001437365,0,0,0,0,0,0
X600362.SH,0,0.0546573059114949,0.0560806493756085,0,0,0,0,0,0.133153193539205,0,0.0899707511100341,0,0,0,0,0,0,0.079550875602511,0.0897339080343317,0,0,0,0,0,0,0,0.00714424852155529,0,0,0,0,0,0,0,-0.0461292952164094,0,0,0,0,0,0,0.0278341847499269,0,0,0,0,0,0,0.13692504946802,0,0,-0.00771322664831813,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.221066511019065,0,0,0,0,0,0,0,0.0561906357502657,0,0,0,0.121743344254321,-0.0163864402966245,0,0,0,0,0,0,0.000103605182829773,0,0.0222403315439936,0,0,0,-0.00407363176552156,0,-0.0265126887805808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820715860363384,0.257103370983707,0,0.019158042414533,0.0609835609080193,0,0,0,0,0,0
