,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X601600.SH,X600547.SH,X600688.SH,X600362.SH,X600795.SH,X600188.SH,X300072.SZ,X600157.SH,X601991.SH,X600027.SH,X600111.SH,X601992.SH,X600886.SH,X600660.SH,X600309.SH,X000898.SZ,X600489.SH,X600299.SH,X601158.SH,X002466.SZ,X000709.SZ,X000792.SZ,X000723.SZ,X002075.SZ,X000959.SZ,X600583.SH,X000408.SZ,X000630.SZ,X000983.SZ,X600623.SH,X600219.SH,X000883.SZ,X600352.SH,X600098.SH,X000539.SZ,X600549.SH,X000060.SZ,X000937.SZ,X601699.SH,X000027.SZ,X002092.SZ,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.240146261948486,0,0,0,0,0,0,0,0,0,0.0420566612167931,0,0,-0.00215315786087005,0,0,0,0,0.0860554203628942,0,0.00269806810671628,0,0.0476074946128773,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0506562673882432,0,0,0,0.0571865252058724,0,0,0,0,0,0,0.0081495485695459,0,0,0,0,0,0,0.0427351247079818,0,0,0,0,0,0,0
X600028.SH,0.241648728893244,0,0,0,0,0,0,0.00883674336024735,0.0308508803794567,0,0,0,0,0,0.0583078554905304,0,0,0,0,0,0,0.0953996385147861,0,0.055555453792326,0,0,-0.00217150515317766,0,0,0,0,0,0,0.201304904743411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360656071966833,0,0,0.0154600784962393,0,0,0,0,0,0,0.00178797827815698
X601088.SH,0,0,0,0,0,0.288131457712273,0,0.115759798218598,0,0.117917386257416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0788204410498003,-0.0285600526195804,0,0,0,0,0,0,0.151593177398609,0,0,0,0,0,0,-0.0658288325764051,0,0,0,0,0,0
X600011.SH,0,0.103797291450319,0,0,0,0,0,0.0312985012746084,0.0929775323808346,-0.0453930110440602,0.03644343918538,0,0.0635063677569572,0,0.04050229675272,0,0,0,0,0,0,0,-0.00761471786728492,-0.0578940300246457,0,0,0.0533687447245914,0,-0.087455551581407,0,0,0,-0.00843123706232065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272699656673885,0,0.0374425817534537,-0.0537933538613939,0.0722729529856019,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.414047378642283,0.048260393342197,0,-0.0545492274607558,0,0.0920148520178736,-0.0436523860194393,0,0,0,0,0,0,0,0,0,0.0902859009911243,-0.0498078854280903,0,0,0,0,0,0,0,0,0.0354053266082909,0,0.054502214828015,0,-0.17631692646303,0,0,0,0,-0.0164710610693541,0,0.0365990668515675,0,0,0.255748163060775,0,0,0.00392939498690252,0,0.0632160141203047,0,-0.1692286336758,0,0,0,0,0
X600010.SH,0,0,0.00656069333328941,0,0,0,0,0,0.00508566629767953,0.0351291008960998,0,0,0,0,0,0,0,0,0,0,0,0.00461419589503685,0.102108673935794,0.217918182352721,0,0,0,0,0,0,0,0,0,0,0,0,0.0510584926882438,0.0690782301128993,0,0,0,0,0,0,0.0479129976871426,0.0271438908116442,0,0,0,0,0,0,0.00665931730218415,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0225642658538293,0,0,0.156481102242635,0,-0.04978706369863,0,0,0,0,0.0393491934751997,0,0,0,0,0,0,0.0624285719126494,0.0546799177570792,0.131200770633784,0,0,0.0974622342549635,0,0,0,0.0249915705994825,0,0.0942390266294944,0,0,0,-0.0429116714428849,0,0,0,0.0046021781272453,0,0,0,0,0,0,0,-0.0297378158695586,0,0.184706940867472,0.00216027541277358,0.0138822854790281,0,0,0,0,0,0
X601898.SH,0,0,0.306092767794286,0,0,0,0,0,0,0,0,0,0,0.203237608485839,0,0.0649899995217381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00839328861063878,0,0.0858179623501948,0.0172065318418949,0,0,0.268329364765494,0,0,0,0,0.121180420882103,0,0,0,0.0807191822784314,0,0,-0.066498638010288,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939065514075217,0,0,0,0,0,0,0,0,-0.0332265639686946,0,0,0.238244984260213,0,0,0.0701138343275625,0,0,0,0,0,0.377756189346499,0,0,0,0.161488175925063,0,0,0,0.0489175124928488,0,0,0,-0.14120091308775,0,0
X600547.SH,0,0,0,0,0,0,-0.17330473015433,0,0,0,0,0,0,-0.0835988374820974,0,-0.094697621627607,0,0,0,0,0,0.05014227841359,0,0,0.964519955370152,0,0,0,0,-0.0498888565720457,0,0,0,0,0,0.0673451998365668,0,0,0,0,0,0.0396703271401601,0,-0.000397007737650902,0,0,0,0,0.150480536811276,0,0,0,-0.0194347656668276,0,0,0,-0.079411781994336,0,0
