,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600362.SH,X600795.SH,X600309.SH,X601991.SH,X300072.SZ,X600188.SH,X601992.SH,X600157.SH,X600027.SH,X600660.SH,X600886.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X601158.SH,X600299.SH,X600339.SH,X000959.SZ,X002466.SZ,X000630.SZ,X600583.SH,X000792.SZ,X000408.SZ,X600352.SH,X600219.SH,X000883.SZ,X600098.SH,X000983.SZ,X000825.SZ,X000539.SZ,X002092.SZ,X000027.SZ,X000723.SZ,X600021.SH,X600808.SH,X601699.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.291118506123926,0,0,0,0,0,0,0,0,0.0228069702256611,0,0,0,0,0,0,0.115785618066613,0,0,0,0,0,0.0606121127246327,0.03584898793832,0,0,0,0,0.0648635896670061,0,0,0,0,0,0,0,0,0.0351313602042238,0,0,0,0,0,0,0,0,0,0,0,0,-0.00403793519668793,0,0,0,0,0,0
X600028.SH,0.742492562177322,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.141023608486233,0,0,0,-0.0176656774579604,0,0,0,0,0,0,0,-0.0298449415547457,0,0,0,0,0,0.0818165183274628,0,0,0,0,0,0,0,0,-0.0427659031053272,0,0,0,0.0495690780970997,0.0736991446223472,0,0,0,-0.0503851538150006,-0.00170515252644244,0.00625524888936531,0,0,0,0,0,0
X601088.SH,0,0.0356532202084681,0,0,0.0214833821854618,0,0,0,0,0,0,0,0.0286235200964705,0,0,0,0,-0.0381496501252061,0,0,0.00386597286458794,0,0,0.0665476586298214,0,0.0141458068569477,0,0,0.056970705817781,0,0,0,-0.0398677299404457,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0678550681733874,0,0.269707842779962,0,-0.0148832936212217,-0.0389056070665458,0.015510163702338,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0116626043428901,0,0,0,0,0,-0.0134957014083535,0,0.255220985902087,0.053939834258211,0,0,0,0.008582528159729,0,0.276231162132064,0,0,0,-0.107120476455822,0,0,0,0,0.0352268638796782,0,-0.0362194225540504,0,0,0,0,0.14376305069552,0,0,0,0,0,0,0.00953028759955371,0,-0.0153963603447643,0.0759826284438301,0,0,-0.015647533267337,0,-0.0201015678267548,0.0118004818324997,0,0,0,0,0,0
X600019.SH,0,0,0.235486672585303,0,0,0,0,0,0,0,-0.0420824602260811,-0.0583544232358797,0,0.0831332504983748,0,-0.112036636826407,0,-0.00260848897680943,0,0,0,0,0,0.25315420907831,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,-0.191201623239879,0,0,0,0,-0.116363658499132,0,0,0,0,0.0861900133831352,0,0.00402859318464222,0,0.0710208458541769,-0.0205619337303156,0.0137997950598129,0,0,0,0,0,0
X600585.SH,0,0.117286442023332,0,0,0.0564026792735693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092353497406594,0,0,0,0,0.148479057991042,0,0,0,0,0,0,0,0,-0.37488050930175,0,0,0,0.139545783614863,0,0.0973844785026621,0,0,0,0,0.00748178169491169,0,0,0,-0.234786764799939,-0.0124073406193308,0.0119859679838454,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0563066053430855,0,0,0,0,0,0.0683340533088072,0,0,0,0,0,0.0497096113875211,0,0,0.200923681071206,0,0,0,0,0,0.0531907623412934,0,0,0,0,0,0,0,0,0.215189399266271,0.0966638651341136,0,0,0.0291368334836262,0,0,0,0,0,0,0,-0.0135190494554709,0.00438427079393202,0,0,0,0,0,0
X601898.SH,0,0,0.0417973385020697,0,0,0,0,0,0.0558300731540816,0,0,0.0785596951972003,0,0,0,0,0.31419549251207,0,0,0,0.00641871028190305,0,0,0,0,0,0,0,0,0,0,0.0625220435257384,0,0,0,0,0,0,-0.0101768403109062,0,0,0,0,0,0,0,0,0.152619727012743,0,0,-0.00450372019977962,0.00240269666272295,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.00722365950829857,0,0,0,0,0.160626089229465,0,0,0,1.0842021724855e-19,0,0,0,0,0.061559644669118,0,0,0,0.0536524124286157,0,0,0,-0.195845114844863,0,0,0,0,0,0,0,0.454263337044991,0,0,0,-0.00507631079727675,0,0,0,0,0.200431645072149,0,0.162791567354836,0,-0.105302911933259,-0.000973352008896988,-5.42101086242752e-20,0,0,0,0,0,0
X600688.SH,0,0.414369332765218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614638991374094,0,0,0,0,-0.0567359670041259,0,0,0,0,0,0,0,0.13390376966157,0,0,0,0,0,0,0,-0.0594504668701479,0,0.158813731544283,0,0.0189505610010673,0.0457495166879495,0,0.0929735938759248,0,-0.0104710939074773,5.42101086242752e-20,0.00113267648945357,0,0,0,0,0,0
