,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X601898.SH,X600011.SH,X600585.SH,X600547.SH,X600660.SH,X601600.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X600795.SH,X000708.SZ,X600010.SH,X601699.SH,X000301.SZ,X600362.SH,X600426.SH,X000877.SZ,X000983.SZ,X600489.SH,X600027.SH,X002271.SZ,X600803.SH,X601991.SH,X600160.SH,X600176.SH,X000807.SZ,X600985.SH,X000630.SZ,X000786.SZ,X000408.SZ,X000932.SZ,X600612.SH,X000933.SZ,X600219.SH,X300037.SZ,X002128.SZ,X600348.SH,X000629.SZ,X600688.SH,X600157.SH,X000723.SZ,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.723856122091313,0.0599512481207933,0,0,-0.0666057688851986,0,0,-0.0271698169869371,0,0,0,0.127274409985441,0,0,0.106568271166334,0,0,0,0,0,0,0,0,0,0,0,0,-0.172290895756554,0,-0.0986565666511099,0,0,0.0203886710874503,0,0,0,0.110774783355627,0,0.0501172547906752,-0.0693555126647942,0,0,0,0,0,0,0,0,0,0,0,0.00847473366849157,0,0,0,0.0115842316806423,0,0
X600028.SH,0.513268869960365,0,0.0176693149218893,0,0,0.149748385494904,0,0.0542751190916881,0,0,0.0596161117183352,0,0,0,0,0,0,0.104971187785318,0.00542274140055095,0,0,0,0,0,0,0,0,0,0,0.00309056013551548,0.0102342306115411,0,0,-0.0013279174439194,0,0,0.114356980779729,0,0,0.0103532242663887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040509865273935,0,0
X601088.SH,0.0853849488146783,0.0485928885910134,0,0,0.150668533761416,0,0.150156412583737,0,0,0,0,0,0.00164024360833953,0,0,-0.0546641069105086,0,0.0428584308798756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938830546130393,0,0,0,0,0,0,0,0,0,-0.160547971310366,0,0,0,0,0,0,0,0,0,0.00863448904797898,0,0,0,0,0,0
X600309.SH,0.00267277937913864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100127535755951,0,0,0,0,0,0,0.470579244741064,0,0,0,0.101071592958317,0,6.93889390390723e-18,0,0.00878023249086608,0,0,0,0,0,0,0.447869689985327,0,0,0,0.0615153370569321,0,0,0,0,0.381035177552645,0,0,0,0.0490375923080055,-0.0596262050758969,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.263850034444896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195882014473727,0,0,0.0476930286533436,0,0.128883111390369,0,0,0,0,0,0,0,0,0.0714249572981777,0,0,0,0,0,0.271322503881598,0,0,0,0,0,0,0,0,0,0,-0.00461878009760022,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.247615287291877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250607942325128,0.354680540777766,0.190903059772101,0,0.208518904868229,0,0,0,0,0,0.308636435366839,0,0,0.03193222620218,0,0.00398715561214514,0,0,0,0,0,0,0
X601898.SH,0.0258189416028075,0,0.288851428708733,0,0.193921139793903,0.0455810436210961,0,0,0,0,0,0,0,0,0.0212868844521669,0,0,0,0,0,0.00441945698323427,0,0,0,0,6.93889390390723e-18,0,0,0.0143305101079124,0,0,0,0,0,0.0196994815925432,0,0.067603813298926,0,0,0,0.0146583746157175,0,0,0.169222452092889,0,0,0,0,0,0,0,-0.00691184557914743,-2.02910545620523e-05,0,0,0,0.00371152044000384,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.026479970236958,0.238491532448127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391633109082498,0,0.0933508711566386,0,0,0.103701418950731,0,-0.0980717756689176,0,0,0,-0.0941210530449432,-0.0198104761442525,-0.0793382404467132,0,0,0,0,0,0,0,0,0,0.011007565686618,0,-0.0200333885032866,0,0,0,-0.00469961093568823,0,0
X600585.SH,0,0,0,0.0179859995260468,0,0.0200691111437419,0,0,0,0,0,0,0,0,0,0,0,0,0.027453429481773,0,0,0,0,0.0972408974043881,0.244897881144853,0,0,-0.164848373982727,0.0787120571939049,0,0,0,0,0.0778444401616913,0,0,0,0,0,0,0,0,-0.0617183361654953,0,0,0,0,0,0,0,0,-0.019946343297421,0.0202792070539473,0,0,0,0,0,0
X600547.SH,0.102169031474884,0,0,0,0.0792142185688959,0,0,0,0,0,0,-0.0988820198116867,0,0,0,0,0,0,0,0,0,0,0,-0.100660465208697,0,0,0.376586304741103,0,0,0,0,0,0,-0.00934766706633913,0,0,0,-0.0534327174868302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340432991686548,-0.0565153069920364,0,0,0,0.0316743472098145,0,0
X600660.SH,0,0,0,0,0,0.0368457785686757,0,0,0,0,0,0,0,0,0,0,0,0,0.0235136836357062,0,0,0,0,0,0,0.0660563928390458,0,0,0,0,0,0,0,0,0,0,0.133413386451214,0.0371986647144559,0,0,0,0,0,0,0,0,0,0,0,0,-0.12884051406269,0.00605344596739004,0.0160826126663078,0,0,0,0.0613086362219196,0,0
X601600.SH,0,0,0,0,0,0.103956998865018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289079540006637,0,0.32675770439341,0,0,0,0,0.0915846031930394,0,0,0.0742739568034958,0,0,0,0,0,0.183597246745717,0,0.00587830641392352,0,0,0,0,0,0,0
X600886.SH,0.0759689296055074,0,0,0,0,0,0,0.114737024132779,-0.106328395488336,0,0,0,0,0,0,-0.0496554569909002,0,0.24736386677339,0,0,0.0218611894257747,0,0,0.0729955674609242,0,0,0,0,0,0.366523494210185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0817658865133748,0,0,0,0,0,-0.00413089435841372,0,0,0,0,0,0,0
