,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X002466.SZ,X600111.SH,X600362.SH,X601991.SH,X600188.SH,X300072.SZ,X600660.SH,X600547.SH,X600516.SH,X600886.SH,X002460.SZ,X000709.SZ,X000898.SZ,X600027.SH,X600157.SH,X600339.SH,X000959.SZ,X600489.SH,X600808.SH,X600219.SH,X600352.SH,X601158.SH,X600549.SH,X000553.SZ,X000723.SZ,X002092.SZ,X600008.SH,X000630.SZ,X000883.SZ,X000408.SZ,X000983.SZ,X002271.SZ,X000792.SZ,X600299.SH,X600176.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-0.016871183783242,0.0161807651419485,0,0,0,0.0364271232436059,0,0,0.0583532899958574,0,0,0,0,0,0,-0.0310567027579937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00615005813754263,-0.0024364327844631,-0.0270967714664798,0,-0.00734148193774883,0,0,0.0627270410836415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0314189252567599,0.0697572416759214,0,0,0,0.013069692291271,0,0,0,0,0,0,0,0,0,0,0,0,-0.0070270094645394,0,0.0243243614319643,0,0,-0.323146406968646,0,-0.0279216012518434,0,0,0,0,0,0,0,0,0,0,-0.0316963975802359,0,0,0,0,0,0,-0.0101803818401217,0,0.0491535503557346,0,0.00579125926376865,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,-0.0205259877363269,0.0116592589251753,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0257745986573411,0,0,-0.00187204534095991,0,0.00389893860107732,0,0,0,0,0.0306743164336585,0,0,0,0,0,0,0.00735536038176069,0,0,0,0,0,0,-0.0341341814473044,0,0,0,0,0,0,0,-0.000645748133495428,-0.000473411302330842,0,0,0,0.0177794657869211,0,0
X600019.SH,0,0,0,0,0,0,0,0.120599389394297,0.0666723235905457,0.180823643553295,0,0,0,0,0,0.00608064319415971,0,0,0,0,0,0,0,0,0.0158362836660439,0.145387715266419,0,0,0.0216789133762991,0,0,0.222919213065092,0,0.078491537518417,0,0.00083674112587543,0,0,0,0,0,0,0,0,0,0,0,0,0.0896104628311117,0,-0.0140482875561128,0.0349000961010018,0,0,0,0,0,0
X600585.SH,0,0.275238275362462,0,0,0,0,0,0,0.0173221876118111,0,0,0,0,0,0,0.0906703841421899,0,0,0,0.260330498784036,0,-0.047626901955427,0,0,0,0,0,0,0.0605565977113873,0,0,-0.000437737743110149,0,0,0,0,0,0,-0.0889882397409584,0,0,0,0.0925708104632556,0,0.176804504077782,0,0,0,0,0,0,-0.00667903399139233,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550925992201567,0.0588638430466197,0,0,0,0,0,-0.012582043063145,0,0,0.147882081083602,0.151021389070456,0,0,0,0,0,0.082945370548428,0,0,0,0.205755312132721,0,0,0.0756143410866932,0,0,0,0,0,0,0,0,0,0.0296959882082387,0,-0.0110784064412861,0.019410570186548,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.127241468934348,0,0,0,0,0,0,0,0.0677148488553397,0,0,0,0,-0.0636866892807756,0,0.0699733891647527,0,0,0,0,0,0,0,-0.0159408921152842,0,0,0,0,0.0232174951659291,0,0,0,0,0,0,0,0,-0.00940986824729863,0,0,0,0,0.0227420740013052,-0.0112550651407383,0,0,0,0,0,0
X601600.SH,0,0,0,0.428046256726642,0,0,0,0,0,0,0,0,0,0.0137840223806534,-1.73472347597681e-18,0,0,0,0,0,0,0.0867564933215003,0,0,0,0,0,0,-0.0610524387179672,0,0,0,0.323928908324736,0,0,0.149909767679839,0,0,0,0,0,0,0,0.0548790920351181,0,0,0,0,0.0849117790510164,0,-0.0116615035653689,-0.0104127160702857,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11259368242615,0,0,0,0.0874238840602959,0.123558166108909,0.31533985856833,0,0.0525183237606177,0,0.0149148757864022,0,-0.045241999824818,0,0,0.0528838709577685,0,0,-0.0226574883920186,0,0,0,0.0912464837533891,0,0,0.233991075792079,0,0,0,0,0,0.028361196440903,0,0,0,0,0,-0.00563595259004578,0.0203087464392154,0.0981674258516681,0,0,0,0,0
X601898.SH,0,0,0,0.179697805907046,0,0.0019654262531355,0,0.0606757072261767,0,0,0,0,0,0,0.0661134294060896,0,0,0.19401528352439,0,0,0,0,0,0,0,0.273837717668962,0,0,0,0,0,0.0236142469774217,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430141357827565,0,0,0,0,0,0,0,0,0,0,0,0
