,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X600011.SH,X002271.SZ,X600886.SH,X600660.SH,X601898.SH,X600801.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600352.SH,X600489.SH,X601991.SH,X000786.SZ,X600688.SH,X600795.SH,X600111.SH,X600027.SH,X601992.SH,X600176.SH,X600299.SH,X002466.SZ,X600529.SH,X600426.SH,X002353.SZ,X600315.SH,X600126.SH,X002075.SZ,X000723.SZ,X600219.SH,X002080.SZ,X600516.SH,X000959.SZ,X601158.SH,X002409.SZ,X600612.SH,X600486.SH,X000898.SZ,X000932.SZ,X000883.SZ,X000401.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0633753701123279,0,0,0,0,0,0,0,0.096787626999001,0.0400785440581799,0,0,0,0.0124331302602472,0,0,0,0,0,0.0543513925276741,0,0,0.0740449312242246,0,0,0,0,0,0,0,-0.0134707469922544,0,0.0174800651675059,0,0,0,0.0517884720846379,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0234215566941806,0.0186088412080921,0,-0.00692364653021482,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0153675828685355,0.136226621360727,0,0,0,0,0.129502912311863,0,0,0,0,0,0.0389003204693606,0,0,0.00651692161974594,0,0,0,0,0,0,0,0,0,0.0425081311996271,0,0.000392489895432344,0,0.0482435838013482,0,0,0.111318620367632,0,0,0.0133163530796113,0,0,0,0,0,0,-0.0324743660719244,0.00310145398154248,-0.0104200566400934,0,0,0,0,0,0
X601088.SH,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0398723708354935,0,-0.0363078213609045,0,0,0,0,0,0,0,0.0384562430093236,0,0.00624301809746482,0,0,0,0,0,0,0.0107719416202291,0.424853695313431,0,0,0,0,0,0.0799208637062511,0,0,0.0819184042314991,0,0,0,0,0,0.0233621253040302,0,0,0,0,0,0,-0.0499756561741206,0.0025045995260571,-0.0118682575991855,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0745854265838938,0,0,0.159327175703332,0,0,0,0.280038901474156,0,0,0,0,0,0,0,0.0238958192411719,0,0,0,0.111757290242028,0,0,0,-0.0155639050414727,0,0,0,0,0.0505880243402882,0,0,0,0,0,0,0,0.0104407023887026,0,0,0,0,0,0.315410879570929,-0.00177443862624644,-0.00105642685731768,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.116090744293218,0,0,0,0,0,0,0,0,0,0,0,0,-0.0599446628965533,0.0738576544006839,0,0,0,0,0,0.0142161443840451,0,0,0,0.316134998045077,0.00914889366958368,0.0124756069951044,0,0,0,0,0,0,0,0,0.110029941344748,0.0748130086455631,0,0,0,0,0.0813218843666651,0,-0.00829743121263091,0.00573906698139911,0,0,0,0,0,0
X600547.SH,0,0,0,0.0536492640885153,0,0,0,0.129630045208286,0,0,0.0848285168551285,0,0,0,0,0,0,0,0,0,0.611692679357918,0,0,0,0,0,0,0,0,0,0.00715702872179995,0,0,0,0,-4.06920611431206e-05,0,0,0,0,0,0,0,0,0.250631109865488,0,0,0,0,0,-0.0329476745085523,-0.015287800144703,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.04449485429275,0,0,0,0,0,0.0948289324111077,0,0,0,0,0,0.0822998834690015,0,0,0.0270728262348046,0,0,0.0211160348225486,0,0,0,0.108996703418105,0,0.080925295351032,0,-0.0599588315362694,0,0.0406903856864013,0,-0.0432250812915918,-0.0114487112582064,0.0310794096800305,0.0786114906547724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00241318974419176,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173351305495159,0,0,0,0,0,0,0,0,-0.0852740852949626,0,0.00481486789994047,0,0.020420243657775,0,0,0,0,0.0967895887226853,0,0,-0.0426388526335342,0,0,0,0,0,0,-0.0507692074475611,-0.015539159824459,0.00377690143316636,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286938282929997,0,0,0,0,0,0,0,0,0.283408464201577,0,0,0.0310046858604852,0.135072113736538,0,0,0,0.135148798776629,-0.00867109573230357,0,0,0,0.0967785916701711,0,0,0,0.223983628539423,0,0,0,0,0,0,0,-0.0147300818948602,-0.00585403858351556,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101727066678421,0.0360895272657326,0,0,0,0,0,0,-0.0510180591447764,0.0269238173655819,0.0876989237780123,0,0,-0.0810218055321071,0,0,0,0,0,0,0,0.00895818667819697,0,0.170934841143332,0,0,0,0,-0.0609900776495532,0.0415277421183135,-0.0445190467120831,0,0,0,0,0,0
X002271.SZ,0,0,0,0.42879743631117,0.0486547003920919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338850785978887,0,0,-0.0191296142787739,-0.217559421353685,0,0,0,0.018404689284947,0.153397316978833,0,-0.0423562810570522,0.0704851511282736,0.0411185971854344,0,0,0,0,0,0,0,0,0,0.21771196421503,0,0,0,0,0,-0.00123888005974955,-0.0142803060914163,0,0,0,0,0,0
X600886.SH,0,0,0.13982820219181,0,0.0955326519580603,0,0,0,0.0108774131632193,0,0,0,0.0227912548538302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109045167266268,0,0,0,-0.0154500440405405,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403560061179723,0,0,0,0,0,3.46944695195361e-18,0.0342173701645031,-0.000644278627461664,0,0,0,0,-0.0521850632940662,0,0
X600660.SH,0,0,0,0,0.0126080115030615,0,0,0.00297520895548829,0,0.134383793651842,0,0,0,0,0,0,0,0,0,0,0,0,0.205154543877898,0.0247949617575886,0,0,0,0,0,0,0,0,0,0,0.0470155558684305,-0.0427901687522124,0,0.120453556478462,0,0,0,0,0,0.0689192186640318,0,0,0,0,0,0,0.0262967679070912,0.00197747329771568,0.0110434389528742,0,0,0,0,0,0
X601898.SH,0,0,0.0346654191371406,0,0,0,0,0,0,0.0444416878157317,0,0,0,0,0,0,0,0,0,0,0,0,0.0397964682372019,0.0228672590589415,0,0,0,0,0,0,0.0224335837926793,-0.0377380237805909,0.0266164414015079,0,0,-0.0193414557957409,0,0.0962956861396984,0,0,0,0,0,0,0,0,0,0,0,0.0553317878696404,0,0.0022971126751314,0,0,0,0,0,0,0
X600801.SH,0,0,0,0,0.0290018972537081,0,0,0,0,0,0.17212939671725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0586172273093407,0,0,0.186673360269166,0,0,0.00117059464994109,0,0.0371496861493655,0.0544880303554503,0,0.0431491932641023,0.119959977836083,0,0.0496859199406868,0,0,0,-0.064138224912081,0,0,0,0,0,0.614152205071745,0,-0.0088148503069786,0.0203924503354758,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.014827973769576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4353157444438e-05,0,0,0.124766368154499,0,0,0,0.104008598020112,0.0218362285776304,-0.0829674560288564,0,0,0,0,0,0,0,0,0.0137550548429466,0.162632731344355,0,-0.0739209600840675,0,0,0,0,0,0,0,0.00521149337880231,0.0071569724307707,0,0,0,0,0,0
X601600.SH,0,0,0,0,0.0491510824053023,0,0,0,0,0,0,0,0,0,0,0,0,0.076116962283325,0,0,0,0,0.0421119471315336,0,0,0,0,0.00648122698841256,0.0258863216486676,0,0.00424298952226117,-0.0722392426071752,0,0.00674279247403659,0,-0.0206626527134486,0,0.122549716080501,0,0,0.139956014772481,0,0,0.00332044145967287,0,0,0,0,0,0,0,-0.00214007366169068,-0.00150339687005057,0,0,0,0,0,0
X600362.SH,0,0,0.010385764055702,0,0.0484988864529759,0,0,0.0199154692375827,0,0,0,0,0,0,0.0542064328444302,0,0,0,0,0,0,0,0.231202171308856,0,0,0.106944415440008,0,0,0,0.0446458180997342,0.0356958343084154,0,0,0,0,0,-0.0241420178957346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082762751884317,0.00423740116041302,0,0,0,0,0,0
X600188.SH,0,0,0.214064804977986,0,0,0,0,0,0,0.080423006243056,0,0,0,0,0.0673819460880869,0,0,0,0,0.103792524094306,0,0,0,0,0,0.130380276935868,0,0,0.0299772516658121,0.100344029803943,0,0.00391830538409854,0,0,0,0,-0.0136101217484523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00236678165505441,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.0660890752487756,0,0,0,0,0,0.0407207021940154,0,0,0,0,0,0,0,0.0269449936051409,0.00976362026252539,0,0,0,0,0,0.0701224130078819,0.0256448644485792,0,0,0,0,0.0173694782482952,-0.0126284258056013,0,0,0,0.149920982414314,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.00622173449442905,0.00438921254039868,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.753966506627615,0,0.0495615611973373,-0.0260339078309141,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00709454974862399,0,0,0.0811867945182329,0,0,0,0,-0.047917684616038,0,0,0.0632286770901513,0,0.0908395283223957,0,0,0,0,0.14227590895163,0,0,-0.0284192100230008,0,0,0,0,-0.106994646799096,0,0,-0.00109796490633607,-0.00745930531652094,0,0,0,0,0,0
X601991.SH,0,0,0,0,-0.0781569786065994,0,0,-0.11549935542235,0,0,0.0239531502301386,0,0,0,0,0,0,0,0,0,0.111242531173766,0,0,0,0,0,0,0,0,0,0.0419466964597029,0,0,0.0427013876839806,-0.111735362890456,0,0.127144350476268,0,0,0,0,-0.030532095516368,0,-0.153743805884072,0,0,0,0,0,-0.141978907147411,0,-0.0170864748697891,-0.00126305628648646,0,0,0,0,0,0
