,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X601898.SH,X002466.SZ,X600547.SH,X000792.SZ,X601600.SH,X600111.SH,X600660.SH,X600886.SH,X000301.SZ,X600010.SH,X000708.SZ,X002271.SZ,X000877.SZ,X600362.SH,X600795.SH,X600426.SH,X600027.SH,X600803.SH,X601699.SH,X600176.SH,X600489.SH,X601991.SH,X000983.SZ,X000807.SZ,X000786.SZ,X600995.SH,X600160.SH,X600219.SH,X600688.SH,X000933.SZ,X000932.SZ,X300037.SZ,X000408.SZ,X000629.SZ,X600378.SH,X002080.SZ,X600612.SH,X600096.SH,X000630.SZ,X000723.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.397472346956864,0,0,0.0532753596879796,0,0,0,0,0,0,-0.0553772197500418,0,0.000969069326898373,0,0,0,0,0,0,0.116389067214279,0,0,0,0,-0.0833931058781534,0,0,0,0,0,1.0842021724855e-19,0,0.0444184972901048,0,0,0,0.181017890317501,0.0671918944539802,0,0.038370520463468,0,0,0,0,0,-0.0612267048418659,0,0,0,0,0.0315931474316105,-0.0290392037167847,0,0,0,0,0,0
X600028.SH,0.326524131666907,0,0.220461293301796,0,-0.0859494749446283,0,0,0,0,0.151362039472562,0,0,0,0.026331488512238,0,0,0,0,0,0,0,0,0,0,0.124615072970671,0,0,0,0,0.0328592287685426,0.0634418944781806,0,0,0,0,0,0,0,0,0,0.0716457404599176,0,0,0,0,-0.0858036842378629,0,0,0,0,0,0.0219417550872416,-0.0446404825350793,0,0,0,0,0,0
X601088.SH,0,0.134635350130143,0,0,-0.208651032937474,0,0,0,0,0.31278199606742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0723112925510852,0,0,0.0469347799865623,0,0,0.0256782304186477,0,-0.0152182372728767,0,0,0.180330825660375,0.0849451084102283,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135675621078948,0,0,0,0,0,0
X600309.SH,0.0600889476296258,0,0,0,0,-0.0208274767202107,0,0,0,0,0,-0.0788881477584709,0,0,0,0,0,0,0,0,0,-0.11740447211309,0,0,0.289856612343074,0,0,0,0,0,0,0,0.116222741884604,-0.0434111499169512,0,0,0,0,0,0,0,-0.0442796650089466,0,0,0,0.0265916788010198,0,0,0,0,0,0.0231096825470961,0.00433879123418972,0,0,0,0,0,0
X600188.SH,0.0785253262943424,0,0,0,0,0,0,0,0,0.204281037203125,0,0,-0.183594985169127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10977163689571,0,0,0,0,0.0695031083696519,0,0,0,0,0,0.279478669699542,0,-0.00772827471109863,0,0,0,0,0,0,0,0,0,0,-0.0382830923911555,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307492585059736,0,0,0,0,0,0,-0.0956878810609863,-0.0893810631737256,0,0,0,0.479993436637193,0.00609585815160692,0,0,0,0,-0.169526004684927,0,0.0652713460203889,0,0,0,0,0,0,0.041076261839134,0,0,0.0857108494125363,0.0771695391174888,-0.206397400394993,0,0,0,0,0,0.00641358147542148,0,0,0,0,0,0,0
X600019.SH,0,0.346602230063195,0,0,0.0922654095116687,-0.0233960606046126,0,0,0,0,0,0.136701449311488,0,0,0,0,0,0,0,0,0.165798946554328,0.031842968248349,0,0,0,0,0,0,0.0312788559613379,0,0,0,0,0,0,0.125133888985056,0,0,0,0,0,0,0,0,-0.0768287323021213,-0.00140912225123211,0,0,0,0,0,0.0268481000039988,-0.0329333032458625,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0184439871224221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379079603548447,0.150126521159536,0.233777619342742,0,0,0,0,0,0,0.0879586099371357,-0.00750514396723881,0,0,0,0,0,0,0,0,0.0945111897055899,0,0,-0.0551778601220372,0.0276585612367145,0,0,0,0,0,0,0,0,0.0160227793800867,0.00287388710429024,0,0,0,0,0,0
X002460.SZ,-0.151399141323686,0,0,0,0.0878885182096325,0,0,0,0,0,0.793397002875221,0,0,0,0,0,0,0,0,0,0,0.106600160592989,0,0.00562206869428924,0,0,0,0,0,0,0,0,0.0875942606867969,-0.0704217028557727,0,0,0,0,0,0,0,0.0287866536312953,0,0,0,-0.0129816519283976,-0.0390544033935497,0,0,0,0.0730498550973827,0,0.00394737460558063,0,0,0,0,0,0
X601898.SH,0,0.451716853449871,0,0,0.123482663197885,0.141110670298907,0,0,0.00795244478976188,0,0,0,0,0,0.138007113254053,0,0,0,0,0,0,0,0,0,0.37756917951227,0,0,-0.0985631456507356,0,-8.67361737988404e-19,0,0,0,0.0283787038582975,0,0,0,0,0,0,-0.0582660226208258,0.0847194217512025,0,0,0,0,0,0,0,0,0,0.0285990130615009,0,0,0,0,0,0,0
X002466.SZ,0,0,0,-0.0707813887608996,0,0,0,0,0.421615208572367,0,0,0,0,0,0,0,0,0,0,0,0.176068211618559,0,0,0,0,-0.133713088289732,0,0,0,0,0,0,0,-0.135359728214996,-0.0405071836202546,0.0342395439204792,0,0,0.0327178405347435,0,0,0,0,0,0.0527475268930891,0,0.160342641339434,0,0.253967371032542,0,-0.0438755553887987,0,0,0,0.262714953612469,0,0,0,0
