,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600188.SH,X600157.SH,X600111.SH,X600362.SH,X601992.SH,X002466.SZ,X600886.SH,X600547.SH,X600299.SH,X600660.SH,X600309.SH,X000709.SZ,X000792.SZ,X601158.SH,X600489.SH,X600352.SH,X600583.SH,X000898.SZ,X300072.SZ,X000539.SZ,X000883.SZ,X000027.SZ,X000983.SZ,X000630.SZ,X000723.SZ,X000629.SZ,X002470.SZ,X000060.SZ,X600549.SH,X000959.SZ,X600022.SH,X002407.SZ,X600021.SH,X600176.SH,X601699.SH,X002075.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0424440670187448,0,0.103467695778463,0,0,0,0,-1.73472347597681e-18,0,0,0.0526117000175206,0,0,0,0,0,0,0,0.217351651345867,0,0,0,0,0,0.0669816971357875,0.0648049803843001,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.00781317136463306,0,0,0,0,0,0,0.0519195245081683,-0.012297921581159,0.0293565755424444,0.0593198898273341,0,0,0,0,0,0,0,0,0,0,0,0.0897549409018584,0.203629804140173,0,0,0,0,0,0,0,0,0,0,0,0.0642153973216977,0,0,-0.0272810097404831,0,0,0,0.00183341378164577,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.234006474010959,0,0,0.0110487248134155,0,0,0,0,0,0,0,0.0117335680416616,0,0,0,0,0,0,0.129528229578,0,0,0,0,0,0.00219177698677642,0,0,0,0,0,0.0272143743940968,0,0.0980581134913892,0.205869132625977,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,-0.0207370069172339,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0512498965197411,0,0,0,0,0,0.361979844990913,0.0200772262282551,0,0,0,0,0,0,0.047607949777469,-0.00208758474021014,0,0,0.0147824418773468,0,0,0,0,0,0.115719071526463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00143164122482638,-0.034839128674922,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0468176542051789,0,0,0,0,0,0,0.256144235946199,0,0,0,0,0,0,0,0,0.233167609005568,0.0240218640450302,0,0,0,0.00733383642812132,0.0783112269985277,0,0,0,0,0,0.0205250512319638,0.0482051886202556,0.0501686253055314,0,0,0.00762418265436087,0,0.0632247865819386,0.0117631611762798,0,0,0,0.0432681550746564,0,0.00248952366073786,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0463302304670743,0,0.127812845650738,0.166686145293012,0,0,0,0.0388979176628726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442627850377173,0,0.0415998376302203,0,0,0,0,0.147651374977173,0,0,6.93889390390723e-18,0,0,0,0,-4.33680868994202e-19,0,0,0,0.149407891433744,0,0,0.0701253657980715,0.0502886760019761,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.195941645254749,0,0,0,0.00916109194661886,0,0,0,0,0.0814261823921737,0.0107825383254469,0,0,0.0222828503341085,0,0,0.226999304549041,0,0,0,0.117278972350354,0,0,0,0,0,0,0,0,0,0,0,0,0.0254424577098131,0.0598703912193865,0,0,0,0,0,0,0,-0.0376938080262185,0.017021897657126,0.0685465502384721,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0814512456085998,0.166301422863378,0,0,0,0,0,0,0.0241819904244231,0,0,0,0,0.342553961983627,0,0,0.0172125904218983,0,0,0,0,0,0,0,0,0.140624543078716,0,0.0940605543196515,0,0,0,0,0,0.0117492230691683,0,0,0,-0.0554308477158505,0.066792178442995,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122357029581989,0,0,1.73472347597681e-18,0,0,0,0,0,0.0332523833818648,0,0,0,0.115753494858709,0,0,0.211679768006432,0.093870290593143,0.0940989898130431,0,0,0,0,0,0,0.0676431048573538,0.15235534322607,0,0,0.0264041395893641,0.0121037383222305,0,0,0,0,0.0753290774768033,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207670531500294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294675053930586,0,0,0.118653441403362,0.160365177011746,0,0,0.101818006590206,0.0415559555970432,0,0,0,0,0,0,0,0.369136172145521,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.136545916172267,0,0,0,0,0,0,0,0,0,0,0,0,0.00805206114805129,0,0,0,0,0.0934584610835899,0.016192148341084,0,0,0,0.0986477842438596,0.164956124146522,0.0117727299027564,0,0,0,0,0,0,0.0722552973550706,0.0597208232196928,0,0,0.0290457634709719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237593710108649,0,0,0,0,0,0,0,0,0,0,0.0510572457691976,0,0,0.0197107028942479,0.117750033221291,0,0,0,0,0.252583810489325,0.0142980699374226,0,0,0.0115475213405951,0,0,0,0,0.143594293736679,0.00920992456749001,0.159488005119013,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.0686239142337185,0,0,0.0107682565709704,0,0,0,0,0.242931462824295,0,-0.00673051184543494,0,0,0,0,0,0,0.0947234832503593,0,0,0,0,0,0,0,0,0.112606328790699,0.15600642576025,0,0,0,0.107770984790857,0,0,0,0,0,0,0,0,0,0,0.0619765293399641,0,0,0,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.073041356480222,6.93889390390723e-18,0.29434912263395,0,0.184900186710708,0,0,0,0,0,0,0,0,0,0,0,0,0.563293376619753,0,0,0,0,0,0,-0.0324308821801775,0,0,0.198943286665503,0,0,0,0,0,-0.0374420302655099,0,0,-0.0909799681855333,0,0,0.0369749622549025,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.145632092018147,0,0.168887543505661,0,0,0,0.00539458227191149,0,0,0,0.354612405798524,-0.0556068766192851,0,0,0,0,0,0,0,0,0,0,-0.0207536910308575,0,0,0,0,0,0,0.190660904121101,0,0,0,0,0,0.0179888089473962,0.19653459313438,0,0,0,0,0.137884059566284,0,0,0.030240197005461,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0.0416609719942464,0,0,0.323772034292724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0807460134292744,0,0,0.0207531120156611,0,0,0.239114570795352,0,0,0,0,0,0,0,0,0,0.105542971524126,0.0305524226988653,0,0,0.0376883352449048,0,0,0,0,0,0,0,0,0
