,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600188.SH,X600111.SH,X600362.SH,X600027.SH,X600309.SH,X600688.SH,X601992.SH,X000792.SZ,X600583.SH,X600352.SH,X601158.SH,X000898.SZ,X000831.SZ,X000709.SZ,X000883.SZ,X600547.SH,X002353.SZ,X600489.SH,X000539.SZ,X600660.SH,X000027.SZ,X000825.SZ,X000630.SZ,X002470.SZ,X600008.SH,X600549.SH,X600315.SH,X000629.SZ,X600021.SH,X600808.SH,X600578.SH,X600307.SH,X600098.SH,X601699.SH,X000983.SZ,X600863.SH,X000960.SZ,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.512936894091718,0,0,-0.0257736700201966,0,0,0,0,0,0,0.165846185196761,0.129196901091528,0,0,0,0,0,0.0434254919132009,0,0,0,0,0,0.035711474389582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626330887752853,0,0,0,0,0,0.00243731910871985,0,0,0,0,0,0
X600028.SH,0.409659839555193,0,0,0,0,0,0,0,0,0.111796288510344,0,0,0,0,0,0,0,0.516567467711121,0,0,0,-0.0178846934356642,0,0,0,0,0,0.0294112305782377,0,0.0184323655923084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0736727878311416,0,0,0,-0.0192542153785266,-0.00596898703341406,0,0,0,0,0,0
X601088.SH,0.0481447157254509,0,0,0,0,0,0,0,0,0,0,0.182311727620712,0.070109139946661,0,0,0,0.00256539898995275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282261165029893,0,0,0,0.141785807206945,0.427398964893723,0,0,0,0,0,0.00150005930315629,0,0,0,0,0,0
X600011.SH,0.215888629502152,0,0,0,0.0495077240403079,0,0,0.0910506941675904,0,0,0.0537091303249474,0,0.0882694638872898,0,0,0.241170965416561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0310869677640696,0,0.246130790141526,0,0,0,0,0,0,0,0,0,-0.00386452183140115,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0.39304561832134,0,0.205165795135076,0,0,0,0,0,0,-6.93889390390723e-18,0,0,-0.0683364700838928,-0.00462776788079717,0,0,0,0.0241363515057943,0,0,0,0,0,0,0,0,0.171562559161566,0,-0.112074757885387,-0.0350697505939943,0,0,0,0,0,0
X600585.SH,0,0,0.10131363846924,0,0,0,0,0.0169898705204125,0,0,0,0,0.0243839079952136,0,0,0,0.015030602878896,0.104547250298384,0,0,0.072442346389395,0,0,0,0.0565795852546115,0,0,0,0,0,0,0.0607901285081475,0.080969828943951,0,0,0,0,0,0,0,0,0,0,0,0.220473059451139,0.0604184127232587,0,0,0,0,0,0,0.00526554501141226,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.116027875327154,0.063388379635523,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0133663730803475,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0235903844163195,0,0,0.146613602342971,0,0,0.00909699677257739,0.0223805790631426,0,0.224311872496056,0.304699092073348,0,0,4.33680868994202e-19,0,0,-0.00204427809855921,0,0,0,0,0,0
X600010.SH,0,0,0,0.029682601616249,0.0274795662328209,0,0,0,0,0,0,0,0.109967204254701,0,0,0,0,0,0,0,0,0,0,0.475730538077067,0.0693896362909348,0,-0.217883897814631,0,0,0,0,0,0,0,0,0,-0.0282466725604196,0.158272202397005,0.345706089749205,0,0,0,0,0,0.0320394779099132,0,0,0,0,0.0724036680039238,0,0,-0.01295276825911,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.104491409182649,0,0,0.314953708452148,0.090478665718414,0.040723208477751,0,0,0,0.0509318939080069,0.0111660803814021,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22925562477693,0,0,0,0,0,0,0,0,0,0,0,-0.0249224138092562,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.267105563059694,0,0.153615679680718,0,0,0.168726591296368,0,0.0164846938413779,0,0.141869233338679,0,0,0,0,0,0,0,0.0388029200161529,0,0,0,0,0,0.0812473844946772,0,0,0,0.00453017960381661,0,0,0,0,0,0,0,0.0629133323626579,0,0,0,0,0,0,0,0,0,-0.0241784493473872,-0.0252093276681197,0,0,0,0,0,0
