,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X600886.SH,X601600.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X000539.SZ,X600188.SH,X600362.SH,X600111.SH,X600583.SH,X002075.SZ,X601158.SH,X600157.SH,X600309.SH,X000898.SZ,X600352.SH,X601992.SH,X002353.SZ,X600021.SH,X600660.SH,X600808.SH,X000878.SZ,X000629.SZ,X000027.SZ,X000959.SZ,X000883.SZ,X002470.SZ,X600863.SH,X600489.SH,X600578.SH,X000825.SZ,X000012.SZ,X000792.SZ,X600547.SH,X600315.SH,X600395.SH,X600022.SH,X601918.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.516638625018069,0,0,0.0703340820821451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000869101659136149,0,0,0.106576973244724,0,0,0,0,0.0152848370848391,0,0,0.0008261478574388,0,0,0.0191199302461399,0,0,0,0,0,0,0,0,0,0,0.0305899048885242,0,0.00137015817154018,-0.00939168353468708,0,0,0,0,0,0
X600028.SH,0.468191495007531,0,0,0,0.0328984407108007,0,0,0.118484646850707,0,0,0.0534968696501566,0,0.00865625421242405,0,0,0,0,0,0,0,0,0.0601384636599763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116531846533608,0,-0.0138019874209819,0,0.00184001401320199,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.021180051204778,0.032677990803356,0.140921391119354,0,0.0160231570421501,0.134836705256087,0.0711225100970483,0,0,0,0,0,0,0,0,0,0,0.125276367950833,0,0,0.114749993273779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01092275355359,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0173710793498886,0,0,0,0,0,0,0,0,0,0.233146191548009,0,0,0,0,0,0,0,0,0,0.100821337193852,0,0.237775898724884,0,0.050514281759484,0.0290952728351723,0,-0.00150385937260479,0,0,0,0,0,0,0,0,0,0,0.188242555569508,0,0,0,-0.00701579563755538,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0466768124264205,0.0296941465003496,0,0,0.162951758442981,0,0,0.239867832761332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027909056023036,0,0,0,0,0,0,6.93889390390723e-18,0,0.37840375604681,0,0,0,0,0,0,0,0.0132476868849653,0,-0.00411135872947969,-0.00152855834321329,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0167321430902502,0,0,0.0360566425984665,0,0,0.0558826708193284,0.0357340713365466,0,0,0.0869410075394752,0,0,0,0,0.0284438010661025,0,0,0,0,0.272028253286011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881481426665421,0.118188005856017,0,-0.00425749214002901,0,0,0,0,0,0,0
X600585.SH,0,0,0.131475373645702,0,0,0.115748684007325,0,0,0.0851715130812269,0.0121623613169495,0.0705947606828291,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592015902211271,0,0,0,0.0177281378032826,0.174842742425971,0,0,0,0,0,0,0,0.0552381120393766,0,0.0438680672168029,0,0,0,0,0,0,0,0,0,-0.0133391832953917,-0.0147493363782713,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.152950097247001,0,0.101292649402104,0,0,0,0,0.0109486165873151,0,0,0,0,0,0,0,0,0.191817717511196,0,0,0,0,0.0681888030386779,0,0,0,0.045129996714521,0.0908163316283736,0.0754580385796132,0,0.0273511950981924,0,0,0.162190830116723,0,0,0,0,0.152500802156163,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0226499695369727,0.114136221806583,0.0593042420095281,0,0,0.0138834310829479,0,0,0,0,0.00561474123073019,0,0,0.0649660609266722,0,0,0,0,0,0.110087077223613,0,0,0,0,0,0,0,0,0.317986758767797,0,0.122514685399862,0,0.0534119509603228,0,0,0,0,0,0.00383351435094892,0,0.00548464844092405,0.0222259722207705,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0328158228019758,0.195895906090027,0,0,0,0,0,0,0,0.0767770802542837,0,0.336524051319405,0,0,0,0,0,0.0307481847973991,0,0,0,0,0,0,0.0449391878579229,0,0,0,0,0,0,0,0,0,0,0.136674865678583,0,-0.0970111507295641,0,-0.0877948737283195,0,0,0,0,0,-0.00606088637959409,0.00363982320909248,0,0,0,0,0,0
