,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X002460.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600801.SH,X600795.SH,X600352.SH,X002466.SZ,X000786.SZ,X002271.SZ,X601991.SH,X600688.SH,X002353.SZ,X600176.SH,X600111.SH,X601992.SH,X600027.SH,X600583.SH,X600426.SH,X000723.SZ,X600299.SH,X600489.SH,X600516.SH,X000898.SZ,X601158.SH,X600219.SH,X000883.SZ,X600612.SH,X000709.SZ,X000792.SZ,X000553.SZ,X002080.SZ,X000027.SZ,X000630.SZ,X600808.SH,X000818.SZ,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0377914955603552,0.0391388151661092,0,0.111082199996499,0,0,0,0,0,0,0,0.022293930969273,0,0,0,0,0.261479058629737,0,0,0,0.00552348271395459,0,0.082814287442993,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0326565166824314,0,0,0,0.113172456368999,0,0,0,-2.77555756156289e-17,0,0,0,0.0348838621577676,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0244835332048604,0,0,0,0,0,0,0,0,0,0,0,0.0292264482534358,0.0403443436054581,0,0,0.334531930236494,0,0,0,0,0,0.00899208506329353,0,0,0,0,-1.73472347597681e-18,0.0399148171005273,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0482786745038509,0,0,0,0,0,0,0,0.00916782428000862,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0274035279654409,0,0,0,0,0,0,0.200178006411333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118566003403903,0,0,0.0243169447062349,0,0,0,0,0,0,0,0.0639223609461332,0.148163018510364,0,0,0,0.029007429393253,0,0,0,0,0,0,0,0.0117495863199486,0,0
X600585.SH,0,0,0,0,0.0805318859667148,0,0,0,0,0,0,0,0,0,0,0,0,0.450297540548024,0,0,0,0.0181750906122697,0,0,-0.0284073014723995,0,0,0,0,0,0,0.0913524483884156,0,0,0,0,0,0,0,0,0,0,0,0,0.0784800436973839,0,0,0,0,0,0,0.0278210283348148,0,0,0,0,0.0551985727414848,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18376146909895,0,0.293990791183426,0,0,-0.0630508675533432,0,0,0,0,0,0,0,0,0,0,0,-0.153728704029072,0,0.0859176887269709,0,0,0,0,0,0,0,0,0,0.0397532097905264,0,0,0,0.097148956582609,0,0,0,-0.0238059233674293,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.178036143444602,0.0612785649275117,0,0.0163560185130385,0,0,0,0.089814401666353,0.163853529083442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199446448543637,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.114709386742576,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0830948844344188,0,0,0,-0.0647805750594721,0,0,0,0,0,0.0850962782285557,0,0,-0.148756557054278,0,0.0451421272610842,0,0.00273857439116464,0.89025549312557,0,0,0,0,0,0.203652587475371,0,0.0297944843911617,0,-0.0626178361400275,0,0,0,0.00365688482728078,0,0,-3.46944695195361e-18,0.017045548937753,0,0,0,0.0198136033485725,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300694858812416,0,0,0,0.203158375837392,0.0272460235125273,0.0634627059066875,0,0.106330570471365,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0627325609782279,0.0329347632219825,0,0,0,0.0480038517422797,0,0,0,-0.00251984284936866,0,0,0,3.46944695195361e-18,0,0
X000708.SZ,0,0,0,0.117526197864059,0,0,0,0,0,-0.140222985772567,0,0,0,0.140148184039507,0,0,0,0.0655383474767641,0,0,0,0.12557928184247,0,0,0,0.225070801389794,0,0,0.205150498897776,0,0,0,0.153088735824322,0.0930386717945162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00778285226238189,0,-0.1204413773806,0.138559736527672,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.355268186364359,0,0,0,0,-0.104843588972404,0,0,0,0,0.116929460020529,-0.154805633497819,0,0,0,0,0,0,0,0,0.383031002200652,0,0.0483486072023442,0.150160196234661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314661880904876,0,0,0.0257042725041072,-2.77555756156289e-17,0,0,0,0.0692666540527376,0,0
