,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600886.SH,X600157.SH,X600111.SH,X600489.SH,X601992.SH,X600309.SH,X300072.SZ,X600660.SH,X600623.SH,X600299.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X600583.SH,X000709.SZ,X000408.SZ,X000883.SZ,X000898.SZ,X000983.SZ,X000723.SZ,X600352.SH,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X002470.SZ,X000630.SZ,X000012.SZ,X601699.SH,X002460.SZ,X000060.SZ,X000937.SZ,X002407.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0705673292797474,0,0,0,0,0.0168743574914879,0,0,0,0,0,-1.73472347597681e-18,0,0,0.000284425837700979,0,0,0,0.00439025206313372,0,0,0,0,0,0,-0.00202901706851419,0,0,0,0,0,0,0.0268272921289496,0,0,0,0,0,0.0982138785058784,0,0,0,0.00641187882822475,0,0.0196334202453586,0,0,-0.00560707069396858,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0551062559729818,0.0017207883667721,0.0357517515682995,0,0.015998680944694,0.0215457925231111,0.0193066693803555,-0.0461598731689181,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0206616307352918,0,0,0,0,0,0,0.0165797252052511,0,0,0.0929487479563021,0,0,0.0350436142409975,0,0,0.0354895884126176,0,-0.0188688829536744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.180602190095743,-3.46944695195361e-18,0.101736800354186,0,0,0,0,0,0,0,0.0449495808060142,0.0403072806158857,0,0,0,0,0,0.0676973876437998,0,0,0.00144414905319891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954892495181178,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0195247353802405,0,0,0,0,0.100567731254001,0,0,0,0,0,0,0,0,0,0,0,0.0374309859236126,0,0,-0.00781713853916707,0,0,0,0,1.73472347597681e-18,0,0,0.157623654576326,0,0,0.0528551073585901,0,0.115804065480294,0,0,-0.0816057636087169,0,0.0766788392067153,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0663332341873837,0,0.134934869453478,0,0,0,0,0.0260947660894439,0,0,0,0,0,0.356457783398077,0,0,0,0,0,0,0,0,0,0,-0.00562112183554448,0,0,0,0,0,0,0,0,-0.0576571950783098,0,-0.0445695499550553,0,0,0,0.151262366770195,6.93889390390723e-18,0,0,0.0109957340657319,0,0,0,0,0,0,0,0.0521880677893224,-0.158048929421778,0
X600585.SH,0,0,0,0,0.0193953286618453,0,0,0,0,0.104647208726696,0,0,0,0,0,0,0,0,0,0.0308216292527685,0,0,-0.0363323411507222,0,0.100240662083788,0,0,0,0,-0.0852566981440342,0,0,0,0,0.169833865161566,0,0,0.189935732694543,0.0315656822185144,0,0.0410565530878911,0,0,0,0,0,0,0,0,0,0,-0.000618109290207582,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0199792965255767,-0.0291661453258019,0,0,0,0,0,0,0,0.0346294589516212,-0.0348459841132315,0,0.00475592609904844,0,0,0,0,0,0,0,0,0,0,0.0182224107633792,-0.0662307641803249,0,0,0,0.0912862401216955,0,0,0,0,0.0991452793091621,0,0,0,0,0,0,0,0,-0.0419000829328841,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141602960928307,0,0.0701337936083062,0,0,0,0,0,0,0,0.00463665378746583,0,0,0.0770588516410261,0,0.0990265967191254,0.109371320471143,0,0,0,0,0,0,0.263643685865259,3.46944695195361e-18,0,0,0,0,-0.0199073892695917,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0794357874686289,0,0,0,0,0.140932836166619,0,0,0.0335822561270727,0,0.0535117709859111,0,0,0,0,0,0.0404617854093474,0,0,0.0434285462616419,0,0,0,0.176823756765125,0,0,0.136847579309913,0.0292768495975622,0,0.0352105927618736,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.402081068605887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328637217574188,0,0,0,0,0.0514542507310924,0,0,-1.38777878078145e-17,0,0.000887637308997663,0,0,0,0,0,0.55119306707404,0,0,0,0,0,0,0,0,0.091736087734996,0,-0.0524154447233543,0.0347735366595649,0,0,0,0.0216387031630526,0.136591254405548,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0768018389967604,0.677123351629914,0.0692571363512833,0,-0.107452362380834,0,0.240375724415826,0,0,0,0,0,0,0,0,0,0,-0.190515265548844,0,0,0,0,0,0,0,0,0.118327831759208,0,-0.0327318529453358,0,0,0.0725981782548867,0,0.109747708084546,0,0,0,0,0.0323054464189427,0,0
X600795.SH,0,0,0,0,0,0,0,0.010242460059846,0,0.0499252853123536,-0.0120656256154182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861125053711472,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0138681779060676,0,0,0,0,0.0471701320617706,0,0.0973850942050165,0,0,0,0,0,0,0,0,-0.00734348646854942,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0505094573695791,0,0,0.0401957089429283,0,0,0,0,0.0844575581323134,0,0,0,0,0,0.0824251993633534,0.170354125833024,0,0,0,0,-0.0145866119412654,0,0,0,0,0.109067510919833,0,0,0,0,0,0.0407095899870884,0,0,0,0,0,0,0,-0.0242791643071611,0.245472812911668,0.114073968195157,0,0,-0.0225135192234518,-0.0990009691512002,0,0,0,0,0.13821930101931,0
X601991.SH,0,0,0,0,0,0,0,0,0.0277858266650306,0,-0.0426790817789838,0,0,0,0,0,0,0,0,0,0,0,0.0435006438523441,0,-0.00735068502994451,0,0,0,0,0,0.00771940115154027,0,0,0,0,0.0257513084627009,0,0,0.0333379683311351,0,0,0.140687044609223,0.0180155922856103,0,0,0.0537528338822443,0,0,0,0,0,-0.01652078470527,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.122560757223896,0,0,0,0.0323873992944934,-0.0389275361474631,0,0,0,0,0,0.293938239003119,0,0,-8.67361737988404e-19,0,0.0144683454005262,0,0.00977146280829952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446745059151215,0,0,0.046155758235146,0,0,0,0,0,0,0,0,0,0,0.024905688404286,0.00587993814261286,0,-0.00644197579570225,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.034120626276706,0.253550784462035,0,0,0,0,0,0,0,0,0,0.0431825957292234,0.114919749850149,0,0,0,0,0,0,0,0.0446938358091175,0,0,0,0,0,0,0,0.119658669042292,0,0,0.0465115345465086,0,0,0,0,0.330799482880642,0,0,0,0.0878262872500047,0,-0.1059114767095,0,0.0541034091530938,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0.0726939177121673,0,0,0,0,0,0,0.28289669189661,0,0,0,-0.0248137159739139,-0.0508756729243867,0,0,0.0635165470561183,0,-0.0667732176421326,0,0,0.0590404519066068,0.0879346550593268,0,0,0,0,0,0,0,0,0,0.0523268655940466,0,0,0,0.0965242905722671,0,0,0,0.0136412805240591,0,0,0,0,-0.0180504897529027,0.0333444849176582,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0.0353939162991459,0.0225216278079443,1.73472347597681e-18,0,0.042410892301901,0,0,0,0,0,0,0,0,0,0,0,0.00582462357180014,0,0,0.0305614660846651,0,0.0632979899758116,0,0,0.0699404420211692,0,0,0,0,0,0.0150185955164024,0,0,0,0,0,0.0895076808827228,0.23854548488377,0,0.0483720179176727,-4.33680868994202e-19,0,0,-0.00173326687298238,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,1.11467958317017,-0.135533678712367,0,0,0,0.0374139100760656,0.0633647627597402,0,0,0,0,0,0,0,0,0,0,0,0.145929284194692,0,0,0,0.0379848652154832,0.17554161383233,0,0.0405895472446452,0,0,0,0,0,0,0,0,0.121814416992577,0,0,-0.148528456384861,0,0,0.0147858266585773,0,0.0228188221008042,0,0,-0.0389281049168459,0,-0.0520408818623962,-0.0121742152117075,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,-0.27118378364238,0,0,0.73763659158661,0,0,0,0,0.40182101826596,0,0,0,0,0,-0.00458430587533479,0,4.33680868994202e-19,0,0,-0.0884167608311687,0,-0.0943903603032974,0,0,0,-0.01590338265304,0,0,0.126185840977325,0,-0.193221388483368,0,0,0,0,-0.0566267060028329,0,0.100776996966105,0,0.0663848130616016,0,0.0482347311588103,-0.0397177041566198,0,0,0.0281349999562862,-0.0384799590030618,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0.049190738603004,0,0.0998523559869435,0,0,0,0,0,0.113542238621315,0,0,0,-0.199248360723629,0,0,0,0,0.0968689653644749,0,0,0.0480968611464823,0,0,0,0,0,0,0,0,0,-0.0348624664706026,0.0746477349083025,0,0,0,0,0,0,0,-0.022373844020655,0,0,0,0,-0.0300350490137334,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.0122761598431637,0,0,0,0,0,0,0.11298963578172,0,0,0,0,0,0.24133279465558,0,0,0,0.136350861101026,0.175459444637553,0.0715372795148485,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0661168141667758,0,0,0,0,0,-8.67361737988404e-19,0.0356174418838217,0.0641850941692595,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,-0.0582468252293468,0,0,0,-0.212957676008558,0,0,0,0,0,0.295406372471489,-0.15481721148472,0,0.235392565287264,0,0,0,0,0,0,0,0,0.117629330787251,0,0,0,0.148798448784278,0,0,0,0.119195554792054,0,0,0,0,0.132706063680571,0,0,0,-0.0295678267926088,0,0,0.154730459766165,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0510288601360726,0,0,0,0,0,0,0,0,0,0,0,-0.0631927885051315,0.0274936977420498,-0.0552564562576056,0,0.169624309933613,0.151958453420653,0,0,0,0,0,0,0,0,0,-0.0224926048362352,0,-4.33680868994202e-19,0.0598205246148753,0,0,0.02001740925425,0,0.0145150952306158,0,0,0,0.0870965497498478,0,0,-0.0142494900485535,0,0,0,0,0.105109255144459,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,-0.0564663561137986,0,0,0,0,0,0,0,0,0,0.0817304770116977,0.0953804516126826,0.0104855379035336,0,0,0,0,0.116601103433249,0.180342634860192,0.0497434397885603,0,0,0.179394279517535,0.332053012505439,0,0,0,0,0.100611124410512,0,0.0683242149730623,0,0,0,0,0,0.193896401733105,0,0,0,0,-0.009627553877336,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0.0867146502624579,0,0,0,0,0,0,0,0,0,-0.0867942407369956,0,0,0,0,0,0,-0.00174795025791836,0,0,0.0278405464621346,0.0857745898582706,0,0.210710553749725,0,0,0,0,0,-0.027594323741496,0,-0.0292085809011622,0,0,0,0.145310615501302,0,0,0.0824856242547661,0.0209382417078276,0,0,0,0.0850848840811798,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.124627178375527,0.358077298814933,0,-0.101141553523313,0,0.11936945598984,0.044924826706859,0,0.0796416216874593,0,0,0,0,0.0871904369439501,0,-0.149098389926362,0,0,0,-0.212539488407671,0,0,0,0,0,0,0,0.811619953440824,0,0,0.17921514047607,0,0.00766529635449423,-0.00187492390221794,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30942315350601,0,0.120299926830985,0,0,0.00752050847347705,0,0,0,0.0119199662359236,0,0.0937136800529901,0,0,0,0,0,0,0,0,0,0.193121138891924,0,0,0.141577724967218,0,0.202994481526119,0.170569946915093,0,0.0676123602905132,0,0.0512050719978204,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727815722411617,0.04885829626543,0.0714314575658217,0.030540821753024,0,0,0.0962692030646295,0,0,0,0,0,0,0,0,0,0,0,0,0.105351287779532,0,0,0,0.156707062000135,0,0,0,0.0683279193726998,0,0,0,0,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217019847020331,0,-0.279526361672017,0,0,0,0,0.31494119200374,0,0,0.53767512271178,0,0,0,0,0.0477871577831189,0.206387806458269,0,0.0996857215118583,0,-0.0449538323817547,0,-0.140931729044677,0,0,0,0,0,1.38777878078145e-17,0,0,0.019107889677705,0,-0.704470971910995,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0.196629445423151,0,0,0,0,0,0,-0.0225631245298911,0,0.0712201087788893,0,0,0,0.0292194975987538,0,0,0,0,0,0,0.105314925539307,0.00578358008537009,0,0,0.074506694039236,0,0,0,0,0,0,0,0.109065463038047,0,0,0,0,0.0283151671347063,0,0,0,0,0,0.0210715284726775,0.0425730250601929,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0.0736026023578175,0,0,0,0,0,0,0,0,0.018895814424337,0,0,0,0.0470332176103708,0,0,0,0,0,0,0,0,0,0,0,0,0.188192224472573,0,0,0,0,0,0,0.0504111258135105,0,0,0.0372152591511083,0.108819052561854,0,0,0,0,-0.0191158667237905,0,0,0,0,0,0,0
