,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600299.SH,X600188.SH,X601992.SH,X601158.SH,X000027.SZ,X600583.SH,X002466.SZ,X000539.SZ,X600309.SH,X000792.SZ,X000630.SZ,X600623.SH,X600352.SH,X000709.SZ,X600660.SH,X000883.SZ,X000898.SZ,X600021.SH,X002470.SZ,X600098.SH,X600160.SH,X601918.SH,X600863.SH,X600489.SH,X000060.SZ,X600808.SH,X600307.SH,X600578.SH,X600547.SH,X000629.SZ,X600022.SH,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.440313174338999,0,0,0,0,0,0.0319379285803942,0,0.0785447460772749,0.0193476332795646,0,0,0,0,0,0,0.0616079972840994,0,0,0,0,0.0371326257448125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0242030974297672,0,0,0.133537543254655,0,0,0,0
X600028.SH,0.243690096679128,0,0.311472644156928,0,0,0,0,0,0,0,0,0,0,0,0.0689201009763174,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103400858242302,0,0,0.0255389176212805,0,0,0,-0.0313656218667524,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.169144481019089,0,0.108804373809547,0.0273250669610979,0,0,0,0,0.217380302947839,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.191052711010448,0.103030163292101,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0491185207345555,-0.0158998794749133,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0200691041225421,-0.0122353131578218,0,0,0,0,0,0
X600011.SH,0,0,0.146185811277525,0,0,0,0,0,0,0,0,0.401440963650095,0.103874473205051,0,0,0,0,-0.0313620337051772,0,0.133314465668208,0,0,0,0,0,0,0.0700231375037378,0,0,0,0,0,0.0808036267835402,0,0,0.0787767244309835,0,0,-0.0655574507173536,0,0,0,0,0,0,-0.0124257653410719,0,0,0,0,0,0.00553305487833752,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0175089094706519,0,0,0,0,0.0679547237110518,0.0634402441152338,0,0.141621731636938,0,0,0,0,0.0893366359581593,0,0,0,0,0,0,0,0,0.00752882336681842,0.369125231593976,0,0,0,-0.0849763265098723,0,0,0,0.0925997967720657,0,0.120384105020974,0,0,0,0,0.0434395505323709,0,-0.00954706503604022,0,-0.043211620343562,0,0,0,0,0
X600019.SH,0,0,0,0,0.0290356590897701,0,0,0,0,0.214452501378373,0,0,0,0,0.0202644653460621,0,0.0243657319523099,0,0,0,0,0,0,0.0549585589889449,0,0,0,0,0,0,0,0,0.0751695510318124,0,0,0,0,0,0,0.256849477758516,0,0,0,0.0248197866143737,0,0,0,0,0,0,-0.0348310083905602,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.450141197429842,0,0,0,0,0,0,0,0.0587557948719659,0,0,0.0372188206556797,0,0,0,0,0,0.133330272971181,0.00835284195140708,0,0.0169985874273546,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0327782796124752,0,0,0,0,0,0,0,0,-0.0347806096485644,0,0,0,0,0,0,0
X601898.SH,0.0800407621023571,0,0,0,0,0,0,0,0,0.328417172552144,0,0,0,0,0.13079281651768,0,0,0,0,0,0.0192278160205154,0.0723519999184493,0,0.0160369624532685,0,0,0,0,0,0,0,0,0,0,0.190364523850429,0,0,0.00802321648259386,0.137569469694589,0,0,0,0,0,0,0,0,-0.0525564570720241,0,0,-0.0426026868081808,0.0174674351668534,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.11070117565201,0,0,0.0803931702926169,0,0,0,0,0,0.00860323929394307,0.00485752752777434,0.055752347805635,0.010654194201201,0,0.0203332634684296,0,0,0,0,0,0.281091679190358,0,0,0,0,0,0,0.103253581441879,0,0,0,0,0,0,0,0,0,0,-0.04807166864159,0.0186491181011227,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.109539744710613,0,0,0,0,0,0,0.177093209378469,0,0,0.0128586965911271,0,0,0.0758230351585615,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193689649657248,0,0,0.193656979086034,0,0,0.114337747675156,0,0,0.161990177135633,0,0,0,-0.0264253334402422,0.0155810410337029,0,0,0,0,0,0
