,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X002466.SZ,X000301.SZ,X600660.SH,X002271.SZ,X600010.SH,X000708.SZ,X601600.SH,X601898.SH,X600362.SH,X600188.SH,X600547.SH,X600426.SH,X000786.SZ,X600219.SH,X600176.SH,X600011.SH,X600886.SH,X000825.SZ,X000408.SZ,X600803.SH,X000932.SZ,X300037.SZ,X600399.SH,X000959.SZ,X000898.SZ,X601991.SH,X600795.SH,X000807.SZ,X600549.SH,X002080.SZ,X002409.SZ,X000027.SZ,X600489.SH,X600352.SH,X000830.SZ,X002407.SZ,X002353.SZ,X601168.SH,X000723.SZ,X000630.SZ,X600808.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0843064377109899,0,0,-0.032434062895388,0,0,-0.0102231517940813,0.0345332554292208,0,0,0,0,0,0.024226968621556,0,0,0,0,0,0,0,0,0,0,0.125019873396022,0,0,0,0,-0.0534451217977175,0,0,0,0,0,0,0,0,0.0524509212755477,0,0,0,0.0292449685577287,0.0494824069732188,0,0.0488355969623254,0,0,0.0219587235298946,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X600028.SH,0.0365153502892677,0,0,0,-0.0316199168670866,0,0,0,0,0.0483573085390199,0,0,0,0,0,0.0425155810996628,0,0,0,0.05453529702316,0,0,0,0,0,0,0,0,0,0,-0.00469555466622555,0.0206005418784972,0,0,0,0.0100727117697036,0,0,-0.027841755048038,0,0,0,0.0564415424658293,0,0,0,0.0165323002935791,0,0,0.031745676086796,0,0,0.048292751271793,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0319703438733922,0.184889671920004,-0.0364587039519704,0,0,0.0394731487050029,0,0,0,0,0,0,0,0.277255600314577,0.0240080707605529,0,0,0,0,0,0,0.0410240934497763,0,0,0,0,0,0,0,0.0227434365321813,0,0.0566218398181397,0.104322598432917,0,0,0,0,0,0,0,0.00779185582752201,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,-0.0360801668441058,0,0,0,0,0.034914028710116,0,0,0.196562257922932,0,0,0,0,0,0,0,0.00723979692783515,0.019568519928729,0,0.041520566734269,-0.0580439497338079,0,0,0,0,0,0,0,0,0,0,0,0,0.116243947922891,0,0.0319391552340475,0,0.0391552340131466,0,0,0.00162762536093586,0,0.0953108417988468,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0740482951283344,0.305545645893396,4.33680868994202e-19,0.0943785278897583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121872300040638,0.129419144620005,0,0,0.0775162636574099,0,-0.0728802161788662,0,0,0,0.132421615657478,0.255598503895229,0.109553430936003,0,0.178374174781022,0,0,0,0.0150572065295209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.172240751428659,-0.11641619148328,-0.0380723772735085,0.102009919579933,0,0,0,0,0,0,0,0,0,0,0.128631796238637,0,0.0300045957397465,0,0,0,0.00124528151345205,0,0,0.0948982962646122,-0.00075627768260634,0,-0.0706462141933054,0,0,0,0,0,-0.0910288211338863,0,0.159174804675336,0,0,0,0,0,0,0,0,0,0,0.0292061955440818,0.0694247351596294,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-0.0366412839479601,0,0,0,0,0,0,0,0.0768481032057802,0,0,0,0,0,0,0,0,-0.0396862696899311,0,0,-0.0272342263957228,0,0.106170386432778,0.414152713877542,0,0,0,0.0797896719753008,0,-0.105599323459439,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0287781367092834,0,0,0,0,0,0
X600111.SH,0,0,0.0652488811410421,0,0.064027517226802,0,0,0,0,0,0,0,0.058192915716236,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.21270814033841,0,0,0,0.242992063818965,0,0,0,0,0,0,0.389393277527304,0,0,0.0186528545733514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.405794190404874,0,0,0.0217779223618623,0,0,0,0,0,0,0,0,0.437770207309309,-0.304967203721794,0,-0.135293126258312,0,0.280101896196643,0,0,0,0.138427514362202,-3.46944695195361e-18,0,0,0,0.111236823246965,0,0,0,0,0,0.088151014408111,0,0,0,0,0,0,0.198085130703872,0,0,0,0,0,-0.116483932898849,0,-0.0689529084681759,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0.0303407412718706,0,0,0,0.0469369466280658,0,0,0,0,0,0,0.00835813682912052,0,0,0.0846775945867299,0,0,0.0848968024876789,0,0,0,0,0.14501935719649,0,0,0,0,0,0,0.0925830908883002,0,0.128757445191532,0,0,0.436577280418169,-0.0364002854707366,0,-0.442598583828405,0,0,0,0,0,0.0550229742123959,0.149011581107774,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0647164741115978,0,0.0332651015443219,0,0,-0.0260125364950325,0,0,0,0,0,0,0,0.0480886290354093,-0.012765907778685,0,0,0,0,0.0270576937518002,0,3.46944695195361e-18,0.259225998651231,-0.0358801543662184,0,0,0,0,0,0.014706279275197,0,0,0,0,0,0,0.169778126929077,0,0,0,0,0,0.0189823638123686,0,0,0,0,0,0,0.110207477877282,0,0
X002271.SZ,-0.0305759807155118,0,0.213699796230063,0,0,0,0,0,0,0,0,0,0,0,0,-0.0432239183567368,0,-0.0204689803552278,0,0,-0.0755883967756638,0,0,0,0,0.0866661253787944,0.13803996707825,0,0,0.0556899959037517,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103325263070525,-0.0436299843427688,0,-0.0822224099206466,0,0.0842085610335387,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0.0355778730338977,0,0,0,0.267577406456271,0.177664759313991,0,6.93889390390723e-18,0,0,0,0,0,0.103630245993695,0,0,0,0,0,0,0,0,0,0,0,0,0.0534482835902398,0.168529271118719,0,0,0,0,0,0,0.10650753004141,0,0,0,0,0,0,0,0.0819472281072324,0,0.00974097558359906,0,0,0,0,0.0130152970311717,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.445691239987474,-0.0945947946516305,0,0.0782116370786195,0,0,0,0,0.0347418727847528,0,0,0,0,0.0567524718350562,0,0,0,0,0,0,0,0,0.0200402570339269,0,0.00423237011819188,0,0.00763641590543959,0,0,0,0,0,0,0,0,0,0.103906320077554,0,0,0,0,0,0,0,0,0.00363527464341633,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0670679226464425,0,0.038470929723472,-0.0599722468864491,0,0,0,0.133297164215683,0,0,0.237617000138857,0,0,0,0,0,0,0,0,0,0,0,0,-0.00530180270744705,0.0109164404972977,0,0,0,0,0.543987651925816,0,0,0,0,0,0,0,-5.42101086242752e-20,0.0489997822747126,0,0,0,0,0.0553211613564375,0,0.115460735532428,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.114959947458441,0,-0.0911239653936037,0,0.0702946650448312,0.0145789968518764,0,0,-0.189466905076217,0.628763389486639,0,0.170802296493781,-0.0650668605838473,0,0,0,0,-0.070378369267371,0,0,0.198213370467758,0,0.0266731761313613,0.106598721205518,0,0,0,0,0,0,0,0,0,0,0,-0.228683584194917,0,0,0.00476017365808059,0,0,0,0,0,0,0,0,0,0,0,0
