,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X600352.SH,X000723.SZ,X601991.SH,X600660.SH,X600688.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X601992.SH,X600027.SH,X600801.SH,X000898.SZ,X600111.SH,X600176.SH,X600516.SH,X002466.SZ,X000709.SZ,X002460.SZ,X000786.SZ,X600299.SH,X002271.SZ,X000629.SZ,X600489.SH,X002110.SZ,X601158.SH,X600219.SH,X000990.SZ,X600808.SH,X000553.SZ,X000883.SZ,X600985.SH,X000630.SZ,X000027.SZ,X600157.SH,X000825.SZ,X600583.SH,X600426.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.00996756752600027,0,0,0.0462572075033782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319738090187539,0,0,0.0321688044677307,0,0.04228968557685,0,0,0.0430861900708154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131022284477878,0,0,0.0270061135992746,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0.130970926769878,0,0,0.0827575113907746,0,0,0,0.0781153932043505,0,0,0,0,0,0,0,0,0,0.0251708909517486,0,0,0.0020982737663139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281505979284086,0,0,0,-1.73472347597681e-18,0,0,-3.46944695195361e-18,0,0,0.0841278640017198,0,0,0,-0.0243059046633301,0,0,0,0,0,0
X601088.SH,0,0,0,0.286666902082246,0,0,0,0,0,0,0,-0.175600411010712,-0.0121029176797718,0,0,0,0.15485931398645,0,0,0,0,0,0.0920604880071107,0,0.114114390618366,0,0,0,0,0,0.023374127999298,0,0.0117398189565215,0,0,0,0,0,0,0,0,0,0,0,0,0.0219533506581762,0,0,0.00614893286936827,0,0,0.0133624706218685,-0.0372088248622311,0,0,0,-0.0101198235117924,0,0
X600585.SH,0,0,0,0,0,0.174604335024542,0,0,0,0,0,-0.0332512278223276,0,0,0,0,0,0,0,0,0,0,0.500038989677349,0,0,0,0,0,0,0,0,-0.0259249865205766,0,0,0,0,0,0,-0.0232509990137969,0,0,0,0,0,0,0,0,0,0,0,0.00252490693634081,-0.0146674433865608,0.00423064301206371,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0358058169085552,0,0,0,0.0774823003684791,0,0,0.0880254889145996,0,0,0.138174903851354,0,0,0,0,0,0,0,0.0533830592681635,0.0330493925449017,0,0,0,0,0,0,0,0,0,0,0.0699389644873974,0,0,0.0913060958980289,0,0,0.00272721406467271,0,0,0.00860031552246946,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.0152417230175804,0,0,0,0,0,0,0,0.0761346549396229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592968928148657,0,0,0.110979067589317,0,0,0,0,0.217774736757841,0,0,0,0.0330116989907803,0,0,0,0,0,-0.060776006817531,0,0,0.264657686938247,0,0,-0.00516788725496376,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0223582619261137,0,0,0,0,0,0.385556511291583,0,0,0.41244562739122,0,0,0,0,0,0,0,0,0.0714949730009685,0,0,0,0,0,0,0,-0.04220561373596,0,0,0,0,0,0,0,0,0,0,0,0,0.0289713339268702,0,0,0,0,0.0537046993542986,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738666059513643,0,0,0,0,0.122069179978045,0,0,0,0,0.0877384956147849,0,0,0,0.0662678153471159,0,0,0,0.26151260343472,-0.01474928364904,0,0,0,0,0,0.073256511894381,0.136871893857388,0,0,0,0,0,0,-0.0409567766517899,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.00117870824234996,0,0,0,0.0032471498182879,-0.0186237862267357,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.116392246723424,0,0,0.656009509794822,0,0,0,0,0,0,0,-0.0134488226500819,0,-0.0860761782232794,0.0630580997794592,0,0,0.0309038675799795,0,-0.0243221517950518,0,0,0,0,0,0.0250906768948255,0,0
X601600.SH,0,0,0,0,0,0,0,0.127927196524833,0,0,0,0,0.0166799190354914,0,0,0,0,0,0,0.190834151811127,0,0,0,0,0.143220370581934,0,-6.93889390390723e-18,0,0,0.0325782246249737,0,0,0,0,0,0,0,0.216370594541011,0,0,0.0638929712231183,0,0.0227582235389163,0,0,0.0160752117011931,0,0,0.0726003369767744,0,0,0,0,0,0,0,0,0,0
