,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X600019.SH,X000792.SZ,X600010.SH,X600188.SH,X600660.SH,X000877.SZ,X000301.SZ,X600011.SH,X002271.SZ,X000708.SZ,X601600.SH,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X002080.SZ,X600426.SH,X000408.SZ,X600803.SH,X300073.SZ,X002326.SZ,X600219.SH,X300037.SZ,X601991.SH,X600516.SH,X600688.SH,X600399.SH,X000786.SZ,X000831.SZ,X600795.SH,X000959.SZ,X600141.SH,X600096.SH,X000155.SZ,X000825.SZ,X600157.SH,X600352.SH,X600801.SH,X600486.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.01029046556417,0,0,0,0,0.0794109681942764,0,0,0,0,0.127775670593409,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.151929225975055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.150972309299891,0.00104753378200963,0,0,0,0,0,0,0,-0.0267021622658423,0,0,0,0,-0.0401811374916819,0,0
X600028.SH,0.328008199051981,0,0,0,0,0,0,0,0,0,0,0.0247652508361034,0,0,0,0.0508750198469147,0,0,0,0.0453391130584119,0,0,0,0,0,0,0.0820400577418556,0,0.019817932817934,-0.0370034778632609,0,0,0,0,0,0.0414446104802348,0,0,0,0,0,0,0,0,0,0.0709431891122726,0,0.102138931001637,0,0,0,-0.000627898252160536,5.42101086242752e-20,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0,0.174889207465393,0,0,0,0.0638338790987392,0.0160125232612436,0.137473108786476,0,0.531368656233447,0,0,0.0426680754856574,0,0.0406008556179523,0,0,-0.0111816499393734,0,0,-0.0905524919822095,0,0,0,0,0.0334859714387606,0,0,0,0,0.0257171180964525,0,0,0,0,0,0,0,0,0,0,-0.0165610237262099,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.0367175479328451,0,0,0,0,0,-0.0342773992993072,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0.10987764907574,0.213076828259083,0,0,0,-0.0765564695082877,0,0,0,-0.0427163172944851,0,0,0.130823278506156,0,0,0,-0.0687995196385246,0.0262947743282845,0,0,0,0,-0.00264877702250056,0,0,0,3.46944695195361e-18,0.0288772568473486,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.536363584115856,0,0,0,-0.10977056398069,0.342059206862034,0,0,-0.028217554817129,-0.0233665062820904,0,0,0,0,0,-0.0320478592100217,0,0.0417351932540577,0,0,0.0513853552617716,0,0.00627276411025483,0,0,0,0,0,0,0,0,0,0,0,0.132286214332773,0.0321744925834842,0,0,0,0,0,0,0.146351064214083,0,0,0.012538921492708,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-0.00626515160279661,0,0,0.0427286101199748,0,0.0190980342404523,0,0,0,0,0,0,0,0,0,0.131256359775131,0,-0.210975289850782,0,0.0175848298036596,0,0,0,0,-0.0237253784383201,0,-0.0373643561211964,0,0,0.0404921850301375,-0.131458866224579,0,0,0,0,0.0873543491937197,0,0,0,0.532124002696228,0.0821487085868165,0,0,0,0.0354914073183458,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.114117730390708,0,0,0.387542724464212,0,0,0,0.149514046623618,0,0,0,0,0,0,0,0,0,0,0,0,0.0750271964835721,-0.0226054179718258,0.189853935516564,0,0,0,0,0,0,0.22824347337299,0,0.111779168906125,0,0,-0.0464581613807514,-0.119733562226122,0,0,0,0,0,0,0,0,0,0.000415034408338039,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.355021105101239,0,0.0944904902896297,0,0,0.10795322562857,0.0520488971766589,0,0,0,0.132133474659701,0,0,0,0,0,0,0.0260799852434246,0,0,0,0,0,0.159144673175887,0,0,-1.73472347597681e-18,0.0848430158279375,0.0192054851486625,0,0.0329295449981616,0,0,0,0.0298309042335263,0,0,0,0,0,0,0,0,0,0,0,-0.0227407280096836,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0152606862556965,0.0492086783387344,0,0,0.068279869040224,-3.46944695195361e-18,0,0.0396008484890423,0,8.67361737988404e-19,0,0.231715294649247,0,0,0,0,0,0,0.0211597484314717,0,0.0344305435984159,0,0.0154070730364114,0,0,0.0391742493556069,0,0,0,0,0,0,0.00246310493280842,0,0,-0.0247225316361957,-0.0132105841416443,0,0.138666324775676,0,0,0.285345709438377,0,0,0,-0.00733146911813422,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.093525196405832,-0.0354997937363622,0,0.217928705781953,0,0,0,0,0,0,0,-0.199096432306969,0,0,0,0,0,0,0,0,0.035371375378873,0,0,0,0,0,0,0.0635569269901343,0.289926020650804,0,0,0.000257134392933123,0,0,0,0,0.318060504152663,-0.0430810264675485,-0.0649075831983114,0,0,0,0,0,-0.0988593461349797,0.0962323089407165,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.269346059007128,0,0,0,0,0,0,0,0,0,0,0.0742410395859586,0,0,0,0,0,0,0.246449252663139,0.0964560098510251,0.0164246744752003,0,0,0,0,0,0,0,0.0797262631126289,0,0,0,0.0121891127462799,0.0694564818293348,0.117657143505651,0,0,0.0616037014136378,0,0,0,0,0,0,0,0,0.0373630033301856,0,0,0,0,0,0
X600188.SH,0.0650581041368234,0,0.681900542257462,0,0,0,0,0,0,0,0,0,0,0,0.0746634615134252,0,0,0,0.151045146200988,0.186569440226439,0,0,0,0,0,0,0,0,0.0495836120743707,0,4.33680868994202e-19,0,0,0,0,0.0743232141351891,0,0.0511323192085785,0.0886634602640904,0,0,0,0,0,0,0,0,0.0249786171945191,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,-0.0377001952978779,0,0,0,0,-0.0544219357983765,0,0,0,-1.73472347597681e-18,0,0,0.0145192997395417,0,0.0631474172003584,0,0,0,-0.00132992528937762,0,-0.0377423391254119,0,0,0.0887204843715864,0,0,0.0647471447855879,0,0,0,0,0,0,0,0,0,0.166566743823227,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599245821422185,0,0,0,0,0,0
X000877.SZ,0,0,0,0,-0.0126898648657882,0,0,0,0,0,0.071250353110146,0,0,0,0,0,0,0,0.0244408436867669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708280158823513,0,0,0,0.0819631774993443,0,0.0022849092608253,0,0.0445223216891531,0,0,0.208578779192013,0.302753695685622,0,0,0,-0.0218222645763985,0,0,0,0,0.156845649610321,0,0
X000301.SZ,0,0,0,0,0.00519959958369649,0,0.0474955764569466,0.0841638073703746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180539002662195,0.655588645097799,0,0,0,0.02926931050924,0,0.0205812479313996,0,0,0,0,0,0,0,0,0.298490726426124,0,0,0,0,0,0,0,0,0,0,-0.033939948394743,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0434849919431779,0,0,0.109076580848335,0,0,0,0,0,0,0,0,0,0,0.126196875360841,0,0,0,-0.118360954093832,0,-0.100215438687305,0.0254634962115596,0.624781733620174,0,0.0734336360845229,0.0404533289807599,-0.0896022017675518,0.130100028654899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.0346780458576572,0,0,0,0,0.136967131950818,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.0166695450521638,0,0.0203007243860528,0,-0.0945208125897228,0,0,0,0,-0.0596364950827873,0.020308033567984,0,0.940020457593112,0.0232622963946085,0,0,0,-1.73472347597681e-18,0,-0.11468563544625,-0.0233455786673348,0,0,0,0,0,-0.0181738740492131,0,0,0,0,0,0,0
X000708.SZ,0,0,0.0323910058984968,0,0,0,0.0567980785601577,0,0.171839635441401,0,-3.46944695195361e-18,0,0,0,0,0,0.0805812777950332,0,0,0,0,0,0,0,0.00197180620314205,0,0,-0.0248264505194435,0.0386704243974216,0,0,0,0,0,0.162206548061732,0,0,0,0,0,0.035431377234704,-0.0349706372286015,0,0,0,0,0,0,0,0,0,0,0.0411470598340462,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0804993906194572,0,0.288332941050539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145966324565653,0,0,0,0,0,0,0,0.104560803550409,0,0,0,0.0260822156706806,0,0.317678769746243,0,0,0,0,0,0,-0.00308380654410366,0,0,0,0,0,0,0
X601898.SH,0,0,0.370815207248128,0,0,0,0,0,0,0,0,0.274417730384213,0,0,0,0.0578433640306323,-0.0651593848418944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163527810920579,0,0,0,0,0,0,0.0579317458527204,0,0,0,0,0,0,0,0,0,-0.0950334233867228,-0.000450486698556963,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.0479831914038085,0,0,0,-0.0646058651607941,0,0,-0.0620570279642498,0,0,0,0,0,0,0,-0.0404513601629181,0,0.0696480669310051,-0.00473008486416266,0,-0.0806454044832309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535153630229557,-0.000924263626809703,0,0,0,0,0,0.694140913652783,0,-0.00329966578897196,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0982206992562858,0,0,0,0,0,0,0,0,0,0,0,0.0485122906200847,0,0,0,0,0.040234344512479,0,0,0,0,0,0,0.191559125394126,0,0,0.0877041762964725,0,0,0.0958584188369162,0,0,-0.00499658503044798,-0.00129524354718135,0,0,0,0.17117445422968,0,0,0,0.303586146666846,0,0,-2.16840434497101e-19,0,0,0,0.0426703156804064,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0.0273260154649154,0,0,0,0,-0.109042800665331,0,0.143001156442132,0,0,0,0,0,0.152237992688909,0,0,0,0,0,0,0,0,0.224783521623299,0.0168744025227514,0,0.188545317705551,0,-0.154525967465606,0.442474847087501,0.138664606766562,-0.08012329658034,0,0,0,0,0,0,0,0,0,-0.0275179520541121,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.0482900802421472,0,0,0,0.160302586709401,0,0.107761812563169,0.113731247870985,0,0.0515471326274806,0,0.140017093144505,0,0,0,0,0,0,0,0,0,0.00533045234374394,0,0,4.33680868994202e-19,0.0170463864034377,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0142148628749122,0,0,0,0,0,0
X000723.SZ,0,0,0.0734026469482042,0,0,0,0,0.250246429576191,0,0,0.0845998597168506,0.069103934152485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179122090898048,0,0.0653369231961832,0,0,0,0.30336139266666,0.00615129997098817,0.0931861903678826,0,0,0,0.00924847528287946,0,0,-0.173902662651025,0,0,0,0,0,0,0,0.00888258412123956,0,0,0,0,0.151555920443046,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271069554082495,0.218291254995143,0,0,0.0407863121940378,0,0,0,0,0.179856628012296,0,0,0,0,0,0.0291213195086842,0,0,0,0,0,0.302468472030368,0,0,0.0942331884307202,0,0.0573689849429651,0,0,0.0148899439153201,0,0,0,0,0,0,0,0.0327887945168708,0,0,0,0,0,0,0
