,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X600011.SH,X002271.SZ,X601600.SH,X600660.SH,X600886.SH,X601898.SH,X600010.SH,X600362.SH,X600801.SH,X600489.SH,X600188.SH,X600352.SH,X601991.SH,X000786.SZ,X600111.SH,X600688.SH,X600795.SH,X002466.SZ,X600027.SH,X601992.SH,X600176.SH,X600299.SH,X600426.SH,X600529.SH,X600315.SH,X002353.SZ,X600126.SH,X002080.SZ,X002409.SZ,X600612.SH,X000723.SZ,X600219.SH,X600516.SH,X002075.SZ,X000898.SZ,X000932.SZ,X000959.SZ,X600486.SH,X601158.SH,X000027.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0216652276439172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340303361565231,0.0414784146258858,0,0,0,0,0,0.0686789864099248,0,0,0,0,0,0,0,0,0.00667216564132099,0.0150402632408898,0,0,0,0,0.0586156046097849,0,0.0286179872585275,-0.000911867577916296,0,0,0,0,0,0,0,0,0,-0.0117059676960049,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0111105949588061,0.163131596702222,0,0,0,0,0,0,0.00137031727157071,0.10070935565184,0.0383187359707323,0,0,0,0,0,0,0,0,0,0,0.0144314244099749,0,0,0,0,0.0313169396757187,0.00135445047428211,0,0.00903267419200506,0,0.0534046390737865,0,0.0815080703719576,0,0,0,0,0,0,0,0,-0.0173545399321208,0.00546335535706968,-0.010055517513747,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0650853465671781,0,0,0,0,0,-0.00117479580061674,0,0.0548156543166702,0,0,0,0,0,0,0.318136568104059,0,0,0,0,0,0,-0.0189359162014652,0,0,0.142902873122807,0.0453533647062548,0.159136365378462,0,0.0043083853743961,0.00885507533421097,0.048161438721948,0,0,0,0,0,0,-0.046112145648654,0,0,0,0,0,0,0,-0.0302947735037844,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0244876557860881,0.0309638588167331,0,0.12986276398559,0,0,0,0,0,0,0.528534149348801,0,0,0,0,0,0,0,0,0.0149287509928079,0,0,0,0,0.0749305798988302,0,0,0,0.00688454352670693,0.0323802633236482,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0025199306224829,-0.0110905280929372,0.0111314964323598,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0224289089387056,0,0,0,0.199371844369464,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.0134482621502363,0.0589090906586078,0,0,0,0,0,0,0.06712793039421,0,0.283248367351605,0,0,0,0,0,0.0721721057416298,0,0,0,-0.036661382823945,0,0,0,0,0,0,0,0.00676728454105751,0,-0.0123798697818329,0.00476131176699872,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.171971238496565,0,0.0479180005190734,0.158368231578092,0,0,0,0,0,0.00729898418954192,0,0.598653308190229,0,0,0,0,0,0,0,0.0164606948276596,0,0.00879598652286055,0,0,0,0,0,-0.0675320109580292,-0.00510514869208882,0,0,0.244423786289378,0,0,0,0,0,0,0,0,0,0,0,0,-0.00828288689303569,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.102984372665077,0,0,0,1.73472347597681e-18,0,0,0.510800880164562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244313372339481,0,0,0.027253286074634,0,0.0421715981263979,0,-0.00116769159016511,0,-0.0277713782742561,0,0,0,0.0734453606193281,0,0,0.0200265692396552,0,0,0,0,0,0,0,0,-0.00321651834444231,0.005477773524722,0,0,0,0,0,0
X000708.SZ,0,0,0,0.104244667054669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209917418609597,0,0,0,0,0,0,0,0.0364186607468499,-0.122134559719352,-0.0779199998246445,0,0,0.041801478819347,0,-0.0427825801581004,0,0,0,0.129312426521182,0.0133028202425626,0,0,0,0,0,0,-0.0166375812139318,-0.0323748573966252,-0.0110605306143749,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.0665715605063478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546604609807499,0,0,0.0624795787024663,0.0351015647258506,0,0,0.0185393260812466,0,-0.0523741644765653,0.0709636262232254,0.0829307192245685,0,0,0,0,0.0753050317257472,0,0,0.0736589323252718,0,0,0,0.284433404385194,0,0.0124023279248907,-0.0171614361906859,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162659147237012,0.00273026417410555,0,0,0,0,0,0,0,0,0,0.16070298458634,0,0,0,0,0.0210119550183685,0,0.0773157733756216,0,0,0.0299101480494578,0,0,0,0,0,0,0,0,0,0,0,0.147532782285838,0,0.00870156288439106,0.000518473171561913,0,0,0,0,0,0
