,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X002466.SZ,X600019.SH,X000792.SZ,X600011.SH,X601898.SH,X600111.SH,X600660.SH,X000708.SZ,X002271.SZ,X600010.SH,X000301.SZ,X600547.SH,X600886.SH,X600795.SH,X601600.SH,X000877.SZ,X600426.SH,X600027.SH,X600362.SH,X600176.SH,X601991.SH,X601699.SH,X600803.SH,X600995.SH,X000786.SZ,X000983.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600489.SH,X000723.SZ,X600219.SH,X002080.SZ,X600096.SH,X600378.SH,X000807.SZ,X300037.SZ,X600348.SH,X600688.SH,X600157.SH,X000831.SZ,X600486.SH,X000933.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0322727482439122,0.310040852989168,0,0.0369768807281792,0,0,0,0,0,0,0,0,0,0,0.0777712777483625,0,0,0,0,0,0,0,0,-0.0306651334669331,0,0,0.136632739051483,0,0,0,0.0197150599138724,0.0861087907126064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133353376831105,0.0108398290425689,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.43624336332034,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,-0.0194377611068752,0,0,0.0491353296097633,0,0,0.0258242226780654,0,0,0.060279989148846,0,0,0.0979234652974918,0,0.000395343850967729,0,0,0,0.0618508222663983,0,0,0,0,0,-0.0246205349579753,0,0,0,0,0,0,0,0,0,0.00666365357972027,0.0108803348370919,0,0,0,0,0,0
X600028.SH,0.472623286075209,0,0,0,0,0,-0.0359995621804657,0,0,0,0,0,0,0,0,0.0598231847003988,0,0.012853800664511,0,0,0,0,0,0,0,0,0,0.0751842013367923,0,0,-0.0159099391948958,0,0.0339633638785288,0,0,0,0,0,0,0,-0.00111585308932107,0,0,0,0,0,0,0,0,0,0,-0.000741612973707613,0.0105059092275408,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221027911340505,0,0,0,0,0,0.266987169379158,0,0,0,0,0,0,0,0.29644912672851,-0.14904676787775,-0.303126352932806,-0.0157946538685648,0,0,0,0,0,0,0,0.0806467808017741,0,-0.0524160914990642,0,0,0.0289519001704472,0,0,0,0.00622435657404475,-0.033254396881397,0,0,0,0,0,0
X600188.SH,0,0.694737950899766,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102038466668407,0,0.0605847156703885,0,0,0.0858095828974868,0,0,-0.00148147999234994,0,0,0,0,0,0.0644741370576351,0,-0.0316285974240168,0.136346173914921,0,0,-0.0746644562600921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274438833198162,-0.0368602528157136,0.0118127157077046,0.0177254049662165,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215294826925074,0,0.074407304786946,0,0.0425752033794783,0,0,0,0.15012114291412,0,0,0,0,0.0858984368549313,0,0,0,0.283272585362094,0,0,0,0,0,0,0,0.103639427258689,-0.0137525047607244,0,0,0,0,0,0,0,0,0.102977044411124,0,0.00224500039055981,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.577774656050411,-0.0931018354243245,0.0680844784665035,0,0,0.0707082852635177,0,0,0,0,0,0,0,0.0654838582161571,0,0,0,0,0,0,0,0,-0.0280036192725583,0.0172386743061594,-3.46944695195361e-18,0,0.0213375909909131,0,0,0,0.019923429116428,0,0.0201039783246259,0.0943408751497541,0,0,0.0573639361526014,-3.46944695195361e-18,0,0,0,0,0,0,0.0109242903760247,-0.0228235096079207,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.604357620261465,0,-0.243516114876216,0,0,0,0,0,0,0.120779339449971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520343629680568,0,0,0,0,0,0,0,0.0745652978836022,0,0.146124990196154,0,0,0,0.0355652929441958,0,-0.0801339755230187,-0.0289993831714924,-0.0337739059479033,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0147862187208985,0.303335256581397,0,-0.0433926127499683,0,0,0.0558486503824475,0,0,0,0,0,0,0.0571910329938326,0,0,0,0.111795906390618,0,0.0304828459003358,0.0487478907469557,0,0,8.67361737988404e-19,0,0,-0.174811918492912,0.113706412228412,0,0,0,0,0,0,0,0,0,0,0,-0.108397564552882,0,0,0,0,0,0,0,0.019935848375534,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.403443561438054,0.0621238910398337,0,0,0,0,0,0,0,0.0130030857372534,0,0,0,0,0,0,0,0,0,0,0.142995739822809,0,-0.0279248544572058,0,0,0.0526288555089844,0,0,0,0,0,0,0,0,0,0,0,0.131621058693888,0,0,0,0.102124199826799,0,0,0.0427897676803383,-0.0163387844095441,0.0185411834039934,0,0,0,0,0,0
X600011.SH,0,0,0,-0.293059292073706,0,0,0,0,0,0,0,0,-0.149042189390841,0,0,0,0,0,0,0.194349993727224,0.1096639391362,0,0,0,0.392324420806619,0,0,0.355507250237453,0,0.0805835453987422,0,0,0,0,0,0,0,0,0,0.0379011476723232,0,0.113800165402952,0,0,0,0,0,-0.00297218809740878,0.225600597078597,-0.0314860288087347,0,-0.00253125520549647,0.0215773802066319,0,0,0,0,0,0
X601898.SH,0,0,0,0.0264978092094237,0.164528512181317,0,0,-0.0887559001533034,0,0,0,0,0,0,0.169480591284381,0,0,0.0333963529431046,0,0,0,0,0,0,0,0,0,0,0.236147367609792,0.0523008614323182,0,0,0.215944977985445,0,0,0,0,0,0,0,0,0,0,0,0.0684561745723431,0,0,0,0,0,0,-0.0204772404501257,0,0,0,0,0,0,0
X600111.SH,0,0,0,0.0311258583971246,0,0,0,0.0412937426849623,0,0.190020995612145,0,0,0,0,0,0.049603903721181,-0.0316162145728471,0,0,0,0,0,0,0,0,0,0,0,-0.0569486297341241,0,0,0,0,0.0485190639097595,0,0,0,0,0,0,0,0,0.278194600834429,0.0118734248395081,0,0,0,0.249423664491737,0,0,0,0.0031457011906793,0.0429672688667998,0,0,0,0,0,0
X600660.SH,0,0,0,0.0709322907380283,0.0962026849824671,0,0.0763778702422706,0,0,0,0.0110732586434713,0,0.0258724159660733,0,0,0,0,0,0.00678730508536324,0,0,0,0.0913419615548759,0,0,0,0,0,0,4.33680868994202e-19,0,0.149334904928657,0,0,0,0,0,0.0483745500336952,0,0,0,0.00364226711896361,0,0,0,0,0,0.172495882338999,0,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.411684543939032,0,0.11413784551321,0.053200569872948,0,0,0,0,0,0,0,0,0.0159727842461787,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0649623129547154,0,0,0,0,0,0.0091102298555008,0.0542007990456631,0,0,0,0,0,0.104904195821638,0,0,0,0,0,-0.0332156063704953,0,0,0,-0.0286224541871264,-0.0141916215636728,0,-0.0530507897926827,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0.136847224991193,0,0,0.0513018666742414,0,0,0,0,0,-0.0280104642447887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667244352559357,0.0734007787933549,0,0,0,0,0,0,0,0,-0.0899185440985181,0.0358785984013429,0,0,-0.129351355096994,0,0,0,0,-0.10667932716639,-0.0196695590401024,0,0,0,0,0,0,0
X600010.SH,0,0.141419456921623,0,0,0,0,0,0,0,0,0,0,0.0614054333745247,0,0,-0.0972737668525375,0,0,0,0,0,0,0,0,-0.0743359834677753,0,0,0.117019546210971,-0.00723939586422583,0,0,0.00801658515178099,0,0,0,0,0,0.0898340090843709,0,0,0,0,0,0,0,0,0.239046757404105,0.208383462769303,0,0,0.0367677780847978,0.0146908718536398,0.0223232486470897,0,0,0,0,0,0
X000301.SZ,0,0,0,0.058657387917816,0,0,0,0,0,0,0,0,0,0,0,-0.474226674035846,0,0,0,-0.3119380520726,0,0,0.370536870336931,0.451787470541,0,0,0,0,0,0.0370353175981482,0,-0.101669770173194,0.232217019249961,0,0,0,0,0,0,0,0.518267725461787,0,0,0.0749982942730764,0,0,0,0,-0.0682337402698439,0,0,0.0290359714146759,0.133210864879542,0,0,0,0,0,0
X600547.SH,0,0.146059896767379,0,0,0.00290108689779201,0,0,0,0,0,0.107217875541304,0,0,0,0,0,0,-0.0135768461288677,0,0,0,0.0612493919354729,0,0,0,0,0,0,0,0.117242682251022,0,0,0,0,0,0,0.74538970916807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00890822586839191,-0.067056039918732,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.260847564671905,0,0,0,0,-0.0387689620354041,0,-0.234934105569925,0,0,0,0,0,0,0.0914711103025132,0,0,0,0.0567732418794003,0,0,0,0,0,0.0735651552593235,0,-0.0160781181130033,0,0,0,0,0,0,0,0.014731953351295,0,0,-0.0486173742308281,4.33680868994202e-19,0,-0.022362790512474,-0.0135108429222562,-0.0207343842099057,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0709684313770201,0,0,0,0.492378718521748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142602930217929,0,0,0.247267861646975,-0.0359795292425429,-0.0420357868153134,0,0,0,0,0,0,0,0,0,0,-0.0630589179319946,0,0,0,0,0,0,-0.19487698696422,0,-0.0424125883758941,0,0.0160138951589503,0.0194385037217826,0,-0.664763923375434,0,0,0,0
X601600.SH,0,0.0196726349252495,0,0,0,0,0,0,0,0,0.0173364403179862,0,0,0,0.00480201089698196,0.0382408854760445,0.0324544709767615,0,0,0,0,0,0.104834949318995,0,0.0999429544009689,0,0,0,0,0,0,0.0641616760844122,0,0,0.0540799078525738,0,0,0,0.156841958767349,0,0,0,0.0246328231837086,-0.0107541207505191,0,0,0,0,0,0.152919119920269,0,0.0154348452552383,-0.0312332985423966,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.519298720477026,0,-0.0961828561345399,0,0,0,0,0,0,0,0,0,0.0852430985687757,0.0849975121776198,0,0,0.228349674704189,0,0,0,0,0,0,0,0,0,0.101768625065812,0,0,3.46944695195361e-18,0,0,0,0,0.0131156324458126,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0384199089944312,0.0130702500430995,0,-0.000844097239160116,0,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0.056906006236039,0.128215430808068,0,0,0,0,0,0,0.13361238248068,0,0,0,0,0,0,0,0,0,0.00443537923206145,0,0,0,0.240269371178999,0,0,-0.102746697575548,0,0,0,0,0,0,-0.142298537597139,0,0,0,0,0,0,0,0,0,-0.0152869581601994,-0.0181840409272575,0,0,0,0,0,0
