,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X300072.SZ,X601898.SH,X600688.SH,X600547.SH,X600795.SH,X601991.SH,X601600.SH,X600309.SH,X600660.SH,X600886.SH,X600362.SH,X600188.SH,X600027.SH,X000709.SZ,X600339.SH,X600157.SH,X002466.SZ,X600111.SH,X600299.SH,X000959.SZ,X000898.SZ,X601158.SH,X600489.SH,X600008.SH,X600352.SH,X002460.SZ,X000883.SZ,X600219.SH,X000408.SZ,X000539.SZ,X600160.SH,X000723.SZ,X000630.SZ,X600578.SH,X600583.SH,X600021.SH,X000792.SZ,X600176.SH,X002271.SZ,X000027.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.205947537573656,0,0.0752324191358528,0,0,-0.00578170977067674,0.026168951630177,0,0,0,0,0,-0.00391522199801531,0.110291088674798,-0.0410651221067903,0,0.00996333494540469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015418557442119,0,-0.0361022913002005,0,0,0,0,4.33680868994202e-19,0,0,0,0.107936376621893,0,0,0,0,0,0,0,-0.00952563597236883,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0499438840480874,0,0.0219190480274903,0.0912001702794394,0,0,0,0,-0.0111919837208646,0,0.00316716263940103,0,0,0,0.0598815027364072,0,0,0,0,0,0,0,0,0.0665963117861128,0,0,0,0,-0.0501415284167534,0,0,0,0,-0.012836212107953,0,0,0,0.0139765317227711,0,0,0,0,0,0,0,-0.00242841573109871,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.0491662490146179,-0.0160966617630393,0,0,0,0,-0.00214327082235332,0,0.023292432707515,0,0,0,0.000371594359776082,-0.0862588119564173,0,0.0306169420500137,0,0,0,0,0,0.182984834760525,0,0,0,0,0,0,0,0,0,-0.0231222904772596,0,0,0,0,0.201466809965141,0,0,0,0,0.0264145058136127,-0.0725919317148382,0.0085192182156406,-0.0167840334634659,0,0,0,0.0724131145078403,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0819667566025688,0,0,0,0,0,0,-0.0640255924588947,0,0,0,0,0,0,0,0,0.0277087422143586,0,0,-0.0234443495696389,0.557547073005028,0,0,0,0,0.0377179106894053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00539947843632294,-0.0391272339635206,0,0,0,0,0,0
X600011.SH,0,0,0.133046734143047,0,0,0,0,0,-0.0555323129212833,0,0,-0.257819063674908,0,0.110239704383697,0,0,0,0,0,0,0.372862753693314,0.0122611907582944,0.0684220475855771,0,0.00197415836773383,0,0,0.0236233567654732,0,0,0,0.102570816549676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00581344447099642,0,0,0,0.0549757053337353,-0.0447824286147018,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00737569341605326,0,0,0,0,0.212759479498577,0,-0.0593887054937823,0,0,0,0.20294597546918,0,0,0,0,0,0,-0.00555866736599811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207259908523265,0,0,0,-0.0137198389700049,-0.00787032507219738,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,-0.0504302551758045,0,0,0,0,0,0.00687991371339153,0.16268358636528,0,0,0,0,0,0,0,0,0,0,0.0538998289568097,0,0,0.230010149866987,0,0,0.125884202656523,0,0,0,0,0,0,0,0.0933702752629251,0,-0.0745248860297312,0,0,0,-0.0761537038737783,0,0.184527166032666,0,0,-0.000822146878599504,0.00239798316706167,0,0,0,0,0,0
X601992.SH,0,0,0,-0.059247946415272,0,0,0,0,-0.0722043007302894,0,0,0,0,0,0,-0.0394282644434549,0,0,0,0,0,0.712392027899789,0,0,-0.131526896971582,0,0,0.0900010577652915,0,0,0,0.4096219141555,0,0,0,0,0,0,0.333458606811898,0,0.120276160783818,-0.123235508321287,0,0,0,0,0.11254109469744,0,0,0,0.0375931626420108,0.06187489949002,0,0,0,-0.699244015705959,0,0
X300072.SZ,0,0,0,0,-0.664874986206645,0,0,-0.113412032137006,0,0,0,0,0,0,0,0.161173971320242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160762588175839,-0.100299866055077,-0.361270981641578,0,0,-0.050013742828531,0.368827346541721,0,0,0,0,-0.153833863093787,-0.150396490171068,0,0,0.390879060581782,0,2.16840434497101e-19,0,0.0805725021753122,0.0470362890004285,0,0,0,0,0,0
X601898.SH,0,0,0.148443714627135,0,0,0,0,-0.0021126706653378,0,0,0,0,0,0,0,0.0300039480281527,0,0,0.174056493822289,0.0914111576137133,0,0,0.0641844843186683,0,0.0849166712154397,0,0,0,0,0,0,0,0,0,0,0,0.0363498260628859,0,-0.0420783294875736,0,0,0,0.26667836579382,0,0,0,0,0,0,0,0,0.00211714875615457,0,0,0,0,0,0
