,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X600660.SH,X601600.SH,X600886.SH,X000792.SZ,X002466.SZ,X002460.SZ,X600111.SH,X600010.SH,X000708.SZ,X600795.SH,X000301.SZ,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X600027.SH,X000983.SZ,X600489.SH,X600803.SH,X601991.SH,X600176.SH,X000807.SZ,X600160.SH,X000786.SZ,X000932.SZ,X000630.SZ,X000408.SZ,X600985.SH,X000933.SZ,X600219.SH,X300037.SZ,X000629.SZ,X600612.SH,X600688.SH,X000723.SZ,X002128.SZ,X600995.SH,X600157.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.651043559512273,0,0,0,0,-0.075204204258101,0,0,0,0,0,0.0102688537732217,0,0,0.21052677027783,0,0,0,0,0,0,0,0,0,-0.278652687921997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273241845523768,0,0,0,0,0,0,0,0,0.012504937596421,0,0,0,0.0523728640104615,0,0
X600028.SH,0.528283577182359,0,0.050226671050757,0,0,0.166871373054746,0,0,0,0,0.0506125851200327,0,0,0,-0.0485423636115556,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.116475006264291,0.0131841002069638,0.0461994635082694,0,0,0.0432615364058792,0.0247400972633479,0,0,0,0,0,0,0,0,0,0,0,0,0.0412734423099452,0,0,0,0.0111871013133416,-0.00919943629308136,0,0,0,0.105331692487651,0,0
X601088.SH,0.0724976596467907,0.109513471440353,0,0,0.101536795832028,0,0,0,0,0,0,0,0.0399288877409393,0,-0.0163076679264057,0,0,0,0,0.0362143479513005,0,0,0,0,0.123663132497771,0,0,0,0,0,0,0.137307309386257,0,0,-0.00631410103480508,0,0,0,0.0298546400928788,0,0,-0.146094826633604,0,0,0,0,0,0,0,0,0,0.0030945676285326,0.00654596061814738,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252684833375638,0,0,0,0,0,0.045609887253233,0,0,0.0193264373307992,0.10693776173137,0.0645591150215526,0,0,0.0415361408232134,0,0,0,0,0,0.345379757627315,0,0,0,0,0,0,0,0,0,0,0,0,0.335379536868519,0,0,0.00797940775005054,0,0,0,0,-0.220672543215672,0,0
X600188.SH,0,0,0,0,0,0.113602217436572,0,0,0.276149694446328,0,0,0,0,0,0,0,0,0,0,0,0,0.0747776085798525,0,0,0.00659396835978366,-0.0620628283220709,0,0.385829430254115,0,0.0867840490585467,0,-0.168146663628789,0,0,0,0,0,0,0.0548736080649501,0.137747942562059,0,-0.0578050924984111,0,0,0,0,0,0,0,-0.062349447652571,0,0,-0.00911054635455498,0,0,0,0.0176637149636629,0,0
X600019.SH,0,0,0,0,0.241517143216646,0,0,0,0,0,0,0,0.0485367494205134,0,0,0,-0.140807130887916,0,0,0,0,0,0.0984930582622275,0,0,0,0,0,0,0,0,0,0,-0.0762978799948509,0.169865905536387,0,0,0.632677163543405,0,0.0142706815116933,0.215043923401816,-0.167131968742564,0,0,0,0,0,0,0,0,0,0,0.00961329203738033,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0956218147433549,0,0,0,0,0,0,0,0,0,-0.0358709226277242,0,0,0.0756850760153586,0,0,0.0842203261910504,0.198955649689218,0,0,0.230419883531408,-0.188832065009214,0,0,0,0,0,0.122723804263855,0,0.0082853519080054,0,0,0,0,0,0,-0.0767752333315095,0,0,0,0,0,0,0,0,0,-0.0263964510537847,0.0381682422920129,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.146235284551714,0,0,0,0,0,0,0,0.215876855706807,0,0,0,0,0,0,0.0542705415969577,0,0,-0.0336224772996548,0,0,-0.0170902676865966,0.278871630683327,0,0,0.0463767804551065,0,0.0571079533206193,0,0,0,0,0,0,-0.0425853622281814,-0.0640842880770201,0,0.0797344991503979,0,0,0,0,0,0,-0.135962161415571,0,0,0,-0.0384064681191025,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.2726168857092,0,0,0,0,0,0,0.0361337665405579,0,0,0.109913194980104,0,0,0,0,0,0,0,0,0,0.275331546396264,0,0,0.0268422735838579,0,0.170804019299541,0,0.0188527822726972,0,0,0,0,0,0,0,0,0,-0.0613713546588178,0,0,0,0,0,0,0,0,0,-0.00569081798710557,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.02945018618647,0,0,0,0,0,0,0,0,0,-0.145695816154551,0,0,0,0,0,0.00863771483787121,0.485079770492767,0,-0.019122184104641,0,0,0,0.0407829905716091,0,0,-0.0903684448826735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298973649807905,-0.0461967166234896,0,0,0,0.0625730587929073,0,0
X600660.SH,0,0,0,0,0,0,0,0.0331852365690835,0,0,0,0,0,0,0,0,0,0,0.0284290734549812,0,0,0,-0.060164313751839,0,0,0,0,0,0,0,0,0,0,0,0.187202793060376,0.131987712744747,0,0.0431760192836167,0,-0.0201885928570685,0,0,0,0.0674210015257213,0,0,0,0,0,0,-0.170905543800109,-0.0177923902860698,0.0406031037011532,0,0,0,0.0105710331008454,0,0
X601600.SH,0,0,0,0,0,0.106975212413213,0.0253954443410584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348720984996152,0,0,0,0.184700550689971,0,0,0.0523960503241908,0.246997077721362,0,0,0,0,0,0.0345683543130883,0,0,0.228112595015833,0,0.00615251306133882,0,0,0,0,0,0,0
X600886.SH,0.0417939415076788,0.101337806204918,0,0,0,0,-0.0712842367616686,0.241113408680111,0,0,0,0,0,0,0,-0.0314814071479764,0,0,0,0.173560835182918,0,0,0,0,0.111277530426689,0,0,0,0.129175065970081,0.297547085512534,0,0,0,0.00127357393178043,0,0,0,0,0,0,0,0,-0.214646108854555,0,0,0,0,0,0,0,0,-0.00909393864599267,0,0.0413692144234412,0,0,0,0,0
