,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X002460.SZ,X000792.SZ,X600019.SH,X600111.SH,X002466.SZ,X600011.SH,X000877.SZ,X601600.SH,X601898.SH,X600010.SH,X002271.SZ,X600547.SH,X000708.SZ,X600660.SH,X000301.SZ,X600886.SH,X600362.SH,X600426.SH,X600176.SH,X000723.SZ,X000983.SZ,X000408.SZ,X600219.SH,X601699.SH,X000786.SZ,X000807.SZ,X600803.SH,X600096.SH,X600795.SH,X601991.SH,X002353.SZ,X002080.SZ,X000630.SZ,X600141.SH,X300073.SZ,X600489.SH,X600688.SH,X000825.SZ,X600801.SH,X600157.SH,X600378.SH,X600160.SH,X000932.SZ,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.136619975644006,0,0,0,0,0,0,0.0264840873742183,0,0,0,0,0,0.035191222200504,0,0,0.00255833103118881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148242023025186,0,0.200582246014846,0,0,0,0,0.142537808630725,0,0,-0.0337170940462253,0,0,0,0.016805135866025,0,0
X601088.SH,0.0713861600055963,0,0,0,0,0.125838243235062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297936855146905,0,6.93889390390723e-18,0,0,0,0,0,-0.0106231416353316,0,0,-0.0511239854802922,0.128300680769447,0,0,0,0,0,0,0,0,0,0,0.0317275618458527,0,0,0,0.1043509917016,0,0
X600028.SH,0.151321081965966,0,0,0,0,0.0693550568633336,0,0,0,-0.0429849371526199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245412961660907,0,0,0,0,0.0187409459530653,0,0.0119875061885616,0,-0.00641573836474116,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150370604012824,0,0.0872582999433914,0.0395083071626837,0.227864694959055,0,0,0,0,0,0,0,0,0,0,0,0.0298611260658472,0,0,0,0.145534185038028,0,0,0,0,0,0.0229527534852275,0,0,0,0.0369754240087695,0.0410227501635501,0,0,0,-0.0074604081553115,0.00534447826445191,0,0,0,0,0,0
X600585.SH,0.000426730657300267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00765010534758801,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.112410830603637,0,0,0,0,0,0,0,0,0,0,0,0,0.0271303067067146,0.476749737287847,0,0,0,0,4.33680868994202e-19,0,0,-0.00627778853753827,0,0,0,0.0126997298079032,0,0
X600188.SH,0,0.206245068274094,0,0,0,0,0.112309610390983,0,0,0,0,0.184078424283522,0,0,0,0,0.075345325753421,0,0,0.109993364279976,0.034256144050659,0,0,0,0,0,0.434014450399958,0,0,0,0,2.16840434497101e-19,0,-0.0268903944627901,0,0,0,-0.0890548461879945,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.113401380586932,0.11907113133749,0,0,0,-0.0956951376639961,0,0
X002460.SZ,0,0,0,0,0,0.0600202888688396,0,0.108649626173522,0,0.183846509353129,0.379028275972638,0,0,0,0,0,0,0,0,0.0126259477669849,0,-0.0599972668244659,0,0,0,0,0,0.0737525171236694,0,0,0,0,0,0,0,0,0,0,0,0,0.185270997068454,-0.00675797621101012,0,-0.185598805880329,0,0,0,-0.0172623206520672,0,-0.0220002216615128,0.0752226869918399,0,-0.0277657327374538,0.0520595105097345,0,0,-2.16840434497101e-19,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0.436965070356102,0.252527386858693,-0.0746565219012662,0,0,-0.0456337721216229,0,0,0,0,0,0,0,0,0,0,0.3362426554102,0,0,0,0,0,0,0,0.010629202984873,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0831260276794456,0,0,0.0375685292294372,0.114522351013996,0,0,0,0.0143055221656802,-6.93889390390723e-18,0,0,0,-0.00271602342064899,0,0
X600019.SH,0,0,0,0,0.0756586230119415,0,0,0,0,0,0,0.157049882437469,0,0,0,0,0,-0.00358157163541196,0.0285885325397067,0,0,0,0,0,0,0,0.00715368496535528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173827949652245,0,0,0,0.32143524853281,-1.73472347597681e-18,0,-0.00144614734745909,-0.00608020297946139,0,0,0,-0.0128785667452675,0,0
X600111.SH,0,0,0,0,0,0.0379268260916815,0.174269973400487,0,0,0,0.148463726316591,0,0,0,0,0.204704516290777,-0.0301968507028107,0,0,0,0.171364442880211,0,0,0,0,0.0443415169465791,0,0,0.162614006855644,0,0,0.0909507096414217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470078196799477,-0.0325639763828204,0,0,0,0,0,0
