,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601992.SH,X601898.SH,X601600.SH,X300072.SZ,X600688.SH,X600795.SH,X600547.SH,X600309.SH,X601991.SH,X000709.SZ,X600362.SH,X600188.SH,X600660.SH,X600886.SH,X600027.SH,X600157.SH,X002466.SZ,X600111.SH,X000959.SZ,X600489.SH,X600339.SH,X000898.SZ,X600008.SH,X601158.SH,X600299.SH,X000883.SZ,X000792.SZ,X000408.SZ,X600583.SH,X600578.SH,X000539.SZ,X002460.SZ,X000401.SZ,X000630.SZ,X600219.SH,X000983.SZ,X600352.SH,X000027.SZ,X000786.SZ,X000600.SZ,X002092.SZ,X000723.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.280251752481254,0.0203864343097024,0.0377003389808225,0,0,0,0,0,0.0454481269865663,0,0,0,0,0,0.0135474906438298,0,0,0,0,0,0,0,0,-0.0462840449233222,-0.0124452598708147,0,0,0.0200407640032256,0.0288765862257177,0,0,0,0,0,0.104141907152342,0,0,-0.0589264655645028,0,0,0,0,0,0,0,0,0,0,-0.10736525063625,-0.0150464137282097,0,0,0,0,0,0,0
X600028.SH,0.0526053916060426,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0.0748248677924362,0.0843458009471358,0,0,0,0,0,0.070905331228222,0,0,0.0467711938265904,0,0,0,0,0,0,0,0.0395042900079758,0.0203328368883528,0,0,0,0,0,0,0,0.00322776784472204,-0.041556317648839,0.0683821918204372,0,0,0,0,0,0,0,0,0.00521258276539259,0,-0.004965130404543,0.0169003289590756,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0227719533940464,0,-0.0424704472962497,0.191768284430038,0,0,0,0,0,0,0.0873441817059369,0.0271439230957278,0.0240198667247443,0,0,0.0216620805213019,0,0,0,0,-0.039339433547892,0,0,0.210536332647811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00389304150077633,-0.00230732249977738,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.440981831373224,0,0,0,0,-0.0963151046397355,0,0,0,0,0.175875491927391,0,0,0,0.0324748261062627,0,0,0,0,0,0,0,0,0,-0.113763905395668,0,0,-0.0968080689662909,0,0,0.0483682683594197,0,0,-0.206499281060665,0,0,0,0,0,0,0,0,-0.0446160042541119,0,-0.0114012365484261,-0.0172862397704863,0.0864671397266449,0,0,0,0,0
X600585.SH,0,0,0.0887926557240659,0,0,0,0,0,0,0.145139435292355,0,0,0,0,0,1.73472347597681e-18,0,0,0.175177805415509,0,0,0,0,0.113929271433351,0,0,-0.246901933112403,0,0.166489569612746,0,0,0,0,0,0,0,0,0,0,0.120747423183262,-0.0160630114849663,0,0,0,-0.172876056651407,-6.93889390390723e-18,0,-0.0366454561936802,-0.129069079999158,0,0.0100137151245621,-0.0207770600256763,0,0,0,0,0,0
X600011.SH,0,0,0.118058003400117,0,0,0,0,0,0,0,0,0,0,-0.23360572640523,0.0154263595709375,0,0.138789543796395,0,-0.0463303530613433,0,0.112922773886215,0.496785660446897,0,0,0,0.0422073393483727,0,0.10967929110257,0,0.0851100597450082,0,0,0,0,0,0,0,0,-0.000985252579461427,0,0,0,-0.0434785297047289,0,0,0,0,0,0,-0.00684308200642695,0.037908821392624,-0.00881469376201693,0,0,0,0,0,0
X600010.SH,0,0,0,0.0729525588316016,0,0,0,0,0,0.00608056747130586,0,0,0,0,0,0,0,0.034627923117608,0,0,0,0,0,0,0,0.0921641535858391,0,0.0614212409051569,0.159909478855909,0,0,0.130887216825081,0,0.145189629426198,0,0,-0.0152457976179834,0,0,0,0,0.0128345069385374,0.0553278289082333,0,0,0,0,0.0216263647874825,0.00376920096726254,0,0,-0.0134573796138586,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0427545869113086,0,0,0,0,0,0,-0.00969160338941307,0,0,0,0,0,0.448040550823353,0,0,0,0,0,0,-0.236263286740326,0,0,0,0.0769320110216932,0.0169007544102179,0.187526239868469,0,-0.15743034695254,0,0,0,0,0,0,0.0139582428710099,0.429430365785853,0,0,0,0,0,0,0.00858000807894481,0,0,0.0844807146682161,0.0021483976762126,0.014823942001245,0,0,0,0,0,0
X601898.SH,0,0,0.0569307070216193,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180228453881754,0.0486815231233294,0.0479774269396013,0,0,0,0,0.01843718031577,0,-4.33680868994202e-19,0,0.083555070452961,0,0,0,0,0,0,0,0.337474464161808,0,0,0,0,0,0.0303663492582185,0.214175766262003,0,0,0,0,0,0,0,-0.000270876605651546,-0.0029213138465617,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282297895585528,0,0.29636122527997,0.0398241697061972,0,0,0,0,0.11578809280774,0,0,0,-0.153839376100052,0,0.0434271699238177,0,0,0,0,0,0,0,0,-0.0206163603047801,0,0,0.246573796450426,0,0,0,0.013022604352155,0,0.15443893040065,0,0,0.0117251292735302,-0.00815419214297798,0,0,0,0,0,0
X300072.SZ,0,0.121460728759282,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230843978273074,-4.33680868994202e-19,0,0,0,0,0,0,0.0167572782222786,0,0.023379557408193,0,0,0,0,0,0,0,0,0.165406665104936,0,0,0,0,0.0425790063716165,0,0,-0.038252277937811,0,0,0.0799254252625211,0,0.223169162868387,0,0,0.0899013261207123,0,0,0,0,0,0,0
X600688.SH,0,0.471149735639953,0,0,0,0,0,0,0,0,0,0,0,0,0.141819921625739,0,0,0,0,0,0.0721169098406193,0,0.00950016707235061,0,0,0,0,0,-0.0457765847270083,0.0252775240030861,0,0,0.163918476947853,0,0,0,0,0,-0.08234094563983,0,0,0,0,0,0,0,0,0,0,0,-0.00226670485828815,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.00639944638980153,0,0.00489387088569349,0.0700248488522642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067257454604217,0,0,0,0,0,0.0464315604704473,0,0,0,0,0,0,0.0729739830733226,0,0,0,0,0.003345696190205,0,0,-0.00015909810679144,-0.0004424582252384,0,0,0,0,0,0
