,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X600585.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600019.SH,X601898.SH,X600111.SH,X002271.SZ,X600011.SH,X600660.SH,X000877.SZ,X000708.SZ,X600010.SH,X000301.SZ,X601600.SH,X600547.SH,X600886.SH,X000983.SZ,X600795.SH,X600176.SH,X600362.SH,X600426.SH,X600096.SH,X600803.SH,X000723.SZ,X000408.SZ,X601699.SH,X000786.SZ,X601991.SH,X600141.SH,X600219.SH,X600486.SH,X002353.SZ,X600295.SH,X000807.SZ,X300073.SZ,X600985.SH,X600801.SH,X002192.SZ,X600027.SH,X600157.SH,X002080.SZ,X000683.SZ,X002497.SZ,X601666.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0723704663266235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162051461676201,0.0684191479205981,0,0,0,0,0,0,0,0,0,0,0,0,0.0406342729619777,0.0561051972018587,0.105770393053288,0,0,0,0.165133337517072,0,0,0,0,0.00290885664653214,0,0.00644522586596028,0,-0.00646762575034381,-0.0180596767258758,0,0,0,0,0,0
X601088.SH,0.16996099550223,0,0,0,0.0712532133009766,0,0,0,0,0,0.156541268721144,0,0,0,0,0,0,0,0,0,0,0,0,0.0896166097194846,0,0,0,0.015491843933287,0,0,0,0,0,0,0.0334014930142559,0,0.0251159281616834,0,0.0208799805396545,0.0293038849423963,0,0.102237042856291,0,-0.0289233065869628,0,0,0,0.0092514494211149,0,0.0542462904353584,0,0.0359418101674025,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0171581390569166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121780881589148,0,0,0,0,0,0,0.0940869451917547,0,0,0.0284715117732244,0,-1.73472347597681e-18,0,0,0.00301208186806208,0,0.0349522867049049,0.0080347224278395,0.0134507422975079,0,0,0,0.034856558504066,0,0,0,0,1.73472347597681e-18,0,0,0,-0.000945478743503075,-0.0139850378121826,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0720531212535815,0,0,0,0,0,0,0.000237475917435359,0,-0.0132504068748765,0.148436566712137,0.361716918048893,0,0,0.0367933376448389,0,0,0,-0.0303906956338445,0,0,0,0.0350837574814342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0829948260062718,0,0,0,0,0,0,0,0,0,0,0,-0.0208200565779855,0,0,0,0,0,0
X600188.SH,0,0.378239094915784,0,0,0,0,0,0.121127743822733,0,0,0,0,0,-0.130336660295094,-0.0399166742031644,0,0,0,0,0,0,0,0,0,0,0,0,-0.124779929160756,0,0,0,0.0585276292650186,0.0539953700942731,0,0,0,0,0,0,0.121003655620599,0,0.173161857689241,0,0,0,0,0,0,0,0.173812271079977,0.170779147265609,0.042526079828594,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.142449383422421,0,0,0,0,0,-0.0480179496542267,0,0.0468769660022779,0,0,0,0.0375960156965437,0,0,0,0,0.0920734544823641,0,-0.0364840237462141,0,0,0,0,0,0.0135128135763507,0,0,0,0,0.347258182079322,0,0,0,0,0,0,0,0,-0.0112314052509908,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.472707022395851,0,0,0.166921700214472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262538096577589,-0.024498760657598,0,0,0,0.0702648359652237,0,0,-0.0753685600554104,0,0,-0.0208459300718858,0.119495750842049,0,0.0969512258024387,0,0,0.02375383536908,0,0,0,0,0.151234496698442,0.0218554402877042,0,-0.0296898253404236,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0704699962161898,0,0.210293421595523,0,0.187002714370734,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0686132900468926,0,0,0,0,0.00638384791021844,0.141199546814501,0,0,0,0,0,0.396487801427531,0,0,0,-0.0315266501127167,0,0,0,0,0,0,0,0,0,0,0,0,-0.00886670862035827,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.0518207920805825,0,0.563025921921499,0,0,0,0,0,0,0.0206642019380183,0,0,0,0,0,0,0,0,0.0328871007738012,0,0,0,0,0,0.0473759459347505,0,0,0,0,0,0.0268516346241167,0.0341967526832519,0.0528657960459172,-0.106996569444139,0,0,0,0,0,0.105554358540047,0,0,0,0,0.226437635748439,0,0,0.0199355214623635,0,0,0,0,0,0,0
X600019.SH,0.22324052889202,0,0,0,0,0,0,0,-0.0359155124064051,0,0,0,0.0245133083505023,0,0,0,0,0.285526397194873,0,0,0.0573663169820012,0,0,0,0,0,0,-0.0411826107268415,0,0,0,0,0,0,0,0,0,0,0.0715078977510051,0,0,0.103546949038829,1.73472347597681e-18,0,0.038266553755817,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0.124989212288718,0,0.0645213313311237,0,0,0,0,0,0,0,0,0.0267642053286863,0,0,0,0,0,0,0.0320607748010042,0.0989645955294253,0,0.14071614518479,0,0,0,0,0.00721106270869704,0.00158786335033559,0,0,0.0384330255977551,0,0,0,0,0,0,0.124276559737978,0,0,0,0,0,0,0,0,0,0,0.224317617353361,0,-0.0158612892963872,-0.030023074801283,0,0,0,0,0,0
X600111.SH,0,-0.0357433896413026,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408030303206175,0,0.333799497623294,0,0.242263317088854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209006945879745,0,0,2.77555756156289e-17,0,0,0.115808861552618,0,0.193825263718171,0,0,0.0259573880171586,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771356324463997,0,0,0,0,0,-0.0608631361322906,0,0,0,0,0,0,0,0,0,0,0,0.650871486536956,0.206573520030445,0,0,0,0,0,0,0,0.153598798901362,0,-0.0610071863143293,0,0,0,0,0,0,0,0,0.0411317648466454,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0561849215778623,0,0.0506736080575199,0,0,0,0,0.0764475222783674,0,0,0,-0.101553083013095,0,0,0.0216405605973066,0,0,0,-0.0922814894504767,0,-0.0470620407562878,-0.047728013285498,0,0,0.156486367596138,0,0,0,0.682783844186555,0,0,0,0,-8.67361737988404e-19,0,0.0804536307658446,0.0244759780194542,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0445514044638047,0,0.0298118862078751,0,0,0.106570826797429,0,0,0,0,0.0593339961897655,0,0,0,0,0,0,0,0,0,0,0,0.208831876979683,0,0,0,0,0,-0.34224932885756,0,0,0,0,-0.0156785110438906,0,0,0,0,0,0,0.265440890030562,0,0,0,0,0.00562985917958328,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0.219013226311099,-0.0320899337330292,0,0,0,0,0,0,0,0.195371237650646,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.00355054199031606,0,0,0.0715383315105956,0,0,0,0,0,0.256836597799736,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104278276037042,0,0,0,0.0246191384935745,0,0,0,0,0,0,0
X000708.SZ,0,0.0138152881560126,0,0,0,0,0,0,0,0,0.205582476945582,0,0,0,0.0285266999397405,0,0,0,0.20635253244272,0,0,0.356962714265614,0,0,0,0,0,0,0.0647858509996475,0.0118782152993458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0669384813252979,-0.0955628243105553,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0452631174182342,0,0.185042323807565,0.141330229761571,0,0,0.0287028556214359,0,0,0.0739234782491935,0,0,0,0,0,0,0,0,0,0.140563034365494,0.142365920457526,0,0,0,0.0310799284782845,0,0.101118063093027,0,0,0,0.0816201903530863,0,0,0,-0.0192556896967097,0,0,0,0,0,0,0,-0.00365582251523697,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0.0586100273930274,0,0,0,0,0,0,0,0,0,0,0,0,0.357203052016545,0,0,0,-0.0019838548450413,0,0,0,0,0,0,0,0,0,0,0,-0.209080576173621,0,0,0,0,0,0,0,0.397085042512271,0,0,0.167306587855271,0,0,0.178779549260024,0.00372778439205203,0,0,0,-0.0106813266042709,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.00644981968449419,0,0,0,0.0476333582638367,0,0.025353137256097,0,0,0,0,0,0,0,0,0.0354901111178355,0,0,0.456696812753782,0,0,0,0,0,0,0,0,0.0058781732870515,0.0730598298971044,0.00326557444292608,0,0.0887554981734503,0.205272684530273,0,0,0,0.044858684789384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0264048868217612,0,0,0,0,0,0,0.236643099167289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307032307188059,0.204759874825528,0.0387403177473135,0,0,0,0,0,0,0,0.0323754759673312,0,1.73472347597681e-18,0,0.0339569391793137,-0.0423474772840886,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.125322522579156,0,0,0,0.0586344988825444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00258718876452722,0,0,0,0,0,0,0,0,-0.00395046296541058,0,0,0,0.0885529463369932,0,0,0,0,0,0.177439186003162,-0.0214693380153607,-0.0622559113685538,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0,0,0,0,0,0.290974610258587,0,0,0,0,0,0,-0.170498012739421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338825453243343,0,0,0.0747221759877912,0.103323002721074,0,0,0.108629752002695,0,0,0,0,0,0,0,0,-0.0569584353815212,0,0.333165897571999,0.0754128595897868,0.0552291091755433,0,0,0,0,0,0,0
X600795.SH,0,0.0752131651833547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386864284223357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.006419408707906,0,0,0.144213371397778,0.0606352627299295,0,0.344287363460459,0,0,0,0,0,0,-0.0168385954244317,-1.73472347597681e-18,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110841646643293,0.123308939441784,0.107982924340684,0,0,0,0,0,0,0.0201792155299488,0,0,0.0275305595492982,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0980007221540836,0,0,0,0,0,0.0537983992629736,0,0,0,0,0,0,0,0,0.00606671417083326,-0.0436905757203832,0,0,0,0,0,0
X600362.SH,0,0,0,0.00312365729987377,0,0,0,0,0,0,0,0,0.0854171193127133,0,0,0,0,0,0,0.242743617151231,0,0,0.0129329873433482,0,0,0,0,0,0,0,0,0,0,0,0.0522220663702779,0,0,0.0360513350421791,0.0878274782045457,0.165289426793203,0,0,0,0,0,0,0.0319759408718345,0.0780717316642939,0,0,0,0,-0.0501937935004812,0,0,0,0,0,0
X600426.SH,0,0.096166591504123,0,0,0,0,0,0.0474535728824784,0,0,0,0.207819357637479,0,0,-0.157211703357389,0,0.252433637271168,0,0,0,0,0,0,0,0,0,0,0.1503133611174,0,0,0,0,0.00428585142293732,0,0,0,0,0.00845883100090182,0,0.16262036461098,0.0417438193520983,0,0,0.0529473148045469,0,0,0,0,0.0915057860048641,0,0,0,0,0.120233353409146,0,0,0,0,0
X600096.SH,0,0,0,0,0,0,0,0.46632096964384,0,0,0,0.0168716592094853,0,0,0.07808531293408,0,0,0,0.0414419349816339,0,0.0304601979003612,0,0,0,0,0,0.0431516916659694,0,0,0,0.104841184639117,-0.0749595132153484,0,0,0.412389582090005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329329713160431,0,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0215360633968453,0,0.154013637536227,0,0.129060469685555,0,0,0.0634456531480215,0,0,0,0,0,0,0,0,0,0.0723091401367567,0,0,0.13384346992289,0,0,0,0.152724866091053,0,0,0,0,0,0,0,0,0,0,0,0,0.116609127402438,0,0.0241580428291414,-0.0466655804774759,-0.157811734715799,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0.165915947176565,0,0,0.0569275030171316,0.0294018852606936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00446238577501554,0,0,-1.73472347597681e-18,0,0,0,0.0198973708350047,0,0,0.0218363177617174,0,0.309108449466732,0,0,0,0,0,0,0.00973226170440538,0,0.089483164114317,0,0,0.0290158007151349,0,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.0913734323768287,0.0609427823059308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.323763752548226,0,0,0,0,0,0,0,-0.137126619561047,0,0,0.208469632109767,0,0,0.101113972363816,0,0,0,0,0.129038713988149,0.083040214042817,0,0.0236727808100213,-0.067893497688454,0,0,0,0,0,0
