,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X002271.SZ,X000708.SZ,X601898.SH,X000301.SZ,X002466.SZ,X601600.SH,X600547.SH,X600362.SH,X600188.SH,X600010.SH,X600111.SH,X000786.SZ,X600886.SH,X600011.SH,X600426.SH,X600176.SH,X601991.SH,X600795.SH,X600803.SH,X000027.SZ,X600352.SH,X000825.SZ,X600219.SH,X600489.SH,X002353.SZ,X002080.SZ,X600688.SH,X000898.SZ,X000408.SZ,X000932.SZ,X300037.SZ,X600315.SH,X600801.SH,X000807.SZ,X601699.SH,X002409.SZ,X000830.SZ,X000959.SZ,X000983.SZ,X600399.SH,X600027.SH,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00836663905538958,0,0,0,0.133733982531151,0.00392755797254719,0.00219124462596002,0,0,0,0,0,0,0,0,0,0,0.0592830608558834,0,0,0,0,0,0,0,0,0,-0.0361831259945661,0,0,0,-0.0384376583327879,0,0.069245043327497,0.0236218751845166,0,0,0,0,0.00554580507684575,0,0,0,0,0,0,0
X600028.SH,0,0,0.0488982781179042,0,0,0,0.152390231326389,0,0,0.021131666594998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00431805050949284,0,0,0,0,0,0,0,0,0,0.0100607638063545,0,0,0,0.0940543338445368,0,0,0,0,0.0836262406349591,0,0,0,0,0.00023790902706047,0.0627130552410277,0,0,0,-0.0135028896581354,0,0
X601088.SH,0,0,0,0,0,0.0268621665704203,0,0,0,0.0105899168123152,0,0,0,0,0,0,0.163261001486576,0,0,0,0,0,0.00879298478933186,0.0684768484611356,0,0,0,0,0,0,0,0,0,0,0,0,0.0172866486901435,0.0109811550892732,0,-0.0585475469674785,0,0,0,0,0,0.0320101282346398,0.0789001983806335,0,0,0,0,0,0.0261454590168548,0,0,0,-0.0154536282842261,0,0
X600309.SH,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.0699136262780989,0.115013816695357,0,0,0.201762748783581,0.0390254618082794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00766905647091908,0.0200335372343029,0,0.15104522102785,0,0,0,0,0.101064761013276,0,-0.0805349667383987,-0.0228360367934468,0,0,0,-0.0243224319155132,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0195242984293968,-0.0202478164175513,0,0,0,0,0,0,0,0,0,0,0.0211881096322858,0,0,0,0,0,0,0,0,0,0,0,-0.0883081619772392,0.0266362536584894,0.0608263754717083,0,0.0417178859578087,0.0924260367072912,0,-0.00555621725727203,-0.105689736897154,0.108530667363697,0,0,0,0,0,0,-0.0770240175654221,0.104230096954134,0,0,0,0.00362569910805105,0,0
X002460.SZ,0,0,0,0,0,0,0,0.196081769791961,0,0,0,0.086029743829506,0.429348398681652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72702117777065e-06,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0704087089399326,0.126037875423378,0,0,0.179021469758663,0,0,0.0613007245309751,0,0,0,0,0,0,0,0,0,0,0,-0.018566766015084,0,0
X600019.SH,0,0,0,0.0523823212561071,0,0,0,0,0,0,0,0,0.0583592224782811,0,0,0,0,0,0,0,0,0,0,0.0570751826889645,0,0,0,0,0,0.251195144712433,0,0,0,0,0,0.179132035644286,0,0.0566778223034971,0,0,0,0,0,-0.141254435010809,-6.93889390390723e-18,0.0382001225288265,0,0.0677297471466023,0,0,0,-0.00915392994834289,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.0969234029350521,0,0.214752245285229,0,0,0.0908299944618347,0,0,0,0.104793000813881,0,0,0,0,0,0,0.0597860472644844,0,0,-0.0303406130030759,0,0,0.0830294916450125,0,0,0,0.00360114574839812,0,0.269014944934256,0,0,0,0,0.16015758993664,0,-0.0778869548222633,0,0,0,0,0,-0.0260864784195405,0,0,0,0,-0.00259644822837045,0,0
X002271.SZ,0,0,0,0.122420722405747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401145578815588,0,0.0134023832493678,0,0,0,0,0,0,0.130945193441442,-0.0963438864882034,0,0,0,0,0,-0.0379371549831691,0,0,0,0,0,0.147591354852436,0,0,-0.0136285689162203,0,0,0,0.0355343543620085,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00146300377252265,0,0,0.0472031908728958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110379307579046,0,0.0753544007543148,0,0.0709192859857026,0,0,0,0,0,0.101877122701733,-3.46944695195361e-18,0,0,0,0,-0.107067221461047,-0.0176403052647051,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,-0.161368143820975,0,0.131520589522265,0,0,0,0,0,0,0.480517156389742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791572614640677,-0.0372553137149968,0,0,0,0,0.143651034285003,0.0625037978992662,-0.124227696566621,-0.12001909881098,0,0.242234771558073,0.21039773034306,0,0.380778451149675,0,0.0387299570717473,0,0,0,0,0.0167995767916316,0,0
X000301.SZ,0,0,0,0,0,0.0590691102567649,0,0,0,0.0465517962671927,0,0,0,0,0,0,0,0,0,0.0481235195202512,0.40313009236007,0,0,0.0936710782445794,0,0,0,0,0,-0.0764199331001721,0,0,-0.0710665569023462,-0.0746829511983646,0,0,0.0385748730361755,0.0765339514211578,0,0.00101410293623772,0,0,0.17157399907381,0.147511286499284,0,0,0,0,0,0,0,0,0,0,0,0,0.026449982106054,0,0
X002466.SZ,0,0,0,0,0,0.453103782543186,0.19915256738817,0,0,0,0,0.116815677273536,0,1.38777878078145e-17,0,0.257000636703222,-0.232690650553733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452048765197688,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0.124749902211478,0,0,0,0,0,0.442491071891387,0,0,0,-0.187166413911317,0.0994741266747348,0,0,0,1.73472347597681e-18,0,0
X601600.SH,0,0,0,0,0,0,0,0,-0.00542418991929138,0,0,-0.0279168841512038,0.0408137158923499,0,0,0.111014213928427,-0.0384728002636594,0.0521408870690953,0,0,0,0,0,0,0,0,0,-0.0133547172312789,0,0.102261398822297,0,0,0,0,0,0.0790288903832605,0,0.0180145164206037,0,0,0,0.483801052507996,0.0555503328441403,0,0,0.0942066630256781,0.0179821873130324,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00261925693696929,0.102805040632275,0,0,0,0,0,0,0,0,0,0.17293631060529,0,0.158041301420164,0,0.208622120768451,0,0,0,0,0,0.0462445346799456,0,0,0,-0.0694340515137921,0,0,0,0,0,0.0814121985292099,0,0,0,0,-0.0219250719601186,0,0,0,-0.0253731653455212,0,0
X600362.SH,0,0,0,0,0,0,0,0.191949122056109,0,0,-0.00898818200101234,0,0,0.317053293295316,0,0,0,0,0,0,0,0,0.223789497654865,0,0,0,0,0,0,0,0,0.10966059756025,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0465828052512591,-0.0693875672056954,0,0,0.0223486333630365,0,0.0456259251017606,0,0,0,-0.113396498613449,0,0,0,0,0.0279389854089884,0,0
X600188.SH,0,0,0,0,0,-0.288341082610216,0,-0.135194437689196,0,0,0.470325509230165,0,0,0,0,0,0,0,-0.0742096502762785,0,0,0,0,0,0,0,0,0,0,0,0,0.0935903084037975,0,0,0,0,0,0.134438249407215,0,0,0,0,0.132564110052453,0,0.165534779009185,0,0.242707483605258,0.185642246639541,0,-0.0705557903147795,0,1.73472347597681e-18,-0.110614244322777,0,0,0,-0.0085034129963454,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053102823491519,0,0,0,0,0,0,0,0,0.0292110560314637,0,0,0.187308407016905,0,0,0,0,0.0963866726887616,0.0253301197579742,0.122744086645439,0.0558136775887941,0,0,0,0,0,0,0.163885083003736,0.0969680265693826,0,0,0.0644778811225455,0,0,0,0,0,0,-0.0460203563053131,0,0
X600111.SH,0,0,0,0,0,0,0.0168093222938609,0,0,0,0,0,0,0,0,0.0169300072661867,0,0.262877803804973,0,0,0,0,0,0,0,0,0,0,0,0.0733511756174647,0,0,0,0,0,0,0.0929235177163107,0,0.123698660584335,0,0,0,0.00996552053321818,0,0.074240526805501,0,0,0,0,0,0,-0.0895968882785835,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0.148628717913211,0,0,0,0,0,0.139120111848098,0,0,-0.0561612146559723,0,0,0,0,0,0.0182026914538675,0,0,0,0,0.027258836688351,0,0,0.323921014269032,-0.0588849999553468,0,0,0,0,0,0,0,0,0.0350235479612755,0.0962218472239605,0,0,0.0660218977362438,0.036892069941573,0,0,0,-0.147502724019443,0.0748236413816034,0,0,0,0,-0.0642638144574274,0,0,0,0,-0.0449262394652228,0,0
X600886.SH,0,0,0,0,0,0,0,-0.00670015444361129,0,0,0,0.0338377590435528,0,0,0,0,0.0204617745533116,0,0,0,0,0,0,0.186401186070585,0,0,0,0.0381874264499929,0,0,0,0,0,0,0,0,0,0.0112507659761615,0,0,0,-0.0682532881962485,0.100954253893231,5.42101086242752e-20,0,0,0,0.0504281642097682,0,0,0,0.0500993059209355,0,0,0,0,4.33680868994202e-19,0,0
