,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X600011.SH,X002460.SZ,X002466.SZ,X000792.SZ,X600547.SH,X601898.SH,X601600.SH,X600111.SH,X000708.SZ,X600660.SH,X002271.SZ,X000301.SZ,X600010.SH,X600886.SH,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X601699.SH,X600803.SH,X600176.SH,X000983.SZ,X600489.SH,X601991.SH,X600027.SH,X000786.SZ,X000807.SZ,X600160.SH,X600995.SH,X000629.SZ,X002080.SZ,X600378.SH,X600219.SH,X000933.SZ,X000723.SZ,X000932.SZ,X600096.SH,X000408.SZ,X300037.SZ,X600688.SH,X000831.SZ,X600157.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.196715006298232,0,0,0,0,0,-0.0803550798792689,0,0,0,0,0,0.100455412090695,0,0,0,0.0493091148395922,0,0,0,0,0,0,0,0.0699353126206188,0,0.0437232327578737,0,0,0,-0.0040194682003208,0.0864120365573898,0,0,0,0,0,0,0,0,0,0,-0.0175362733597951,0,0,0.0818388240298664,0,0,0,0,0.0392196429869277,-0.0365315766717736,0,0,0,0,0,0
X600028.SH,0.30523663727115,0,0.237518272118093,0.0268156383641434,-0.104825568822999,0,0,0,0,0,0,0.0830093402406286,0.13292041570725,0,0,0,0,0,0,0,0,0,0.0522530765677513,0,0,0,0.0587193827110403,0,0,0.00388274880077252,0,0.0261904428133665,0,0,0.0656224705814653,0,0,0,0,0,0,0,0,0,0,0.0422488201841971,0,0,0,0,0,0.0279997700438212,-0.0318196761858634,0,0,0,0,0,0
X601088.SH,0,0.253805792199062,0,0,-0.125411660937389,0,0,0,0,0,0,0,0.0620602090758737,0,0,0,-0.158672183290466,0.0646044023801581,0,0,0,0.00775836008626912,0,0,0,0.141264927179754,0,0,0,0,0.193247303864813,0,0.0213239991280088,0,0,0,0,0,0,0,0.178276820598109,0,0,0,0,0,0,0,0,0,0,0,0.0251581011275477,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0578170835672729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039101758519818,0.125859598302385,0,0,0.29406940654182,0,0,0,0,0,0,-0.0226123699498322,0.114458396811615,0,0,-0.0147736548126222,0,0,0.00714433730695188,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176409050132467,-0.0111790113625922,0,0,0,0,0,0,0
X600188.SH,0,0,0.615505774335362,-0.021650344771115,0,0,0,0,0,0,0,0,0,0,0,0,-0.211108087019592,0.0631312074722103,0,0,0,0,0,0,0,0.0931415838822988,0,0,0.13116444827006,0,-0.0280994598961739,0,0,0,0,0,0,0,0,0,0.216756424004934,-0.15696103598603,-0.0496218251913362,0,0,0,0,0,0,0,0,-0.0431842324978133,8.67361737988404e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660000796109801,0.107725606799101,0,0,0.447538437048273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876759540640714,0,0.0182665805171537,0.0682677615912394,0,0,0,0,0,0,0,-0.00143994603021702,4.33680868994202e-19,0,0,0,0,0,0
X600019.SH,0.0230718245069798,0.171893432425242,0,0,0,0,0,0,0,0,0,0,0.11623025920735,0.106656532867669,0,0.0120924920786787,0,0.00300274458807616,0.176347962628342,0,0,0.268184079182522,0,0,0,0,0,0.0891608291989588,0,0,0,0,0,0,0,0,0,-0.102383295843841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183425840073227,0,0,0,0,0,0
X600011.SH,0,-0.0221339743072231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321597705512187,0,0,0,-0.203375796989789,0,-0.104745307661984,0,0,0,0,0,0,0,0.492522995925729,0.114386367000086,0,0,0,-0.0649816289827117,0,0.110720369868656,0,-0.0510536263342349,0,0,0,0,0,0,0,0,0,0,-0.00471793171393713,0,0,0,0,0,0,0
X002460.SZ,-0.103188788829726,0,0,0,0,0,0,0,0,0.720029696707773,0,-0.0102243830678459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00420762910296279,0,0,0,0,0,-0.037112713713139,-0.0227419440353821,0.126887044115413,-0.0547899225999057,0,0,0,0,0,0,0,0,0,0.036636693402187,0,0,0,0,0,0,0,-0.0201107040509746,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.550891619771211,0,0,0,0,0,0.0801945128902918,0,0,0,0,0,0,-0.015490555196581,-0.0891773429846103,0.120213142755837,0,0,0,0,0,-0.0432898015629953,0,0,0,0,0.0194068584151485,0,0.035090632514157,0,0.0550964705290632,0,0,0,-0.0516957650067794,0,0,0.0187975373262448,0,0.082529752688759,0,0,-0.0499708319665138,-0.0161074916417699,0.0110183637362297,0,0,0,0,0,0
X000792.SZ,0,-0.0737515240621682,0,0,0,0,0,0.00795673980537497,0.0820111706328862,0,0,0,0,0,0.230155473494141,0,0,0.0940363743345974,0,0,0,0,0.00659129272714076,0,0,0.0420213148942116,0,0,0,-0.083284177611172,0.115502826678935,0,-0.0364059973276457,0,0.061511624651668,0,0,0,0.0133122785269468,0,-0.094602585900663,0,0,0,0,0.0234246555258507,0,0,0,0,0,0,0.0327841440142179,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.00665258328474876,0,0,0,0,0.0211218069555035,0,0,0,0,0.0696310321167461,0,0.102007376648145,0,0,0,0.0690640958733463,0,0,-0.189297075137324,0,0,0.611173618278235,0,0,0,0,0.0617522848821881,0,0,0.0563018886120634,0.0125917299469798,0,0,0,0,0,0,0.0515498628702403,0,0,0,0,0,-0.0238188346497192,0,0,0,0,0,0,0
