,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X002460.SZ,X600019.SH,X601898.SH,X002271.SZ,X002466.SZ,X600111.SH,X600011.SH,X000877.SZ,X600660.SH,X000708.SZ,X600547.SH,X600010.SH,X601600.SH,X600886.SH,X000301.SZ,X600426.SH,X600176.SH,X600362.SH,X000983.SZ,X600795.SH,X000786.SZ,X600803.SH,X600801.SH,X600096.SH,X601699.SH,X000723.SZ,X600486.SH,X601991.SH,X000408.SZ,X000932.SZ,X600295.SH,X600219.SH,X000630.SZ,X600027.SH,X600141.SH,X000807.SZ,X000959.SZ,X000830.SZ,X600489.SH,X002080.SZ,X600985.SH,X600157.SH,X300073.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0806311578197588,0,0,0,0,0,0,0,0.0671861019940342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0931866129393892,0,0.0513160162721843,0,0,0,0,0,0,0,0.131153075390882,8.67361737988404e-19,0.056924408939564,0.0770125956998474,0,0,0.160529363687004,0,0,0,0,0,0,-0.0243568664845647,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.106200235313391,0,0,0,0.241288396474352,0,0,0,0,0,-0.115429201661969,0,0,0,0,0,0,0,0,0,0,0.0539525722879568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338660209472111,0,0,0,0.0246095968361792,0,0,0,0,0,0,0
X600028.SH,0.0607028183331017,0,0,0,0,0,0,0,0,0.0342207024705381,0,0,0,-0.0473476891803512,0,0,0,0,0,0,0,0.0454063586874463,0.0586594138673542,0,0,0.000672689357262852,0,0,0,0.0403528316513522,0,0,0,0,0,0,0,0.0074430661750355,0,0.0337359842636813,0,0,0.0803859123655377,0,0,0,0,0,0,0,0,0,-0.0175228070737739,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0589115397901328,0,0,0,0,0.0479550686456864,0.190949081049567,0,0,0,0,0.166632110741766,0.0213969667243078,0,0,0,0,0,0.0699849875600686,2.16840434497101e-19,0,0,0,0.0582238054436318,0,0,0,0,0,0,0,0,0,0.0299768262568782,0,0,0,0,0,0,0,0,0.013102609885434,0,0,0,0,0,0
X600585.SH,0,0,0,0.03918150854581,0,0,-0.00598008496012525,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0472508996339768,0,0.197233626286515,0,0,0,0.142003238294181,0,0.30386416139898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131732501464476,0,0.0195294863821584,0,0,0,0,0,-0.0143781630125773,0.00217286655934942,0,0,0,0,0,0
X600188.SH,0,0.234966339891019,0,0,0,0,0,0.0669491205894174,0,0,0,0,0,0,0,0,0.0188950063249944,0,0,0,-0.0603983395227693,0,0.0579835344465211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572466344525423,0,0,0,0,0.157841021243602,0,0,0,0,0.557907645025895,0,0,0.0342033521649782,0,0.0669433539223823,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0443644920848772,0,0,0,0,0,0.337042119212089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568183929975427,0,0,0.0202373480168752,0,0,0,0,0,0.221929257906101,0,0.238694965175767,0,0,0,0,0,0,0,0.106554431151777,0,0,0,0,0,0,0,0,0
X002460.SZ,0,-0.0460498059827392,0,-0.00351342514187697,0,0,0.0308896237931864,0,0,0,0,0.451971009340382,0.165484864859394,0,0,0,0,0,0,0,0,0,0,0,0,0.0348175607393943,0,-0.118368580072574,0,0,-0.0803696232642772,0,0,0,0,0.0831042306450235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257207620696723,0,-0.0690296351018968,-0.015091342006394,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0183785523101704,0,0,0,0,0,0,0,0.0462902427601318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137823731665924,0,0,0,0,0,-0.045427878114709,0,0,0.335558546255019,0,0,0,0,0,0.0214927736244384,0.139137593226821,0,0,0,0.108646900327053,0,0,0,-0.00212884412308643,0,0,0,0,0,0,0
X601898.SH,0,0.158788608058971,0,0,0,0,-0.0403076899124349,0,0,0,0,0,0,-0.0375405087809448,0,0,0,0.0822663919369944,0,0,0,0,0,0,0,0.22967335533226,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0416871612293516,0,0.173269758939454,0,0,0,0,0,0.0107375474593965,0,0.237989204338077,0,0,0,-0.0259222844077654,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,-0.0722671793819723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502430819546127,0,6.93889390390723e-18,-0.00101647824589477,0,0,0,0.343774746071784,0,0,0,0,-0.133667183448506,0,0,0,0,0,0.101439300112448,0,0.0711608413642782,0,0,-0.0513403029839559,0,0.0268581423298233,0,0,0,0,0,0
X002466.SZ,-0.0591943130026275,0,0,0,0,-0.0122731030495103,0,0.930688172541274,0,0,0,0,0,-3.46944695195361e-18,-0.0962382410706641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151733039043608,0,0.126473285181052,0,0,0,0.0642213143240036,0,0.0496420055093043,0,0,0,0,0,0,-0.0516394121387517,0,0,0,0,0,0,0.11161026989217,-0.108244121884637,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.23004706200318,0,0,0,0,0,0,0.0292333878082146,0.0155315843085577,0,0,0.381073880854058,0.03049171310816,0,0.0907253662428672,0.0383737705580015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110403574971017,0,0,0,0,0.188838263702746,0,0,0,0,0,0,0,0,0,0.0287084597901609,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268988698345636,0.0547050833073206,0,0,0,0,-0.0243195578627442,0,0,0,0,0,0,0.0120549871964537,0.530291952523517,0,0,0,0,0,0,0,0,0.363252350369327,-0.125677114816118,0,0.0305413672779603,0,0,0,0,0,0
