,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X600010.SH,X000786.SZ,X600111.SH,X600176.SH,X601600.SH,X600011.SH,X601898.SH,X600886.SH,X600426.SH,X000301.SZ,X002466.SZ,X600188.SH,X600352.SH,X601991.SH,X600801.SH,X600219.SH,X000932.SZ,X600795.SH,X600803.SH,X002080.SZ,X600489.SH,X000027.SZ,X600688.SH,X600299.SH,X002353.SZ,X600486.SH,X000898.SZ,X600516.SH,X600027.SH,X601168.SH,X000807.SZ,X600157.SH,X000630.SZ,X000723.SZ,X601992.SH,X600315.SH,X300037.SZ,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,-0.0426442550015346,0,0.0369556247217925,0,0,0,0,0,0,0,0,0.031696355445478,0,0,0,0,0,0,0.0325365373317079,0,0,0,0,0,0,0,0,0.079414256821597,0,0,0,0,0.00779663814682283,0.0258412404831696,0,0.0500775867532521,0,0,0,0,0,0,-0.00571554718331222,0,0,0,0,0.000844088804361757,0,0
X600028.SH,0,0,0,0,0,0,0.0819542594095216,0,0,0,0,0,0,0,0,0,0.0194674870354397,0,0,0,0.0302823747660058,0,0.0190642961734092,0,0,0,0,0.0162055257418075,0,0,0,0,0,-0.0132640631172239,0,0,0.0259316656009464,0,0,0,0,0,-1.73472347597681e-18,0,0.160662215916942,0,0,0,-0.0623398555688749,-0.0235976948344182,0,-0.00893212284133643,-0.0132279156671013,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0730690380932461,0,0,0,0,0,0.187145869949122,0,0,0,0.0167253299216951,0.187158933801472,0,0,0,0.193050026317963,0.126915921676223,0,-0.0851055900513359,0,0,0,0,0,0,0,0,0,0,0.0252945555661244,0,0,0,0,0,0,-0.0492289440470191,0.0264885164241043,0,0.0493736755236911,-0.0278923880763189,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.088164630625162,0.0228982925289774,0.257222095905713,0,0,0,0.0363212030367019,-0.124035493666831,0,0.0398892159027431,0,0,0,0,0,0.141535801526299,0.0959339295305833,0,0,0,0,0,0,0,0,0,0,0,-0.0512528389395371,0,0,0,0.0703695773523978,0,0,0,0,0,0,0,0.155823078127345,0,0.148296697149609,0,0,0,0,-0.00186653059005894,0,0,0,0.159665356329356,0,0
X600585.SH,0,0,0,0.0200737574650433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0845006794471795,0,0,0.0957405428363216,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117862203125337,0,0,0,0,0,0.0106090837552949,-0.0762663253186169,-0.0406168255321289,-0.0115058489192845,-0.00458768062760084,0,0,0,0,0.0317451025483376,0,0
X600019.SH,0,0,0,0,0,0,0,-0.0456065065152415,0,0,0,0,0,0,0.0614843899401178,0,0,0,0,0,0,0.112266803628616,-0.00422964816014187,0,0,0,0,0.149210936721594,0.465035593671599,0,0.0213936915680144,0.0543868108156081,0,-6.93889390390723e-18,0,0,0,0,0.219615511346745,0,0,-0.120830472315307,0,0,0,0,0,0.0587481902239953,0,0.169891193582487,-0.13219873610494,-0.0276390645427211,0,0,0,0,0.131343317963246,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.602274340688104,0.250084357090028,-0.10978136922733,0,0,0,0,0,0,0,0,-0.265184701237389,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.208836988155553,0.229973109303473,0.244741312309906,0,0,0,0.141996683500886,-0.180563643168444,0,0,0,0,0,-0.0620739676409045,-0.064511858032093,0,0,-0.0380228743707212,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.261077386458821,0,0,0,0,0,0.0600932944796911,0.440638014094761,0,0,0,0,0,0.172960446592031,0.0640552581043767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447402950640971,0,0,0,0.0596449003840117,0,0,0,0,0,-0.0201564429195781,0.0295344259080891,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.191171747787415,0,0.0543752721549277,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.109682326145563,0,0,0,0,0,0.0557999029776107,0,0,0.0364204778559301,0,-0.234229244817711,0,0,0,0,0.131168261220776,0,0,0,0,0,0,0,-0.0501363244807206,0,0,0.140140455008369,0,0,-0.00681743764660879,-0.0205062021557282,0,0,0,0,0,0
X002271.SZ,0,0,0,0.115363694972243,0,-0.321719942074658,0,0,0.174202766997032,0,0,0,0,0,0,0.12940359408392,0,0,0,0,0,0.0311517966129508,0.00490869824410452,0.0645499301363795,0,0,0,0.0933359603253446,0,0,0,0,-0.0751204554710322,0,0,0,0,0.0223287152785559,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763730050310898,-0.0420874509552597,0,0,0,0,0,0
