,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X601600.SH,X600019.SH,X600585.SH,X600547.SH,X600011.SH,X600886.SH,X000792.SZ,X600795.SH,X600362.SH,X600111.SH,X600010.SH,X600489.SH,X002460.SZ,X000708.SZ,X002466.SZ,X600803.SH,X600160.SH,X600027.SH,X000301.SZ,X601991.SH,X000786.SZ,X000807.SZ,X600426.SH,X000983.SZ,X600219.SH,X601699.SH,X002128.SZ,X600176.SH,X000408.SZ,X000630.SZ,X600096.SH,X000877.SZ,X600985.SH,X601168.SH,X000933.SZ,X600378.SH,X002353.SZ,X002271.SZ,X000027.SZ,X600995.SH,X000883.SZ,X600352.SH,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.14817971217382,0,0.00265863363833795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185814030256221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360784592887396,0,0,0,0.0973210264060476,3.46944695195361e-18,-0.00174257261624794,0.243577768742848,0,0,0,0,0,0,0,0.0714773403220703,0,0,0,0,0,0,0
X601088.SH,0.123101540813841,0,0,0,0.207020327964336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00492845175021329,0,-0.0714980116538763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125346165740933,0,0.052114022223542,0,0,0,0,0,0,0,0,0,0,-0.0290578284250711,-0.0669066132577116,3.3881317890172e-21,0,0,0,0
X600028.SH,0.599254573591891,0,0,0,0.0671832813243296,0,0,0,0,0,0.043253888152047,0,0,0,0,0,0,0,0,0,0,-0.0578280870957868,0,0,0,0,0.0464442570843512,0,0,0,0,0,0,-0.0304599413122595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134320587871617,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.00769641533540336,0,0,0,0,0,0,0.0508362765451968,0,0,0,0,0,0.110415720819416,0,0,0.0337870897209889,0,0,0,0,0.0140390639584025,0,0.35869102499954,0,0,0,0.13790622997407,0,0,0,0,0,0,0,0,0,0.18979500910725,0.0447030031054688,0,0,0,0,0,0,-0.106692122342228,-0.0351727152598727,0,0,0,0,0,0
X601898.SH,0.0862138134704604,0.489650047229993,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0308176837691076,0,0.183520976653375,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207734635079869,0,0,0,0.00388328521720899,0,0
X600188.SH,0,0,0,0,0.0563437439079338,0,0,0,0,0,0,0,0,-0.216858259580222,0,0,0,0,0,0,0,0,0,0,0.0747756869840384,0,0,0,0,0,0.125169584170356,0.0226508962834777,0.589004368788031,0,0,0,0,0,0,0,0,0,0.200033824158339,0,0,0.107206191071336,0,0,0,0,0,0,0,0.166248618585349,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205365765214554,0,0,0,-0.22152931727687,0,0,0.145212024783227,0,0,0,0.457712796870076,0,0,0,0,0,0,0,0,0,0,-0.345553582364218,-0.0568500086962041,-0.0755494770344387,0,0,-0.0782395489618442,0.107570783541592,0,0,0,0,0.109681938920384,0,-0.0117066972782871,0,-0.11373163834853,0,0,-0.0443864832159072,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260474743978093,0,0.0491321412197547,0,0,0,0.0900689405555618,0.190309136310339,0,0,0.442889474665653,0,0.0242595720273366,0,0,0,0,-0.0141399530038545,0,0.334840958491012,0.146008445415313,0,-0.0226506295329428,0,0,0,0,0,0,0,0,-0.0325348495828892,0,0,0,0.000424903160705635,0,0
X600019.SH,0,0.246163978667944,0.0860494572278318,0,0,0,0,0,0,0,0,0.217316639101962,0,0,0,0,0,0.0534123764352814,0,0,0.369056550520211,0,0,0,0,0,0,0,0,0,0,0.0179126839600943,0,0,0,0,0,-0.0124574529417871,0.0414605666890581,0,0,0,0,0,-0.0298348127852118,0,0,0,0,0,-0.0168667778896715,-0.0590311398874898,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0773534751024599,0,0,0,0.0975411643942463,0,0,0,0,0.207597460389739,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.130741719397758,0.130360954947636,0,0,0,0,0,0,0,0,0,0,0.237529256197896,0.0473394410672974,0,-0.042240250606113,0,0,0,0,0,0,0,0,0,0.0650570024936813,0,0,-0.0233500887810511,0,-0.0885272955951832,0,0
X600547.SH,0,0,0.0271891596107442,0,0,0.0555920835406374,0,0,0,0,0,0,0,-0.0156264273352744,0,0,0,0,0.787547250827597,0,0,0,0,0,0,0,0,0.00102056991530491,0,0,0,-0.0529815813410512,0,0,0,0,0,0,0.0117603212335448,0,0,0,0,0,0,0.090006241719465,0,0,0,0,0,-0.00399930183016012,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0473993870441139,0.150599626813887,0,0,0,0,0.0761151640628088,0,0,0,0,-0.0718878018868019,0,0,0,0,0.0939969602450995,0,0,0,0,0,0,0,-0.0612644436539677,0,0,0,0,0,0,0,0,0,-0.0546865399951031,0,0,0.272742155006747,0.0975023619253794,0,0,0,0,-0.13069304531221,-3.46944695195361e-18,0,0,0,0,0,0
X600886.SH,0.244457323853685,0,0,0,0,0,0,0.00211127743696998,0,0,0.0406003234233336,0,0,0,0.0931724802502843,0,0,0,0,-0.0307993696384398,0,-0.132792399452935,0,0,0,0,0,0,0,0,0,0,0,0,-0.124378902287552,0,0,0,0,0,0,0.0763447568317035,0,0,-0.0253746321088666,0,0,0,0,0,0,-0.0672700199432016,0.103042063935287,0.00391813106559032,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232757860177114,0.190818134626787,0,0.104965276293728,0,0,0,0.0229568587158877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02457560167465,0,0,0,0,0.0895121781575553,0,0,0,0,0,0,0.00228364299144021,0,0
X600795.SH,0,0,0.0812200231415636,0,0,0,0,0.0929741063902447,0.0590070026715985,0,0,0.0751591137841793,0.352559014654605,0,0,0,0,0,0,-0.0423510777294744,0,0,0.0911321482024177,-0.0763113141173857,0.00932835679695546,0,0,0,0,0,0,0.0025607547239192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262602644253196,0,0,0,0,-0.0483267016353633,0,0,0,0,0,0,0
