,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X000708.SZ,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X601992.SH,X000723.SZ,X600027.SH,X002271.SZ,X000786.SZ,X600516.SH,X600489.SH,X002466.SZ,X002353.SZ,X000898.SZ,X600299.SH,X600176.SH,X601158.SH,X002460.SZ,X000883.SZ,X000709.SZ,X600426.SH,X600612.SH,X600219.SH,X600583.SH,X000027.SZ,X000629.SZ,X600315.SH,X000630.SZ,X000553.SZ,X000792.SZ,X000825.SZ,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.00670985147559626,0,-0.0154995454786321,0,0,0,0,0,0,0.0060194531999183,0,-0.0128122850079486,-0.023888843685937,0,0.0557045889951806,0,0,0,0.0846990790206515,0,-0.0126403916353547,0.0903260420148754,0,0.0118583694466137,0,0,0,0,0,0.0601592987616179,0,0,0,0,0,0,0,0,-0.0378849652011443,0,0,0,-0.0242685631576828,0,0,0,0,0.00932118273690111,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176510906852848,0,0,0,0.125477406887441,0,0,0,0,0.115922030914748,0,0,0,0,-0.00421922849849561,0,0,0,0,0,0,0,0,0,0.08699076423107,-0.00721746405428902,0,0.0169364541480154,0,0,-0.00976036052459131,0,0,-0.0152126429940937,0,0,0,-0.012880947361425,0.0330023737174592,0,0,0,0,0,0
X601088.SH,0,0,0,0.273005546844592,0,0.254150767417445,0,0,0,0,0,0,0,0,0.0968137436763828,0,0,0,0,0,0,-0.068880006400976,0,0.00161406492565106,0,0,0.174750213501728,0,0,0.00139952550458822,-0.0407896351752293,0,0,0,0,0,0,0,0,0,0,0,0.087962976050851,0,0,0,0,-0.105840112442379,0,0,0,-0.00689121071248043,-6.93889390390723e-18,0,0,0,0.0182397281008372,0,0
X600585.SH,0,0,0,0,0,0,-0.0932737370642778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.630250820432513,0,0,-0.0144967823320727,0,0,-0.047003072133322,0,0,0,0,0,0,0,0,-0.115338341089393,0,0,-0.0448582337067169,0,0,0,0,0,0,0,0,-0.0399058272069876,0,0,0,-0.0150503934687026,1.73472347597681e-18,0,0,0,-0.00155288858561086,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0.108669648859327,0,0.0970812126153122,0,0,0,0,0.0589574817275981,0,0,0,0,0.0150330356245912,0,0.0610048571826773,0,0.198378543285199,-0.115115834425678,0,0,0,0,0,0,0.0340402689708142,0,0,0.0480671140861038,-0.00586455903519266,0,0,0,0,0,0,0,0,0,0,0,-0.00319696032259635,0,0,0,0,0.0225337100293965,0,0
X600019.SH,0,0,0.179641240601232,0,0,0,0,0,0,0,0,0,0,0,0.0567077652083765,0,0,0,0.00735882805229261,0,0,0,0,3.46944695195361e-18,0,0,0.0739230702295602,0,0.017757094605112,0,-0.0152753532988474,0,0,0,0,0,0,0,0,0,0,0.16959331440434,0,0.0706378203873683,0,0,0,0,0,0.087593885750152,0,-0.00867608379085103,0.0129832242339275,0.0630985346139771,0,0,-0.0149701075921333,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0217678643983571,-0.00734817302856011,0,0.028051343124564,-0.528626458755399,0,0,0.061942118441071,0,0,0,0,0,0,0,0,0.0101304522774995,1.25188698520528,-0.0541765428850174,0.0952426794842226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665824430303306,0,0,0,-0.00173620507944519,0,0,0,0,0.0422966125968279,0,0
X600011.SH,0,0,0,0,0.151240888415934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169737252076027,0.3156536823659,0.0326572146054331,0,0.0741172034385491,0,0,0.0482282159628243,0,0,0.248895378558831,0,0,0,0,0,-0.00310610648814672,0,0,0,0,0.0641254736262716,0,0,0,0,0,0,0.0140516336982915,0,0,0,0,0.0202008079322167,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920049642695261,0,0,0,0.0984551812204476,0,0,0,0,0,0.00883853289514905,0,0,0.0698620810397957,0,0,0.0410412774702365,0,0,0,0,0,0,0.109912195737319,0,0,0,0,0.00841915773363912,0,0.232239481852398,0,0.00870405980370287,0.00283867540297768,0,0,0,-0.0165042054082857,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229623030030916,-0.0311517784041274,0,0,0,0,0,-0.167839956371269,-0.0306121114776983,0.144169131792896,0,0,-0.00918400858628783,0,-3.46944695195361e-18,0,0,-0.052250765601416,0,0.161645200780944,0,0,0,0,0,0,0,0,0,0,0,0.0244897433152726,0,0,0,0.121740029096889,0.0909866848975253,0,-0.0178368282501214,0,0,0,0,0.0246645900156112,0,0
