,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600019.SH,X600111.SH,X600011.SH,X600660.SH,X600010.SH,X002271.SZ,X000877.SZ,X000708.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600176.SH,X600362.SH,X000629.SZ,X600803.SH,X000408.SZ,X601991.SH,X600348.SH,X600027.SH,X000983.SZ,X600096.SH,X000723.SZ,X600160.SH,X000786.SZ,X002080.SZ,X600219.SH,X300073.SZ,X601699.SH,X600141.SH,X002353.SZ,X600157.SH,X600549.SH,X600378.SH,X000933.SZ,X300037.SZ,X600295.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0446026012880939,0.0456328720314118,0,0,0,0,0,0,0,0,-0.0332120807138921,0,-0.0339906017346106,0,0,0,0,0.293855601314371,0,0,0,0,0,0,0.00881954668584365,0,8.67361737988404e-19,0,0,0.151371934393503,0,0,0,-0.148913120420336,-0.028803078399664,0,0,0.121352877995968,0,0,0,-0.0846866757100256,0,0,0,0,0,-0.131766324500164,0.00505664456145555,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.203198068154147,0.10458164818479,0,0,0.148288342754455,0,0,0,0,0.0513955137101173,0,0,0,0,0,0,0,0,0,0,0,0,-0.0891050840416189,0,0,0,0,0,0,0,0,0,0.0147553429202026,0,0,0,0,0,0,0,0,0,0.374517756855735,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0595711580001146,0,0,0,0,0.0117543061796375,-0.0071832844470088,0,0,0,0,0,0,0,0,0.014303961264627,0,0.0342300890326522,0,0,0,0,0,0.00746056396406198,0,0,0,0,0,0.0180093532469551,0,0,0,0,0,0.0363170110124056,0,0,0,0.0426332425355254,0.000345152603779221,0,0,0.0235970726105783,0,0,0,0,0.0116414605656826,-1.0842021724855e-19,0,0,0,-0.0308886774090543,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320634168462605,0,0,0.0101632613355158,0,0.0255230832415291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059692132051487,0,0,0,0.110004301246656,0,0.0812209118650121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00270233524251669,0,0
X600188.SH,0,0.0253937773183102,0,0,0,0,0,0,0,0,0.350058289935106,0,-0.00876514528538399,0,0,0,0,0,0,0,0,0,-0.0446457609535324,0,-0.110823619981343,0,0.0326697470621778,0,0,0,0,0,0.121960276770701,0,0,0,0,0,0,0,0.365662319431413,0,0,0,0,0,0,0,0,0,0,-0.101740219542064,0,0,0,0,8.67361737988404e-19,0,0
X002466.SZ,0,0,0,0,0,0,0.527134085999309,0,0.103802804102793,0.0291479598931427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500075320993048,0,0,-0.136001866641676,0,0.211031361894682,-0.0764308196886963,-0.0398168589225117,-0.0285841365558937,0,0,0,0,0,0.0723151455562955,0,0,0,0.303260292368561,0,0,0,0,0,0,0,0,0,0.0489814591819783,0.00967146249390534,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.144848078190157,0,0,0.144111479570757,0,0,0,0,0,0,0.0275673743137327,0.0946482915146816,0,0,0,0,0,0,0.0502438092700685,0,0,0,0,0,0,0.0157208593660968,-0.0393672485491131,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.101262872146125,0,-0.0263623193290208,0,0,0.249216101620943,0.18702908977035,0,0,0,0,-0.0411505948981623,0,0,0,0.0593035627978694,0,0
X600585.SH,0,0,0,0,0,0,-0.114701526615183,0,0,0,0,0,0,0,0,0,0.016144075156797,0,0,0,0,0,0,0,0,0,0,0,0,0.184970513047818,0.0625543761454545,0,0,0,0,0,0.0991186033003137,0,0,0,0,0,0,0.0100260308866649,0,0,0,0,0,0.25073475924281,0,0.0142636478415055,0.0273615686982194,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.287002032266369,0,0,0,0,0,0,0,0.0956638927886471,0,0.073287296674412,0,0,0,0,0,0,0,0,0,0,0,0,0.0692230114385751,0,0.0845458765445743,0,0,0,0,0,0,0,0.151062567838713,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0457454155202791,0,0
X000301.SZ,0,0,0,-0.077857087570289,0,0.377090113448015,0,0,0,0,0,0,0,0,0,0.201732218017498,0,0,0.18372575794445,0,0,0,-0.000980627927865112,0,0,0,0,0,0.218515063096423,-0.106393811449734,0.0886186593986941,0,0,0,0,0,-0.0469807053472509,0.113845572477724,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139848614497291,-0.117649370696735,0,0,0,0.0604279420229852,0,0
X601898.SH,0.0574197023606971,0,0,0,0.103509144502718,0,0,0,0,0,0,0,0,0,0,0.0534540190623242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274751195438559,0.231523515402936,0.0435983452068211,0,0.0516056589698894,-0.0920807205447151,0,0,0,0,0.131354993308695,0,0,0,0.071139124487829,0,0,0,0,0.0518723697158252,-0.0286687549042652,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0197613972443859,0,0,0.0276731617359874,0.0834576562685046,0,0,-0.0336928525703207,0.0415040512040893,0,0,0,0,0,0,0,0,0,0,0,0,0.102560395954284,0,0,0,4.33680868994202e-19,0,0,0,0,0.0130875948329039,0.214249673790167,0,0.0705941786174772,0,0,0,0,0,0,0,0.153055227425434,0,0,0,0.0197369340223774,-0.0297424538039256,-0.0558178928913855,0,0,0,0.0551163841089542,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143499821895972,0,-0.0793968783465794,0,0,0,0,0,0,0,0,0,0.286969224742497,0,0,0.37983921578415,0,0,-0.00632843319817774,0,0,0.0296929356903564,0,0,0.0518250244419977,0,0,0,0,0,0,0.13652909893604,0.204514432997239,0,0.169153574539896,0,0,0,0,-0.0365990438545753,0,0,0,0.0186298820578939,0,0
X600011.SH,-0.157834836387115,0,0,-0.0453232964138783,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.283424240497926,0.404735282146118,0,0,0,0,0,0,0.148637867513617,0,0,0,0.180388116335989,0,0,0,0,0.820129670841348,0,0,0,0,0.489963641143465,0,0,0,0,0,0,0,0.184128036079202,0,0,0,-0.475044968206051,0,0,0,0,0,0,0,-0.129614702334159,0,0
