,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600111.SH,X600019.SH,X000708.SZ,X600011.SH,X600660.SH,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X000408.SZ,X000629.SZ,X600348.SH,X600096.SH,X601991.SH,X300073.SZ,X000983.SZ,X600803.SH,X000723.SZ,X000786.SZ,X600160.SH,X002080.SZ,X600027.SH,X600141.SH,X600219.SH,X601699.SH,X600549.SH,X600378.SH,X002353.SZ,X002407.SZ,X600157.SH,X600801.SH,X600399.SH,X002192.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.073460284644088,0,0,0,0,0,0.00439225896765666,0.0475502193621935,0,0,-0.00803537966648915,0,0,0,0,0,0.0382998648016137,0,0,0,0,0,0,0,0,0,-0.05392942352057,0,0.138077924001448,0,0,-0.159335238938274,0,-0.0227732498601363,0,0,0,0.14532315015058,0,0,0,0,0,0,0,0,-0.0206932314906809,0.0128745949626588,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.142822952690506,0.343856341511826,0.137118759443926,0,0,0.0269349986760183,-0.0498993006853759,0,0,0,0,0.147182077477056,0,0,0.00890016605505114,0,0,0,0,0,0,0,0,0,-0.0293707452289127,0,0,0,0,0.152223330885421,0,0.0952913931565563,0,0,0,0,0,0,0,0,0,0.0110442671121338,0.0287645322320429,0,0,0,0.0395766900336594,0,0,0,0,0,0,0,0,0
X600028.SH,0.132267505368969,0.040849564436128,0,0.0426389596722101,0,0,0,0,0,0,0,0,0,0,0.0437486716610881,0,0,0,0,0,0.0983813439053527,0,0,0,0,0,0.00117800044418067,0,0,0,0,0,0,-0.00458074337014637,0,0,0,0,0,0,0,0,0,0,0.0524159749660766,0,0.0395383948252364,0,0,0,0,0,0,0,0,0,-0.0170390165189645,0,0
X600309.SH,0,0.0812568369753351,0,0,0,0,0,0,0,-0.0678184500808052,0.0180383121386838,0,0,0.00486011063675254,0,0,0,0,0.106697187594372,0,0,0,0,0.0699850518036219,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361789430078155,0,0,0.0656407661204545,-0.0241612115972174,0,0,0,0,0.00527996495319612,0,8.67361737988404e-19,0,0,0,0.0120167037137548,0,0
X600188.SH,0,0.0467924774078437,0,0,0,0,0,0,0,0,0.328085867808985,-0.0121685974047369,0,0,0,0,0,0,0,0,0,0,-0.0354275462703771,0,0,0,0,0.0857422335763812,0.0686525857028851,0,0,0,0.0757094368205652,0,0,0,0,0,0,0,0,0.329593971880315,0,0,0,0,0,0,-0.0337516623755808,0,0,-0.09467916069934,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.501951814097283,0,0.0845612396790266,0.0666950428612904,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118243765700524,-0.159392566695613,0,0.00926869529175031,0,0,0,0,0.166822424717695,0,0,0.0137651090452188,0,0,0,0,0,0,0,0,0,0,0.0248559417428392,0.189955105195516,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0.123976772019738,0,0,0,0.00603031310531108,0,0,0.275417856751205,0.0220590039884835,0,0,0,0,0,0,0.0089326897658011,0.0443561590608811,0,0,0,0,0,0,0,0,0,-0.0136370003075936,0,0,-0.167563771452865,0.125157046585738,0,0,0,0,0,0,0,0.14973333176129,0,0,0,0,0,0.0814424351197289,0,0,0,0,0,0,0,0,0,0,0.0315635908768875,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137653994234732,0,0,0,0,0,0,0,0,0,0,0,0.02204361866077,0.0559926099610093,0,0,0,0.0316259809437701,0.00623105866892832,0,0,0,0,0,0,0,0,0.0166183241056281,0,0,0.302348779171365,0,-0.0191950745197424,0,-0.01912860696786,-0.0462354021814775,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.228734461716508,0,0,0,0.00380888320958926,0,0,0,0,0,0,0.0991416872034802,0,0,0,0.112305833788055,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813031811093171,0,0,0,0,0,0,-0.0265872781822342,0,0
X000301.SZ,0,0,0,0,0,0.363909806607572,0,0,0,0,0,-0.00926771536759761,0,0.121438716717725,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.278067349420322,0,0,0,0,0,0,0,0.181237726259781,-0.00336132351853612,0,0.0364171563705275,0,0,0,0,0,0.0857602906408417,0,0,0,0,0,0.137115449838129,0,-0.132196672338564,-0.176124810061764,0,0,0,0.0698816676320688,0,0
X601898.SH,0.0826309203893653,0.115089246924255,0,0,0.151553769142337,0,0,0,0,0,0,0,0,0,0,0,0.0168209880669375,0,0,0,0.0184235245626791,0,0.0228682150697137,0,0,0,0,0,-0.0598250884201347,0.228999769414834,0,0,0.306258020798521,0,0,0.0583447899596388,0,0,0,0,0,0,0,0,0.141694384012269,0,6.96508853266777e-05,0,5.42101086242752e-20,0,0,0.0578829775597572,-0.022637181024526,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0.121991636604721,0,0,0,0,0,0,0,-0.132027328303512,0,-0.118560466266138,0,0,0,0,0,0,0,0.241229508188973,0,0.353983611966077,0,0,0,0,0,0,0,0,0,0.0542922553188029,0.0610798448882216,0,0,0,0,0.175505927772099,0.214925169177139,0,0,0,0,0,0,0,0,-0.0322601689138062,0,0,0,0.0156437933047304,0,0
X600019.SH,0,0.0615208813038009,0,0,0,0,0,0,0,0.0468566878025828,0,-0.0542564939352282,0,0.0577868861817695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14779379425388,0.0490713225500611,0,0,0,0,0,0,0.0593694557718881,0,0,0,0,0.11853241178388,0,0,0,0.119696447338812,0,0,0,-0.0458278431492446,0,0,-0.0135629769254036,-0.0167574967844463,0,0,0,0.0477788720200985,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396252008754002,0.00389242815352464,0,0,0,0,-0.149560965400113,0.08565314615862,0,0,0,0,-0.0173301382275562,0,0,0,0,-6.93889390390723e-18,0,0,0.0996381301546801,0,0.174224014693595,0,0,0,0.0431601713724684,0,0,0.0131966428058546,0,0,0.035340457688058,0,0,0,0,0,0,0,0.0415676188425194,0,0
X600011.SH,-0.270032790812266,0,0,0,0,0,0,0,0,-0.155052903873623,0,0,0,0,0,0.0190676089432915,0.235850681928632,0.375194466414367,0,0,0.271996379856172,0,0,0,0,0,0,0,-0.110960979362276,-0.0574466404809016,0,0,0,0,0,0,0,0,1.25477810473424,0,0,0,0.339141223374754,-0.330569076645299,0,0,0,0,0,0,0,-0.0723200199448503,-0.150926096018752,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0153343782596867,0,0,0,0.0885005720890222,0.0726055992263308,0,0,0,0,0,0,0,-0.0278893908082,0,0,0,0,0,0.0745002123433956,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.105081407224958,0,0,0,0,0,0.228078255649237,0,0,-0.0976105367130472,-0.0377681077786386,0,0,0,-0.0235690315305224,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0.173305013009351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0709674668846111,0,0,0,0,0,0.0945329115968362,0,0,0.0913928502742978,-0.0356230409892153,0,-0.0633517201185762,0,0.416897994912906,0,0,-0.184536220571112,0,0,0,0,0,0,-0.0228777995852405,0,0,0,0.0216496598460379,0,0
X002271.SZ,0,0,0,0,0,-0.0170678949593498,0,0.111841123722159,0,0.0856754247383009,-0.0103519941880261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0777658365181814,0.343254163926235,-0.0384840325090719,0,-0.00392181771242564,0,0,0,0.866574082014459,0,0,0,0,0,-0.287013246733203,0,0,0.0111371987163849,0,-0.162497688853321,0,0,0,0,0,0,0,0,0,0.0378496664910538,0,0
