,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X600886.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X002075.SZ,X600362.SH,X600157.SH,X600111.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X600309.SH,X000539.SZ,X000027.SZ,X000898.SZ,X000709.SZ,X000883.SZ,X600352.SH,X600021.SH,X600660.SH,X000792.SZ,X600022.SH,X002470.SZ,X600098.SH,X000629.SZ,X600808.SH,X600307.SH,X600863.SH,X600489.SH,X600578.SH,X600160.SH,X600623.SH,X601918.SH,X600612.SH,X600547.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.768728643320389,0.0836493949197633,0,0,0,0,0,0,0,-0.0446120157123217,0,0,0,0,0,0,0,0,0,0,-0.0885496839863886,0,-0.0140963949801381,0,0,0,0,0,0,0,0,0,0.0198257443155222,0,0,0,0,0,0,0,0,0,0.0380503096411203,0,0,0,0,4.33680868994202e-19,-0.0113479269772619,0,0.0627395472248034,0,0,0,0
X600028.SH,0.462168739383687,0,0.210907651345799,0,0.00567259035277485,0.0588174828561064,0,0,0,0,0,0.0413965566225332,0,0,0,0,0,0,0,0,0.0527676846135193,0,0,0,0,0,0,0,0,0.0746539686789735,0,0.0158664236226061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00917967993822847,0.122501695174597,0,0,0,0,0
X601088.SH,0,0,0,0.0941564134406137,0.315637325154666,0,0,0,0,0,0,8.67361737988404e-19,0.00132676945124035,0,0,0,0,0,0,0.0945512232910628,0,0,0.0699296348198914,0,0,0,0,0,0,0,0,0,0,0.13707608587618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000313290157522826,0,0,0,0,0,0
X600011.SH,0,0,0.145137118184926,0,0.00958159566086168,0,0,0,0,0,0,0,0.274128369837393,0.314201482532771,0,0,0,0,0.133641109790499,0,0,0.095119238592774,0,0,0,0,0,0,0,0,0,0,0,0.0233939418017284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0215050732036425,0,0,0,0,0,0,0,0,0.0197742708312889,0,0,0.294150991679802,0,0,0,0,0,0,0,0,0,0,0.0274838089153744,0,0,0,0.100766081020835,0,0,0.0326509178361886,0,0,0,0,0,0.0891260046771389,0,0,0.112937378478536,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0.118448745742616,0.0480774357078275,0,0,0,0,0,0,0,0,0,0,0.0464699415906221,0,0,0,0,0.0846203891032061,0,6.93889390390723e-18,0,0.151727500639167,0,0,0.0684548335183442,0,0,0,0,0.20120543014105,0,0,0.0263585366039649,0.0287301869788512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.0102421887298577,0.165438906014243,0.00915024754386364,0,0,0,0,0,0,0,0.051421978335594,0.101141807956648,0,0,0,0,0,0,0.176561922478176,0,0,0.0588430786065844,0,0,0.00491126190241948,0,0,0,0.121776252449903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255295624002283,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,-0.199684400973895,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0726040938685199,0,0,0,0.13267915105167,0,0,0,-0.0400356327153,0,0,0,-0.024471273236182,0,0,0,0.0881431783605676,-0.362419320724361,0,0,0,0.441241598984801,0,0,0,0,-0.0449297407804027,0,-0.0248598843113245,0,0,0,0,0.359856533399749,-0.368915732614315,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0601832051954639,0,0,0,0,0,0.250114251051089,0,0,0,0,0,0,0,0.0302285193802412,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434321880012038,0.224006099344486,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.160463568737134,0.00658424162055537,0.101763293709106,0,0,0,0,0,0,0.0147133686142554,0,0.0538302890793302,0,0,0.0643052327118299,0,0,0,0,0,0,0,0,0,0,0,0.016046071146627,0,0.207512877372694,0.0261808090141336,0.15191515714728,0.00600811700592082,0,0,0,0,0.0723608419876235,0,-0.000138701703392187,0,0,0,0,0,0,0
