,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600011.SH,X600547.SH,X000708.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600362.SH,X600801.SH,X600188.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X000786.SZ,X600027.SH,X600111.SH,X002460.SZ,X002271.SZ,X601992.SH,X002466.SZ,X000723.SZ,X600176.SH,X600583.SH,X002353.SZ,X000898.SZ,X600516.SH,X600299.SH,X600426.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000553.SZ,X000629.SZ,X000792.SZ,X000027.SZ,X000630.SZ,X000825.SZ,X000539.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0317923822662332,0.130695100118879,0,0,0,0,0,0,0,0,0,0.109453157982698,0,0,0.0512609670270208,0,0,0,0.0491506723686909,0,0.000213677826573756,0,0.101141602936709,0.00691235936204958,0,0.0133292222319195,0,0,0.033469578171248,0,0,0,0,0,0,0,-0.0376016769338473,0,0,0,0,0,0,-0.0119608932498894,-1.73472347597681e-18,0,0,0,0,0,0
X600028.SH,0.0741310386273521,0,0,0,0,0,0,0,0.00652663886984955,0.0413029582620901,0,0,0,0,0,0,0,0,0,0.0767380645083008,0.0501985397424718,0,0,0,-0.0247885457260024,0,0,0,0.0929596187657621,0,0.0279550585997179,0,0,-0.0379725447603183,0,0.0715391639266023,0,0,0,0,0,0,0,0,-0.0211382471276453,0,0,0,0,0,0,0.00113695294118839,0.0202563511016081,0,0,0,0.0120498756139843,0,0
X601088.SH,0,0,0,0,0,0.551873966628633,0,0,0,0.0291360200070307,0,0.109317792764959,0,0.0551960695153367,0,0.0189656570240204,0.0479070123233504,0,0,0,0,0,0,-0.0286561192199691,0,0,0,0.0544195264968316,0,0,0,-0.0901342864637266,0,0,0,0,0,0,0,0,0,-0.0309522587218192,0,0,0,0,0,0,0,0,0,-0.0114787404916118,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.128851041433346,0,0,-0.0501081967292859,0,0,-0.0391563228871421,0.0471925344985651,0,0,0,0.43644266331989,0,0,0,0,0,0.0829431834044068,0,0,-0.0150222151322269,0,0,0,-0.0168756705787734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128735503851715,0,0.0179917121632908,-0.0274746185990341,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0742999902686126,0,-0.0771252985169034,0,-0.0250489328363418,0,0,0,0,0.157602148913152,0,0,0,0.00115942102381053,0,0,0,0,0.0130047104234169,0.210756257404712,0,0,0,0,0,0,0,0.0843331335676528,0,0,0,0,0,0,0,0,0,0,-0.1083402167174,0,0,0,0,0,0,-0.0264406283392806,0,0,0,0,0,0,0
X600019.SH,0,0,0.260319591460477,0,0,0,0,0,0.0467272899732544,0,0.0859343382426249,0,0,-0.0487099606816224,0,0,0,0,0,0,0,0.00894440350433169,0,0,0,0,0,0,0,0,0.0587308066618835,0,0,0,0,0,0,0,0.120421321893699,0,0,0,0,0,0,0,0,0,0,0,-0.00272393870448132,0.0152214278837874,0.00423307834271565,0,0,0,0.0197500568991186,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0633909546610212,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275289496373397,0,0.0881887771995113,0.101281738654163,0,0,-0.0244429669259966,0.0791054887181759,0,0,0,0,0.0559882132033099,0,0,0,0,0,0,0,0,0,0.0554871444545545,0,0,0,0,0,-0.156903527816606,-0.0264344766344126,0.0363356284438722,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116493513608912,0,0,-0.146884862659393,0,0.00266742219550702,0,0.0759393331874176,0,0,0,0,1.20761781506742,0,0,0,0,0.126764674218193,0,0,0.127082952420795,0,-0.134028282719617,0,0,0,-0.0415749407126143,-0.0356594723445239,0.00564055903403421,0,0,0,0,0,0
X000708.SZ,0,0,0.346682255812018,0,0,0,0,0,0,0,0,0,0,0,0,0.348068779374973,0.146816020355703,0,0,0,0,0,0,0,0,0,0,0.266012784266002,0.0190732550484733,0,0,0,0,0,0,0,0.396550258850248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433898272255621,0,0,0,0,0.0785353291659956,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.169207037591206,0,0,0,0.00383272536926666,0.290852845840214,0,0,0,0,0,0,-0.249888191192,0,0,0,0.0088205088022617,0,0.0944004899906426,0,0,0,0,0.0745033325034646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117310831988208,0.00885205744945323,0,0,0,0,0,0
