,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X600019.SH,X601898.SH,X600585.SH,X600886.SH,X601600.SH,X600795.SH,X601991.SH,X600688.SH,X000709.SZ,X600027.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X600583.SH,X002075.SZ,X000898.SZ,X601158.SH,X000027.SZ,X000539.SZ,X601992.SH,X600022.SH,X600021.SH,X600309.SH,X000629.SZ,X002353.SZ,X000883.SZ,X600352.SH,X600307.SH,X601918.SH,X600098.SH,X000792.SZ,X000878.SZ,X000060.SZ,X600808.SH,X600660.SH,X002470.SZ,X600863.SH,X600489.SH,X600578.SH,X600160.SH,X600547.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.875011185219334,0.0475859852154551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328156310464727,0,0,0,-0.0370080703222243,0,0,-0.0421509632674335,0,0.046435407381619,0,0,0,0,0,0,0,0,0,0,0,-0.0116505812365473,0,0,0.0358532490786656,-0.057063234849297,0,0.0478200038009517,0,0,0,0
X600028.SH,0.425463488755224,0,0.000173468353781057,0,0,0.151695778539707,0,0,0,0,0,0,0,0,0,0,0,0,0.0890368585665643,0.106298146345078,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.00551466808898286,0.0550843064177728,0.00670472861925324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265122074850747,0,0.0279909446843907,0,0,0,0,0
X601088.SH,0,0,0,0.174533762578393,0,0.105754528731475,0.25672702349067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0677021030677269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0233844562931451,0,0.0533595898411175,0,0,0,0,0,0,0,0,0,0.140200352862549,0.213414736445592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109865367186029,0.190676420144202,0,0,0,0,0,0,0,0,0,0,-0.00763884966650471,0,0,0,0,0,0
X600011.SH,0,0,0,0.0637427971613567,0,0.013414389878458,0.120960156622409,0,0,0.122170238128745,0,0,0,0,0.164680957487973,0,0,0,0.127791781642445,0,0,0.0740203804534715,0,0,0,0,0,0,0.0842667073390941,0,0,0,0,0,0.006960723091273,0,0,0,0,0.0653871727272596,0,0,0,0,0.0713574012041865,0,0,0,0,0,-0.0127309373254289,0,0,0,0,0,0
X600019.SH,0,0.0153036408155213,0.239187425838577,0,0.1128553223242,0,0,0,0,0,0,0,0.0486878065057404,0,0.0293783468521734,0,0,0,0,0,0,0,0,0,0,0.218672412510436,0,0,0.0320832000266413,0,0,0,0,0,0.0359502032110679,0.0187230003189878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180270998886555,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0907053223204197,0,-4.33680868994202e-19,0,0,0,0,0,0,0.272414868710604,0.180337435591041,0,0,0,0,0,0,0,0.0112560548734465,0,0,0,0,0,0,0.217622385076718,0.121964393035917,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430109989257534,0,0,0,0,0,0,0
X600585.SH,0.065114101335764,0,0.0656636125832634,0.0248856984481693,0.130925446368062,0,0,0,0,0,0,0,0,0,0,0,0.0716727685026518,0,0.0108783986410599,0,0,0.12397986619151,0,0.0655363121665454,0,0,0,0,0,0,0,0,0,0.00985595188860447,0,0,0,0,0,0,0.158371784845848,0,0,0,0,0,0,0,0,0,-0.0042673911750473,0,0,0,0,0,0
X600886.SH,0,0,0,0.0251810628643301,0,0,0,0,0,0,-0.0216351948223834,0,-0.00220106128282862,0.355602761132375,0,0.0117150073177234,0,0,0,0,0,0,0,0.0383032351683136,0.0657489538345384,0,0,0,0,0,0,0,0,-0.0362380213608151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0727652414611232,0.0329192006015031,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0506530878717703,0,0,0,0,0,0,0,0.080174842495323,0,0,0,0,0.0712704132801814,0,0.0769295472112012,0,0.0732944832077718,0,0.0205305178358672,1.73472347597681e-18,0,0,0,0,0,0,0,0.0265797362608133,0,0,0,0,0.0315711713983496,0,0,0,0,0.127360199312926,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0213527631404443,0,0,0.160201859214733,0,0,0,0,0.0569247576001095,0,0,0,0,0,0,0,0,0,0,0.0595710536907507,0.0833923253051532,0.0822146182206826,0,0,0,0,0,0,0.0118293501360265,2.71050543121376e-20,0,0,0,0,0,0,0.0314416941217833,0,0.187626206649018,0.00068930615268666,0,0.091293365269802,0,-0.000225377885632733,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0216784074488844,0,0.188514584576889,0,0,0,0,0,0,0,0.0952746586855632,0,0.107448945658842,0,0.105461074006082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631842985173771,0,0,0,0,0.0298494050479679,0,0,0.0379876786607997,0.0311714881623861,0.103732585505494,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,-0.150593660653041,0,0,0,0,0,0,0.142824651745446,-0.186274167756665,0,0,0,0.387111877958681,0,0,0,0.153988710641057,0,0,0.0530513430754864,0.12567751323487,0,-0.199512802796203,0,0,0,0,0.239132421855878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273443693360414,0,0,0,0,0,0
X000709.SZ,0.377752343849715,0,0,0,0,0,0,0,0,0,0,0,-0.0928064971052722,0,0,0.0395282658630348,0,0,0.0324194661739406,0,0.128969883402631,0.2819447949498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528929982712674,0,0,0,0,-0.0670043220292812,0,0,0,0,0,0
X600027.SH,0,0,0,0,0.0400578847110116,0,0.110198374594589,0,0,0.236010072648049,0,0.187770079299164,0,0,0,0,0,0,0,0,0,0,0,0,0.0187955667376777,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0592608813920876,0,0,0,0,0,0,0,0.116758593327577,0,0,0,0,0,0,0,-0.0172494804052609,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0.107648723269848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188689010340424,0,0,0.0274745225879945,0,0,0,0,0,0,0.0518907993760077,0.149295884763529,0,0,0,0.0351262651599356,0,0,0.077452422628819,0,0.00530924504914402,0,0,0,0,0,0.0124901816545161,-0.0278296445797867,0,0,0,0,0,0
X600111.SH,0,0,0,0.0455393292001306,0,0,0.0214398583325455,0.0279116250698105,0,0,0,0,0,0,0,0,0,0.0314869994178862,0.106294680348133,0.162723506970805,0,0,0,0,0,0,0.0426997421014455,0.227126187188653,0,0,0,0.0617495605212176,0,0,0,0,0,0,0.0546545792483486,0,0,0,0,0,0,0,0,0,0,0,-0.00987593706597369,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.025284346441457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107502218291284,0.0626275442793355,0,0,0,0.0434712190912043,0.0817717886661917,0,0.0868758864361648,0,0,0,0,0.152749774988954,0,0,0,0,0.0648124174521217,0,0.148185329624568,0,0,0,-0.0345088758859126,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.429518111403272,0,0,0,0.0215156059123623,0,0,0,0,0,0,0,0,0,0,0,0,0.0225559381479321,0,0,1.73472347597681e-18,0,0,0,0,0.00411283440689041,0.113840706184213,0,0,0,0,0,0,0,0,0,0,0,0,0.00677144860048288,0,0,0,0,-0.0285832902148599,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0.0300730170936532,0,0,0.462978660042241,0,0,0,0,0,0,0,0.0117195714353216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114679326660537,0,0,0,0.124300701592808,0,0,0,0,0,0,0,-0.00782417051695992,0,0,0,0,0,0
X002075.SZ,0,0,0,0,0,0,0,0,0.25819985021954,0,-0.178845312027096,0,0,0,0,0.0494204385118364,0.0421038751198097,0,0,0,0,0,0,0,0.232646235551663,0,0,0,0,0,0,0.000175433547588924,0,0,0.0134415461487937,0,0,0,0,0,0,0.168907067937731,0,0,0,0,0,0,0,-0.0629881967504305,0.0724933365931099,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.315537840847558,0,0,0,0.122237006659999,0,0.0878816073350061,0,0,0,0,0,0,0.0174740795142548,0,0,0,0.0400222374133727,0,0,0.219783858966916,0,0,0,0,0,0,0.0220464353012934,0,0,0,0,0,0,0.0973001783142469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0.0113903707461755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156567633648417,0,0.0984094546845933,0,0.0112605460912096,0,0.0598649722938635,0,0.0456679609255879,0.0647055255502401,0.0346527480959796,0.0578747254697379,-5.42101086242752e-20,0,0,0,-6.93889390390723e-18,0,0,0,0.142374199606759,0,0,0,0,0,0,0,0,0,0,0,0,0
