,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X000792.SZ,X600886.SH,X002460.SZ,X002466.SZ,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X600795.SH,X600426.SH,X000877.SZ,X600362.SH,X601699.SH,X002271.SZ,X000983.SZ,X600803.SH,X600027.SH,X600489.SH,X601991.SH,X600176.SH,X000807.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000630.SZ,X600985.SH,X000408.SZ,X000933.SZ,X600219.SH,X000629.SZ,X600688.SH,X300037.SZ,X000723.SZ,X600096.SH,X600612.SH,X002128.SZ,X600157.SH,X002353.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.62523351775957,0.307477496342048,0,0,0,-0.130788401238746,0,0,0,0,0,0,0,0.13945405122117,0,0,0,0,0,0,0,0,0,0,-0.153394046088476,0,0,0,0,-0.025180441255135,0,0,0,0,0,0,0,0,-0.0709576727261778,0,0,0,0,0,0,0.0865577842604114,0,0,0.0261378260062351,0,-0.0129111317953038,0.0395767388229702,0,0,0,0.0407459822871364,0,0
X600028.SH,0.468999850152132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0679198688692893,0,0,0,0,0,0,0,0,0,0,0.0402422768701886,0.063660129512915,0,0.061623601098538,0,0,0,0.102904535557152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272330503022145,0,0,0,0,0.00365940303586417,0,0
X601088.SH,0.0728520854496282,0,0,0,0.0760738220940659,0,0,0,0.244978154117676,0,0,0,0,0.0229439565794592,0,0,0,0,0,0,0,0,0,0,0.0292029375983813,0,0,0,0,0,0,0.135891655452006,0,-0.0217738315468437,0,0,0,0.0800228756625938,0,0,0,0,0,-0.129494001756017,0,0,0,0,0,0.116790910420691,0.0420284133082884,0.0109133746770254,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0678621254558144,0,0,0,0,0,0.143938460094725,0,0,0,0,0,0.0693840089492661,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0528112969251929,6.93889390390723e-18,0.0180343022163599,0.00414623847068768,0,0,0,0,0,0,0.101567300316511,0,0,0,0,0,0,0,0,0,0.0482497842035067,0,0,0,0,0,0.03775143162785,-0.0250651158710165,0,0,0,-0.18924859057179,0,0
X600188.SH,0,0,0,0,0,0.000955317392810268,0,0,0.174834735397284,0,0,0,0,0,0,0,0,0,0,0,0,0.158780515977864,0,0,0.182140705046791,0,0.487303038590766,0.0236403275370258,0,0,0,0,0,0,0,0,0,0.00464100412598748,0,0.0694397723752706,0,0,0,-0.0735731609818872,0,0,-0.0786859671607848,0,0,0.0522280981477138,0,0,-0.0123867639684884,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.202489108801037,0,0,0,0,0,0,0,0,0.0116226483718018,0,0,0,0,0,0,0,0,0.185760596894968,0,0,0,0,0,0,0,0,0,0,0.163836854583628,-0.00874602448453759,0,0,0,0.620634547810529,0,0,0,0,-0.297886927252904,0,0,0,0,0,0,3.46944695195361e-18,2.71050543121376e-20,0.0315996108556436,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0787749689255783,0,0,0,0,0.0195387591432492,0,0,0,-0.0447484423605677,0,0,0,0,0,0,0.00995139313620336,0.176402154920326,0,0,0.31415830407669,0,0,-0.206789351307798,0,0,0,0.125350959126833,0,0,0,0,0,0,0,0,0,0,-0.0420007613384099,0,0,0,0,0,0,0,-0.030637255174955,0.0413293612809361,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0558577936154533,0,0,0,0,0,0,0,0,0.215892670660384,0,0,0,0,0,0,0,-0.129318339112936,-0.133554183225852,0,0,0,0,0,0.652255088641743,0,0,0.0540157753929701,0,0,0.0653404735069991,0,0,0,0,0,0,0,0,0.121820340449609,0,0,0,0,-0.0808714799272102,0,0,-0.012653603248975,-0.00723547064851971,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.132664966664539,0,0,0,0,0,0.00678521402807512,0,0,0,0,0.0704729844145083,0,0,0,0,-0.0205661895134702,0,0.0529321924796856,0,0.314133419845456,0,0.0726724654227197,0.152161534898195,0,0.0508068378765785,0,0,0,0,0,0,0,0.0757571870565281,0.0937261258692146,0,0,0,0,-0.129952418677513,0,0,0,0,0,0,0,0,0.00187413187656588,0,0,0,0,0,0
X600547.SH,0.0395487136636191,0,0,0,0.00452163883725921,0,0,0,0,0,-0.104089171011934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167934496181966,0,0.344199454321365,0,0,0,0.0789798916558542,-0.0115003317779208,0,0,0,-0.138679251238577,0,0,0,0,0,0,0,-0.0374613916398022,0.341067207915467,0,0.0888184430849848,0,0.00759327618156454,-0.0229682416048323,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0434964472295011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0431557700993981,0,0.00587535100771856,0.372910153650648,0,0,0,0.0778000293629271,0,0,0.192317965553067,0.170826183821353,0,0.131575073684731,0,0,0,0,0.0251001724347979,0,0,0,0.00275471989417764,0,0,0,0,0,0,0
