,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X601600.SH,X600795.SH,X600886.SH,X600362.SH,X600188.SH,X600111.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X601158.SH,X000792.SZ,X600583.SH,X600157.SH,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X600489.SH,X000831.SZ,X002353.SZ,X600008.SH,X000630.SZ,X000539.SZ,X600808.SH,X600660.SH,X000825.SZ,X000027.SZ,X600021.SH,X000629.SZ,X600549.SH,X002470.SZ,X600307.SH,X600578.SH,X600315.SH,X601699.SH,X600098.SH,X000983.SZ,X000960.SZ,X600863.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.580457240012155,0,0,0,0,0,0,0,0.00305064188828972,0,0.164489681443608,0,0.14519849600769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317762330099939,0,0.00847991772522549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273698535462319,0.00936919949166141,0,0,0,0,0,0
X600028.SH,0.316302376783671,0,0,0,0,0,0,0,0,0.114264684751406,0,0,0,0,0,0.310399736404322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110788443106545,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312274664489529,0,0,0,0,0,0,0
X601088.SH,0.00696255487021538,0,0,0.0898910943394361,0,0,0.0474405712225979,0,0,0.00872853444869896,0,1.73472347597681e-18,0,0.104296414687024,0,0,0,0.0798102532518525,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949202944885546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489569302315046,0,0,0,0,-0.00221613415008856,0,0,0,0,0,0
X600019.SH,0,0.0647560218264849,0,0,0,0,0,0,0,0,0,0.123319789506262,0,0,0,0.103811968810997,0.0378097983416968,0,0,0,0,0,0,0.372161944369464,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.00226418686796432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.100387494297281,0,0,0.035730296998305,0.0776496511833778,0,0.150328354648027,0,0,0.209020836088429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225449271312119,0,0,0,0,0,0,0,0,-0.0108309597657353,0,0,0,0,0,0
X600585.SH,0,0.0104032702304407,0,0,0,0,0,0,0,0,0,0,0,0.0716231535152056,0,0.0787114351464813,0,0,0,0,0,0.0555603778148514,0,0,0,0,0,0,0,0,0.0224597310797769,0,0,0,0,0,0.0336416285571267,0,0,0,0,0,0,0,0.256327308553741,0.242298974683317,0,0,0,0,0,0.00307918214629667,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.126296402130559,0.0713724676817112,0,0,0,0,0,0,0,0,0,0,0,0.014638296937836,0,0.0197291756767162,0,0,0,0,0,0,0.0602577209085553,0,0,0,0,0,0.012632401840329,0,0,0,0,0.0719681075805277,0,0,0.0153533462523579,0,0.47369566068091,0,0,0,0,-0.00393470147083483,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.0977257874232507,0,0,0,0,0,0,0,0,0.0562517706849584,0,0,0,0,0,0,0,0,0,0.359511659788579,-0.0384025344072804,0,0,0,0.209924577100522,0,0,0,0,0,0,0.143798979482327,0,-0.0898118669801347,0,0.102710877080782,0,0.0884476293929171,0,0.186712460813097,0,0,0,0,0,0,0.0298236021030991,-0.0115923191683543,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.102659976238475,0,0,0.295584241156634,0.185307012132133,-2.77555756156289e-17,0,0,0,0,0.055246836384236,0.0130605579543618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236876568460138,0,0,0.0242323954657139,0,0,0,0,0,0,0,0,0,0,-0.0238807676925237,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0643338083259418,0,0.0988702317010562,0,0,0.184690131969814,0,0,0,0,0.17095850827015,0,0.00867564930833549,0,0,0,0,0.243262934497839,0,0.060937904777335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00255571957461476,0,0,0,0,0,0
