,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600688.SH,X601992.SH,X600795.SH,X002460.SZ,X600362.SH,X600188.SH,X600111.SH,X600660.SH,X601991.SH,X600547.SH,X600516.SH,X300072.SZ,X000792.SZ,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X600027.SH,X000807.SZ,X600339.SH,X000408.SZ,X600219.SH,X600489.SH,X000959.SZ,X600549.SH,X600808.SH,X000723.SZ,X000983.SZ,X600352.SH,X002271.SZ,X002092.SZ,X601158.SH,X000553.SZ,X000883.SZ,X000630.SZ,X600299.SH,X600176.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0296133057065408,0,0,0,0,0.0293848064711755,0,0,0.000674752416810868,0,0,0.0381788783260632,0.0640870182955095,0,0,-0.0190461660783566,0,0,0,0,0,0,0,0,0,0.0257865475557033,0,0,0,0,-0.020680778144674,0,0,0,0,-0.00542476096883141,0,0.0467276926801222,0,0,0,0,-0.0159016011049849,0,-0.00650511413178526,0.0105624225957903,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.174379458066966,0,0,0.0192351669181972,0,0,0,0,0,0,0.0280081725003778,0,0,-1.0842021724855e-19,0,0,0.00729191816364181,-0.0125571052581583,0,0,0,0,0,0,0,0,0,0,-0.010731799775567,0,-0.0252121624472705,0,0,0,0,0.13103830567715,0,0,0,-0.0773946111410502,0,0,-0.0673839590351863,0,-0.0060367222178317,0,0,0.0103355746709477,0,0,0,0,0,0
X601088.SH,0,0,0,0.20965173531962,0,0,0,-0.000111987534414301,0,0,0,0,0,0.567127091549271,-0.0202253131388387,0,0,0.0227507636050771,0,0,0,0.0211990170700329,0,0,0,0,0,0,0,0.0101852524038207,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0.0541881274058633,0,0,0,0,0,0,0,0,-0.0344821847028795,-0.00353298451708145,0,0,0,0,0,0
X600019.SH,0,0,0.0499048695222915,0,0,0.0567165286872604,0.0498216470674493,0,0,0.18010642969905,-0.0167459668608614,0,0,0,0,0,0,0.0216094707581238,0,0,0,-0.00177504814307122,0,0,0,0.0250310705971277,0,0,0,0,0,-0.00766524539572884,0,0,0,0,0.369820354735211,0,0,0,0,0,0,0,0,0,-0.0530440347596173,0,0,-0.0638330169081185,-0.0361910183532993,0.0285181495930952,0,0,0,0,0,0
X600585.SH,0,0,-0.063436103986941,0,0,0,0,0.0110690738856018,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.035091983616328,0,-0.0624710051333139,0,0,0,0,0,0.241039278328688,0,0,0,0,0,-0.101711335734664,-0.0404555408973551,-0.126595727221979,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.00419771894358457,-0.036900475142429,0.0285319105992781,0,0,0,0,0,0
X600010.SH,0,0,0,0.0152947124139454,0,0,0,0.0237161010044938,0,0,0,0,0,0,0,0,0,0.0705721573307408,0,0,0,-0.00430120834802932,0,0,0,0.183901235863967,0.103126772676315,0,0,0.0581539056199984,0,0,0,0,0,0.171793781851543,0,0,0.00827914582919421,0,0,0.19476090217282,0,0,0,0,0,0,0,0,0,0.0128409077200243,0,0,0,0,0,0
X601600.SH,0,0,0,0.0557760131519993,0,0.240402654103874,0,0,0,0.24191135890847,0.165825906071711,0,0,0,0,0,0,0,0,0,0,0.116004748860951,0,-0.0289751477706039,0,0,0.0378047408733218,0,0,0.120607051546646,0,0,0,0,0,0.112195045674335,0,0,0,0,0,0.0119044839856987,0,0,0,0,0,0,0,0,-0.0190125043948829,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425032016339903,0.157896346171179,0.100247386517942,0,0.187968381277378,0,0,0.0297322289994569,0,-0.155011910527547,0,0,0,0,0,0,0,0,0.0206749761869951,0,0,0,0,0,0,0,0,0.107427533854547,0,0,0,0.106187440928775,0,0,0,0,-0.00192283033145495,0.00924464531896517,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0363952955294209,0,0,0,0,0,0,0,0,0.02252440740293,0,0,0,0.0455680632898983,0,-0.0576037387866669,-0.0693032909091119,0,0,0,0,0,0,0,0,0.0089326449987709,0,0.0568621294332776,-0.123151344975445,0.0133101537531825,0,0,0,0.0506797319427125,0,0.0717542833987357,0,0,0,0,0.120002459507908,0,0,0,0.0154045788589724,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0525837400492645,0,0,0,0.024908195752492,0,0,0,0,0,0,0,0.119270786318274,0.0806112727945539,0,0.0369093538122837,0,0,0,0,0.00676332483238117,0,0.269712232450428,0,0,0,0,0.0768347567285141,-0.0248677170751516,0,0,0,0.0870469021459331,0,0,0.105816895106566,0,0,0,0,0,0,0,0,0,0,-0.0572564441700549,0,0,0,0,0,0,0,0
X002466.SZ,0,0,-0.0227187721911518,0,0,0,0,0,0,0,0,0,0,0,0.614876999494072,0,0,0,0,0,0,0.0840594922685832,0,0,0,0,0,0,0,0,0,0.0404192627740368,0,0,0,0.119102694562414,0,0,0,0,0,-0.0146396755536966,0,0,0,0,0,0,0,0,0,0.0146826052629357,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0836675714912163,0,0,0,0,0,0,0,0,0,0.00305579585256256,-0.0785072166864202,-0.0695512566400545,0.0729524811203748,0,0,-0.0536120579800827,0,0,0.107666122792017,0,-0.219488486920856,0,0.161887342455357,0,0,0.00861168073648178,0,-0.00321783530940115,0,0,0,0,0,0,0,0.0289198359522713,0,0,0,-0.0361385945297054,-0.00251798205946967,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.218206688504769,0,0,0,0,-0.070902971267476,0,0,0,0,0,-0.0400848453944208,0.00601027651781328,0,0,0,0,0,-0.0110304016722113,0,0.164782244644789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247273684490807,0,0,0,0,0.594161946155128,-0.0559801137860539,-0.00915318855030774,0,0,0,0,0,0,0
X600795.SH,0,0,-1.73472347597681e-18,0,0.0270652588226015,0,0,0.0128400481534796,0,0,0,0,0,0,-0.109797178428695,-0.300276055889587,0,0,0,0,-0.00740283593940519,0.0109040935476167,0,0,0,0.160463415990864,0,0,0,0.0867940927085608,0,0,0,0,0,0,0,0.165200112779557,0,0.139662229971735,0,0,0,0,0,0,0,0,-0.125953732160758,0,-0.0107962653245777,-0.0168691402915893,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.63071421126878,0,0,0,0,0,0,0,0,0,-0.0598372936268161,-1.73472347597681e-18,0.0745209883521801,0.0595179625718528,0,0,0,0,0,-0.0393928151433601,0,0.0610830259895262,0,0,0,0.0646290097528212,0,0,0.000210812991762233,0.394721242537912,0,-0.0974457574417254,0,0,0,0,0,0.0166020198337232,0,-0.430737488904271,-0.00729594600755348,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0124548189860951,0,0,0.0657671542394802,0,0,0,0,0,0,0.524642308159953,0.0346837331319329,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0612294947780573,0,0,0,-1.73472347597681e-18,0,0,0.0815180533926105,0.00747419920181275,0,0.0483729437658749,0,0.0736224884898369,0,0.134451320161168,0,0,0,0,0,-0.0203509261930571,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0817233072308105,0.119865756387997,0,0,0,0,0,0,0.11272373505046,0.161890361599737,0,0,0,0,0,-0.0515181334418715,0,0,0,0,0,0,0,0.0671242140781634,0,0,0,0,0,0,0,0,0.373776535616091,0,0,0.0561914836556131,0,0,0,0,0,0,0,0,-0.00429313783652576,0.00609377677814474,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.109092849763216,-0.172358430454406,0,0,0,0,0,0,0,0.051630612178595,0.0999386278299827,0,0,0,0,0,0.0920735600038254,0.416846043551406,0,0,0,0,0,0,0.0275246983141383,0,0,0,0,0,0.410347688187913,0,0,0.0757209282324358,0.115876923789057,0,0,0,0,0,0,0,0,0,0,-0.046435464754024,-0.0257184410028064,0,0,0,0,0,0
X600660.SH,0,0,0,0,0.15366105368436,-0.0677178620552528,0.112693342227154,0.0510830441235151,0,0.0353996867842455,0,6.93889390390723e-18,0,0,0.0884609885413049,0,0.0569886098573371,-0.118882297840603,0,0.0578567168412196,0,0,0.0350060646891122,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0484250755369853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271739775644245,-0.0242624263615784,0,0,0,0,0,0
