,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601898.SH,X600660.SH,X600688.SH,X601991.SH,X601600.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600547.SH,X600516.SH,X601992.SH,X002466.SZ,X600111.SH,X600027.SH,X600176.SH,X600352.SH,X000709.SZ,X600299.SH,X002460.SZ,X600808.SH,X300072.SZ,X002110.SZ,X000553.SZ,X600801.SH,X000786.SZ,X600339.SH,X000932.SZ,X600583.SH,X600426.SH,X601158.SH,X000883.SZ,X000301.SZ,X600219.SH,X000629.SZ,X000792.SZ,X600489.SH,X000539.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.142058481591479,0,0,0,-0.122538955511766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126522309749441,0,0,0,0,0,0.221269997644378,0.01617657173936,0,0.15711580431771,0,0,0,0,0,0,0,0,0,-0.0847352947449735,0.00172210236282767,0.00504939110650133,0,0,0,0,0,0
X600028.SH,0,0,0.605723226385131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269119608601293,0,0,-1.0842021724855e-19,0,0,0,0,0,0.119096850631401,0,0,0,0,-0.147145216019742,1.0842021724855e-19,0,-0.00372068009995472,0,0,0.053896899824844,0,0,0,0,0.0296906447064814,0,0,0,0.00509774473757655,0,0.00197649055157354,-0.000395730665606482,0,0,0,0,0,0
X601088.SH,0,0.167700586863641,0,0.0538854160187387,0.178710071913693,0.0321097487458818,0,0,0,0,0,0,0,0.0418126226616596,0,0,0.211167661499443,0,0,0,0,0.0255034288579295,0,0,0.0403952602241485,0,0,0,0,0,-0.0258972031179889,0,0,0.0177409378586499,0,0,0,0,0,0,0,0,0,0,0,0.0968253397156011,0,0,0,-0.0162740437445522,-0.0383626123254091,0,-0.113087486937237,0,0,0,0
X600585.SH,0,0,0.203105627510518,0,0,0,0,0,0,0,0,0,-0.078724047166459,0,0,0,0,0,0,0,0,0.0752585658928649,0,0,0,0,0,0,0,0,0,0,0.0785740717421472,0.332990775075783,0.234640355593301,0,0,0.115648935888109,0,0,0,-0.0898311494189682,0,0,0,0,0,0,0,-0.00658574166159077,-0.0110947286414699,0,0,0,0,0,0
X600019.SH,0,0,0.210141494165062,0.130919630648892,0,0.147762102078841,0,0,0,0,0,0,0,0,0,0,0,0.0647300424197539,0,0,0,0,0,0,0.0698202626071223,0,0,0,0,0,0,0.152517401998022,0,0.0109500014825021,0,-0.043760072027988,0.263302002706635,0,0,0,0,0,0,0,0,0,0,-0.0101560086970666,0,0,-0.00233425910313766,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.137628754465151,0,0,-0.0135169312640044,0,0,0.204139318342885,0,0,0,0.373352931222475,0,-0.101169669158529,0,0,0,0,0,0.0316739069236053,0,-0.262232503896094,0,-0.0346000203797685,0,0.167134600443244,0.225819010635172,0,0,0,0,0,0,0,0,0,0.00229527934401402,0,0,0,0,0.0498542483206941,0.0578389290791596,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204342534067276,0,0,0,0,0.77959616932361,0,0.0270314865964713,0,0,0,0,0,-0.0119061460953816,0.0528467236469888,0,0,0,0,0,0,0,0,0,0,0,0,-0.130740877864456,0,0.0459159010404976,0,0.00661587090552789,0.0216656243469019,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111181272704066,0,0.275787346913887,0.0252643394251119,0,0,0,0,0,0.110141066189502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232059424425049,0,0.113580090601593,0.156715438424181,0,0,0,0.0121095622573784,-0.00384715981470177,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.292440401179412,0,0,0,0,0,0,0.0996557163179161,0,0,0,0,0,0,0,0,0,0.0810312829318066,0,0.0738803732324895,0,0,0,0,0,0,0,0,0,0,0,0,0.088272086214231,0,0,0,0,-0.00514409225772293,0,0,0,0,0,0,0
X600660.SH,0,0.214752128648858,0,0,0,0.0864041180133795,0,0,0,0,0,0,0,0,0,0,0,0,0.0624923088458212,0,0,0.3169885255435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172033781121099,0,0,0,0,0,0,0,0,0,0,-0.00264140230806031,0.0122525867008326,0,0,0,0,0,0
