,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X002466.SZ,X601898.SH,X601600.SH,X600660.SH,X600688.SH,X601991.SH,X600362.SH,X600795.SH,X600516.SH,X002460.SZ,X600547.SH,X300072.SZ,X600886.SH,X600111.SH,X000898.SZ,X601992.SH,X600176.SH,X000786.SZ,X600352.SH,X000553.SZ,X600027.SH,X600299.SH,X000792.SZ,X000709.SZ,X000825.SZ,X002271.SZ,X000408.SZ,X601699.SH,X600426.SH,X601158.SH,X600489.SH,X600808.SH,X600219.SH,X600315.SH,X000883.SZ,X600157.SH,X002470.SZ,X000830.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.299256015346344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131286353831237,0,0,0,0,0.0439123215253853,0,0.00341447582184596,0.0963335425091971,0,0,0.000450654930022414,0,0.0477218888264622,0,0,0,0.0527535808987065,0,0,0.027346686009552,0,0,0,0,0,0,0,0.0734472535742188,0,0.00317159830225381,0,0,0,0,0,0,0
X600028.SH,0,0,0.316260069263835,0,0,0,0,0,0,0,0,-0.0160730554356089,0,0,0.205027053897379,0,0,0.0521063123340495,0.15104731742431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.271219544321873,0,0,0,0.0504569808360211,0,-0.00382746521842688,0.0104663242451045,-0.0723162419583731,0,0,0,0,0
X601088.SH,0,0.05857656213119,0,0.399531863493187,0.0514005499762726,0,0,0,-0.0437338669087345,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353016117001115,0,0,0,0,0,0,0,-0.0749667016104743,0,0,0,0,0,0.25635721368768,0,0,0,0,0,0,0,0,0,0.0465344998067871,0,0,0,0,-0.0252627308497247,0,0,0,0,0,0
X600019.SH,0,0,0.409143226125593,0,0,0,0,0.218529183550238,0,0,0,0,0,0,0,0,-0.0852426472363275,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0899284931844409,0,0,-0.090369769285485,0,0,0.105035173631834,-0.114469607073869,0,0,0,0,0,0.208689554868693,0,0,0,0,-0.00882008717227177,0,0,0,0,0.0126577141051672,0,0,0,0,0,0,0
X600585.SH,0,0,0.598435786118491,0,0,0,0,0,0,0,0.00951891054863384,0,0,0,0,0,0.137749253403853,0.0761970887111021,0,-0.0485346139033064,0,0,0,-0.0292749079731829,0,0.0748915010794709,0,-0.063376171730277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244801625296517,0,0.132909713498986,0,0,0,0,0.0687491380132931,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0372424067477586,0,0,0,0,0,0,0,0,0,0,0,0,0.0179772861520402,0,0.0518383981247536,0,0.0839896594377788,0,0,-1.38777878078145e-17,0,0,0,0.153965435751198,0.107345827737952,-0.0611184625236416,0,0,0.308853529872537,0,0.141117996918643,-0.0153931272902019,0,0,0,0,0,0,0.0208174862896511,0,0,0,0,0,-0.0175267498817456,-0.0317082788619244,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726421994441351,0,0.0161870414926127,0,0,0.0910501602790051,0,0,0.0253852592136863,0.0164289167676779,0,0.000496978400447983,0,0,0,0,0,0,0.0928696968174948,0.0455511936311956,0.0662341882345729,0,0.0289894487863742,0.054568056834811,0,0,0.247272254237573,0,-0.0114291426677777,0,0,0,0,0,0,0
X600188.SH,0,0,0,0.521438511974627,0,0,0,0,0,0,0.134558504987215,0,0,0,0,0,0,0.00528943493655143,0,0,0,0,0.0317034677132119,0,0.338438751081507,0,0,0,0,0,0,0,0,0,0,0.185035728330605,0,0,0,0,0,0,0,0.134915686971024,0,0.112813484433281,0,0.236679256259716,0,-0.0152337186977643,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.0356379193620223,0,0.0675375154071214,0,0,0,0,0,0,0,0,0.0220133529935448,0.465469249282302,-0.159836459034286,0,0,0.0418297229304813,0,0,0,-0.0790588187057813,0,0,0,0.0351916352697541,-0.0308216796259529,0,0,0.084551668097936,0,0,0.0201847178006318,0,0,0,0,0,0,0,0.0877628594805636,0,0,0,0,0.0258511499134237,-0.0111277857794963,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232397535327186,0,0,0,0.069560546436486,0,0,0,0,0,0,0,0.0483421926797298,0,0,0,0,0,0.0336961161609939,0,0,0.0707285898876262,0,0,0,0.225861307408349,0,0,0,0,0.0474868036546447,0.114538555812558,0,0.0325257904803849,0,0,0.0049228850936571,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0280173209524221,0,0,0,0,0,0,0,0,0,0.266771056851176,0.332749909971763,-0.0936428191933542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43190406695214,0,0,0,0,0,0,0,0,0,0,-0.691004547460961,-0.119204668796702,0,-0.115904751886552,-0.120076402132125,0.174724421594152,0.0910971526061605,0,0,0,0,0,0
