,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600011.SH,X600019.SH,X600188.SH,X600585.SH,X002460.SZ,X600547.SH,X601898.SH,X002466.SZ,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600803.SH,X600027.SH,X600176.SH,X601991.SH,X600489.SH,X000983.SZ,X601699.SH,X000807.SZ,X000786.SZ,X600160.SH,X000932.SZ,X000408.SZ,X000539.SZ,X000629.SZ,X600219.SH,X300037.SZ,X600995.SH,X002080.SZ,X600096.SH,X002409.SZ,X000933.SZ,X600688.SH,X000630.SZ,X600157.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.655991309961625,0.0372677619482431,0,0,-0.0523627347425397,0,0,0,0,0.0805241309816961,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.215999508062748,0,0,0,0,0,0.0687419207328477,0,0,0,0.0753946175060547,0,0,0,0,0,0,0,0.261931617647316,0,0.104469221496167,0,-0.16037875632377,0,0,0,0,0,0,0.100609062687484,0,0.0260866101795757,0,0,0,0,0
X600028.SH,0.759821487921001,0,0,0,0,0,0,0.0754823386941555,0,0,0,0,0,0,0,0,0,0,-0.0125100588454068,0,-0.0721234446204074,0,0,0,0,0,0,0,0,0,0,0,0,-0.0817316694252226,0,0,0,0,0,0,-0.0803873426195342,-0.127947536544372,0,-0.00868006530766416,-0.0630246519527451,0.0195814710252148,0,0,0,0,-0.0305467790974554,0.0205301328883329,0.0107084186387952,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.316962166499246,0,-0.0295678532468615,-0.0220847222430485,0,0,0,0.0800176129373103,0,0,0.0251947982135829,0,0.156022516658742,0,0,0,0.0974796586576774,0,0,0.0080413289524537,0,0.0840581766235311,0,0,0,0,0,0,-0.0504466382622574,0,0,-0.120341381815768,0,0,0,0,0,0,0.021832538931748,0,0,0,0,0,-0.0331010946486708,-0.0215907370310453,0.0320138539567604,0,0,0,0,0,0
X600309.SH,-0.0145014007757853,0,0,0,-0.140989913095758,0,-0.0695154723513374,0,0,0.0449331283614542,0,0,0,0,0,0,0,0,0,0.00754056325352682,0,-0.217980807314348,0.254136050280627,0,0,0,0,0,-0.0336842659118976,0,0,0,0,0.0936036568096155,0,0,0,0,-0.0374566194745213,0,0,0,0,0,0,0.109748263707424,0,0,0,0,0,-0.0116931560846892,0,0,0,0,0,0,0
X600011.SH,0,0,-0.105569496313127,0,0,0,0,0.0137030748894585,0,0,0,-0.207026796020006,0,0,0,0.266208454274832,0,0,0,0,0,0,0,0,0,0,0.249462672509574,0,0.548452220693498,0.0937199468604644,0,0,0,-0.102130844691559,-0.00942350743756435,0,0,0,0.178540437368773,0,0,0,-0.358451368513781,0,0,0,0,0,0.154400272149914,0,0,0.0193664677935378,-0.0612195348993561,0,0,0,0,0,0
X600019.SH,0,0.0887241202236505,0,0,0,0,0.030177369147375,0.0398370646025041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722164315662619,0,0,0,0,0,0,0,0,0,0.161638820108385,0,0,0,0,-2.16840434497101e-19,0,0,-0.114621399373787,0.00083868111060194,0,0,0,0,0,0.121567462554443,0,0.00710419760627012,0,0.0574479956856612,0,0,0,0,0,0,0
X600188.SH,0,0,0.579107161885038,0,0,0,0,0,0,0,0.0910415950543954,0,0,0.105486430444571,0,-0.100603760109532,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.219765290288191,0,0.586976796286251,0,0,0.12500499074274,0,0,0,0,0,0,0.111462276077179,0,0.120677583003676,-0.0158110433851899,0,0,0,0,-0.0360314347839037,0,0,-0.185193378111305,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.100100407303514,0.359477192627965,0,0,0,0,0,0.0328602179733083,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.148450838024013,0,0,0,0.0230772256027217,0,0,0,0,0,0.15788326526903,0.02341646397909,0.0694338010926675,0,0,0,0,0,0,0.0283233906677371,0,0,0.143542218585755,0,0,-1.0842021724855e-19,-0.0689619099535408,0,0,0,0,0,0
X002460.SZ,0,0,0,-0.0627440489741841,0,0,0,0,0,0,0,0.540791587724367,0,0,0,0,0,0,0,0,0,0.0302165272807853,0,0,0.0469432565038143,0,0,0,0,-0.0736392487489828,-8.67361737988404e-19,0,0,0,0.0678733445547936,0.125885896119127,0.373254384664189,0.0409499336642398,0,0,0,0,0,0,0,0,0,0,0,0,0.170318070030891,0.00626621512526284,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0445248493796795,0,0,0,-0.0518218842811194,0,0,0,0,0,-0.00026083033605187,0,0,-0.151892608104169,-0.00195359543306738,0,0,0,0,0,0,0,0.0382560751348811,0.700444654691352,0,0,0,0,0,0,0,0.081944789416777,0,0,-0.0260354764503462,0.00482861888752061,0,0,0.0518286811091261,0.134389641970104,0,0,-0.313356857334192,-0.0938198691447078,0,0,-0.0196004458079483,0,0,0,0,0,0
