,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600886.SH,X600660.SH,X600801.SH,X601898.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600352.SH,X600489.SH,X600688.SH,X601991.SH,X000786.SZ,X600795.SH,X600126.SH,X600111.SH,X600027.SH,X600176.SH,X601992.SH,X002466.SZ,X600299.SH,X600426.SH,X002353.SZ,X002075.SZ,X600529.SH,X600315.SH,X000723.SZ,X600486.SH,X600516.SH,X600219.SH,X600612.SH,X002080.SZ,X000401.SZ,X601158.SH,X000898.SZ,X000932.SZ,X000883.SZ,X000553.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977634729251605,0.18750509571676,0,0,0,0,0,0,0.0592699921990077,0,0,0,0,0.0577220730123341,0.00468102111466845,0,0,0,0,0,0,0,0,0.0226132446223252,0,0,0,0,0,0,0.0161821633840022,0.00233500226272297,-0.0114380541188908,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0212485855874615,2.16840434497101e-19,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411396310413026,0.0502195140331483,0,0,0.112626651437515,0,0.0546531857964597,0,0,0,0.0547396615801528,0,0.0599439806861171,0,0,0,0,0,0,0,0,0,0,0,0.00904078053247059,-0.00715565412269695,0,0,0,0,0,0
X601088.SH,0,0,0,0.19313692823941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625595096193849,0.406467435908997,0,0.0683840139130358,0,0,0,0,0,0,0,0.0552053914805005,0,0,0,0,0,-0.180318031524426,0.014966338764399,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,-4.31389573269482e-05,0.0119361675611443,-0.000357161123417813,0,0,0,0,0,0
X600585.SH,0,0,0.0446375225778204,0,0,0,0,0,0,0.0120164509049961,0.0429744912386133,0,0,0.41541077564172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552843343616061,0,0,0,-0.0422640729282579,0.0931508545301973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0385221571859304,-0.00758997134479193,0.0014612639249159,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0.0364249255257178,0,0,0,0,0,0,0,0,0,0,0.00895617738893956,0,0,0,-0.00132962392719369,0,0,0.240881819575286,0,0.243060151026445,0,0.0537976326759455,0,-0.0118252551472139,0.0478624103191173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216409546207372,0.00412568117125436,0.00778912457278704,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711227642791932,2.16840434497101e-19,0,0.121248285925667,0,0,0,0,0,0,0.0776845295315415,0,-0.130893104727798,0,0.0465127108867744,0,0,-0.145007744542955,0,-0.0328621240519566,0,0.298446956407847,0,0,0,0,0,0,0,0,0,0,-0.0145156058922609,0,0,0,0,0,0
X600019.SH,0,0,0.0415497402665298,0,0.176134659311036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104298219421781,0,0.100721047762808,0,0,0,0,0,0,0.0124021252650828,0,0,0.0127285095715054,-0.00659477864223025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0102838109018717,-0.0127954529937062,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0.0266922950150283,0,0,0,-0.0843075904374138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08942876893946,0,0.0656693364583253,0,-0.283712064962942,0.311207663781532,0,0.0602190063173796,0,-0.0749470050868477,0,-0.00686886700789861,0,0,0,0.299346945943259,0,0,0,0,0,0,0,0,0,0,0,-0.140978030452869,-0.0172696522830221,-0.00745998455826599,0,0,0,0,0,0
X600011.SH,0,0,0.0796147550962667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583596534230723,0,0,0,0,-0.0711290582879986,0.0546851338358849,0,0,0,0,0.164119042158014,0,0.275318021261834,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0388051998596503,0,-0.0104756260591449,0.0203192328358035,-0.0218434323273027,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0.103655857898573,0,0,0,0,0,0.146909123679648,0,0.169976523366313,0,0,0,0,0,0,0,0,-0.0237454531958927,0,0.10204126134809,0,0,0.211246139657823,0,0.133643861542617,0,0.188016200841152,0,5.97013897273765e-05,0.00251632618546116,0.0634252639898791,0,0.202819204394537,0,0,0,0,0,0.297764191837175,0,0,0,0,0,0,0,0,-0.0308312561873739,0,0,0,0,0,0,0
