,X601857.SH,X600028.SH,X600309.SH,X601088.SH,X600585.SH,X002460.SZ,X000708.SZ,X600019.SH,X600660.SH,X002271.SZ,X600547.SH,X600176.SH,X000786.SZ,X600362.SH,X600426.SH,X002466.SZ,X000301.SZ,X600111.SH,X601600.SH,X600011.SH,X600886.SH,X600352.SH,X601898.SH,X600010.SH,X002353.SZ,X600219.SH,X600486.SH,X600803.SH,X600188.SH,X002080.SZ,X601991.SH,X600801.SH,X600795.SH,X600688.SH,X600489.SH,X600299.SH,X601168.SH,X300037.SZ,X600315.SH,X000723.SZ,X600027.SH,X002409.SZ,X600399.SH,X000807.SZ,X600549.SH,X000932.SZ,X601992.SH,X600157.SH,X000902.SZ,X000830.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.186342220754716,0,0,0,0,0,0.0208881022184047,-0.00871987409117004,-0.00441824234641235,0,0,0,0.0320206621570972,0,-0.0104930033825753,0.0268772992603585,0,0,0.0228074827943609,0,0,0,0,0.0459470463376138,0,0,0,0.0309029886628193,0,0,0,0,0,0,0,0.0758325388413039,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145375737959183,-0.00582282510025697,-0.00270451084774816,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0804404484936825,0.0950021231212763,-0.0312772295220722,0,0,0,0,0,0.0394237626094928,-0.054298008609749,-0.0311000964252496,0,0,0,0,0,0.0388470862098213,0,-0.0353732758440126,0,0,0,0,0.0354170833782678,0,0,0,0,0,0,0,0,0,0.0493210701218238,0,0,0,0,0,0,0,0,0,0,0,0.00068164870218799,-0.00639233464272169,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0211640766612209,0,0,0,0,0,0,0,0,0,0,0.00224595130927826,0,0,0,0,0.024640656743321,0,0,0,0,0,0,0,0.0908305954133374,0,0,0,0,0,0,0,0,0.0274940826905169,0,0,0,0.0672437518428636,0,0.251629891581831,0,0,0,0,0.0448662946720729,0,0.00867543428205516,0.00593923501677311,0,0,0,-1.0842021724855e-19,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0488283529158647,0,0,0,0,0,-0.0794323718298852,0,0,0,0,0,0,0,0.142004529487251,0,0,0,0,0,0.42742176721164,0.0201702637113716,0,0,0,0,0,0,0.140560845178384,-0.0459842939169608,0,0,0,-0.0314269522941291,-0.0985937248390575,-0.014877676023758,0,0.0497835712340921,0,0,0.0134475730953565,0,0,0.0295700326920469,0,0,0,0,-0.0355654921899349,0,0
X600585.SH,0,0,0,0,0,0.0307691777146897,0,-0.0556027947366405,0,0,0,0,0,0.0805787132365768,0,-0.0151928887354567,0,-0.009290281846242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121573393756411,0,0,0,0,0.0938393295798643,-0.113811390531665,0,0,0,-0.0262721934834196,0,0,0,0,0,0,0,0,0,0.01386152996476,0,0,0,0,-0.0146902352644562,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.296365398040506,0,0,0,0,0,0,0.201219873989803,0.0221144060896621,0,0,0,0,0,0,0,0.0128905405837331,0,0,0,0,0,0,0,0,0,0,0,0.132025027487763,0.0897117804376513,0,0.439292648078978,0,0.0745063463228263,0,0,0,0,0,0,0.42679017609718,0,-0.206421374119404,-0.0331624905105462,0,0,0,0,0.0602478212253377,0,0
X000708.SZ,0,0,0,0.0361149322128075,0,0,0,0,0,-0.307988394706901,0,-0.0855022571057641,-0.346033254766708,0,0,-0.0597538946496922,0,0,0,0,0,-0.262800962355467,0.0284658631254661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192218848478614,0,0,-0.114332907091449,0,0,0.111344353724127,0,0,0,0,0,0,0,0,0,0.0697224170600114,0,0,0,-0.0463582348328606,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924815252037112,0,0,0,0.253828428371381,0,0,0,0,0,0,0,0.0666191894560443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113780904976589,0,0,0,0,0,0,0,-0.0235840865818423,-0.0212472528361214,0,0,0,0,1.73472347597681e-18,0,0
X600660.SH,0,0,0,0,0,0.0348255153080237,0,0,0,0.0424598675739453,0,0,0,0.0832025966934026,0,0,0.0504166110535281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598793678194909,0,0,0,-0.0845276926201386,0,0,0.0674096404969647,0,-0.173665407685567,0,0,0.139649635115894,-0.0163010534916804,0,-0.0490118895798167,0,0,0,0.117714163788895,0,-0.000310085252596244,0,0,0,0,0.0034195245488194,0,0
X002271.SZ,0,0,0.0712657541082604,0,0,0,-0.00615060356882421,-0.0727632543065832,0.185892185890415,0,0,0,0,0,0,0.0355205939975411,0,0,0,0,0,0,0,0,0,0.0537943615294908,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0394162230218983,0,-0.00309979239970155,0,0,0,0,0,0,0,0.153709303117758,0,0,-0.0672701974064285,0,0,0,0.0559134393294433,0,0
