,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002460.SZ,X002466.SZ,X600585.SH,X600188.SH,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600111.SH,X002271.SZ,X600660.SH,X600010.SH,X000877.SZ,X000301.SZ,X000708.SZ,X600886.SH,X600547.SH,X601600.SH,X600795.SH,X600176.SH,X600096.SH,X600426.SH,X600362.SH,X000408.SZ,X000786.SZ,X000983.SZ,X300073.SZ,X600803.SH,X000723.SZ,X601991.SH,X600141.SH,X000629.SZ,X002080.SZ,X600027.SH,X002192.SZ,X601699.SH,X600219.SH,X300037.SZ,X002407.SZ,X600801.SH,X600486.SH,X002497.SZ,X600157.SH,X002353.SZ,X600378.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0684908738253408,0,0,0.00341735269146607,0,0,0,0,0,0,0.00782225212668894,0,0,0,0.0384686077772799,0,0,0.0852824244427971,0,0,0,-0.107598770302941,0.198500655054071,0,0.103004537412557,0,0,0,0.128362649315839,0,0,0,0,0,-0.0189987748377529,0,0,0.0920620030264575,0,0,0.0261834135177542,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0401703131481667,-0.0828841698093091,0,0,0.226743092096333,0,0,0.14507886094999,0.0268724442002235,0,0,-0.109832505056187,0,0,-0.00713551454644462,0,0,0,0,0,0,0,0.0693088363909855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106335911990281,0,0,0,0,0.0534161727710893,0,0,0,0,0,0,-0.012448223035962,0,0,0,0,0,0,0
X600028.SH,0,0.0580592428167521,0,0.0164786594095916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138774800297624,0.0532443300202518,0,0,0.0150363849677304,0,0,0,0,0,0,0.00579150347063048,0,0,0.00886513767699779,0,0,0,0,0,0,0,0,0.00717670887010628,0,0.0682610609142169,0.0361404555184654,0,0,0,-0.0138207080321619,0,0,0,0,-0.0172331676152171,0,0
X600309.SH,0,0,0,0,0,0,0,0.0118081422999222,0,0,0.07683537523236,0,0,0,0,0,0.209304436821773,-0.00727816214519877,0.0529814718328941,0,0,0,0,0,0.000936859594379668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739084543252707,0.026589875254086,0,0,0,0,0,0,0,0.0887795813876783,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0315845543009095,0,0
X002460.SZ,0,0,0,0,0,0.181517885845303,0,0.0506700137233021,4.48435467931668e-05,0,0,0,0.114378376911779,0,0,0.135370953085444,0,0,0,0,0,0.040079571516253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0459120884549754,-1.38777878078145e-17,0.0165882517919194,0,0,0,0,0,0.337602941104967,0,-0.0515044812942674,-6.93889390390723e-18,0,0.0399347895348239,0.0215298377651663,-0.0668311458959282,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.483299098065012,0,0,0,0,0,0,0,0,0,0,0.0800213156783946,0,0,0,0,0,0.00450862745272838,0,0,0.073236354192933,0,0,0,0,0,0,0,0.00127608481966857,0,0,0,0,0,0.0816932246381306,0,0.144735394015449,0,0,0,0,0.25386752795947,0,0,0,0,0,0.00401013118765495,0,0,0,0,0.0354066192489074,0,0
X600585.SH,0,0,0,0.0418698359227501,0,0,0,0,-0.0538294245360348,0,0,0,0,0.169413356294872,0,0,0,0,0,0,0.0747712541333986,0,0,0,0.0161719995712037,0,0,0,-3.46944695195361e-18,-0.0178322725203221,0,0,0.0273672497903251,0.00204052345268049,0,0,0,0,-0.00543740653065183,0,0,0,0,0.418112675239339,0,0,0,0,0,-5.42101086242752e-20,0,-0.00426285223980027,0,0,0,0,0,0,0
X600188.SH,0,0.306792823592471,0,0,0,0,0,0,0,0,0.0180748778118065,-0.224104853571514,0,0,0,0,0,0,0,0,0,0,0,0,0.087598150424803,0,0,0,0.00218414867959431,0,0,0,0,0,0,0,0,0,0,0.41442058892725,0,0,0,0.136923093944542,0,0,0,0.00620242147099574,0,0,0,0.0657963648145033,-0.104979808987163,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0176623794029396,0.165748352172675,0,0.169037991292329,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0736434188668221,0,0.144085989316924,0,0,0.0508003367584986,0,0,0.342581443432593,0.117985544010038,-0.0688429383119862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0085905221507878,0,0,0,0,-0.0203061877825268,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0950202120659957,0,0,0,0,0,0,0.07110830983897,0,0,0,0,0,0,0.0149608092226617,0,0,0,0.070875949089769,0,0,0,0,0,1.0842021724855e-19,0.0529741278265397,0.0180589752365424,0,0.152943253098887,0,0.0166230646056801,0,0,0,0,8.67361737988404e-19,0,0
